lens_pair,orientation,baseline_coupling,z_l1_opt_mm,z_l2_opt_mm,z_fiber_mm,L1_max_drop,L1_worst_displacement_mm,L1_tolerance_1pct_mm,L1_sensitivity_per_mm,L2_max_drop,L2_worst_displacement_mm,L2_tolerance_1pct_mm,L2_sensitivity_per_mm,n_rays,n_samples,z_range_mm,medium
84-282+84-284,SfccfF,0.5868,28.140666832686826,36.06039532163889,126.0603953216389,0.27299999999999996,-1.0,1.0,0.27299999999999996,0.1352,1.0,1.0,0.1352,5000,41,1.0,argon
