displacement_mm,coupling,coupling_drop
-1.0,0.57,0.09600000000000009
-0.95,0.5802,0.08579999999999999
-0.9,0.5866,0.07940000000000003
-0.85,0.594,0.07200000000000006
-0.8,0.6018,0.06420000000000003
-0.75,0.6124,0.05359999999999998
-0.7,0.6214,0.044600000000000084
-0.6499999999999999,0.6294,0.03660000000000008
-0.6,0.6368,0.029200000000000004
-0.55,0.6434,0.022600000000000064
-0.5,0.6458,0.020199999999999996
-0.44999999999999996,0.648,0.018000000000000016
-0.3999999999999999,0.6496,0.01640000000000008
-0.35,0.6514,0.014600000000000057
-0.29999999999999993,0.6532,0.012800000000000034
-0.25,0.655,0.01100000000000001
-0.19999999999999996,0.657,0.009000000000000008
-0.1499999999999999,0.66,0.006000000000000005
-0.09999999999999998,0.6616,0.0044000000000000705
-0.04999999999999993,0.6634,0.0026000000000000467
0.0,0.666,0.0
0.050000000000000044,0.627,0.039000000000000035
0.10000000000000009,0.613,0.05300000000000005
0.15000000000000013,0.5942,0.07180000000000009
0.20000000000000018,0.5832,0.08279999999999998
0.25,0.5726,0.09340000000000004
0.30000000000000004,0.5654,0.10060000000000002
0.3500000000000001,0.5588,0.10720000000000007
0.40000000000000013,0.5524,0.11360000000000003
0.4500000000000002,0.546,0.12
0.5,0.5384,0.12760000000000005
0.55,0.5318,0.13419999999999999
0.6000000000000001,0.528,0.138
0.6500000000000001,0.5238,0.1422
0.7000000000000002,0.5198,0.1462
0.75,0.5152,0.15080000000000005
0.8,0.5118,0.1542
0.8500000000000001,0.5068,0.1592
0.9000000000000001,0.5032,0.16280000000000006
0.9500000000000002,0.4972,0.16880000000000006
1.0,0.492,0.17400000000000004
