displacement_mm,coupling,coupling_drop
-1.0,0.2944,0.2804
-0.95,0.303,0.2718
-0.9,0.311,0.2638
-0.85,0.3178,0.25699999999999995
-0.8,0.328,0.24679999999999996
-0.75,0.336,0.23879999999999996
-0.7,0.3432,0.23159999999999997
-0.6499999999999999,0.354,0.2208
-0.6,0.364,0.2108
-0.55,0.376,0.19879999999999998
-0.5,0.3872,0.1876
-0.44999999999999996,0.3998,0.175
-0.3999999999999999,0.4136,0.16119999999999995
-0.35,0.4284,0.14639999999999997
-0.29999999999999993,0.4442,0.1306
-0.25,0.4616,0.11319999999999997
-0.19999999999999996,0.4774,0.09739999999999999
-0.1499999999999999,0.5046,0.07019999999999993
-0.09999999999999998,0.5514,0.023399999999999976
-0.04999999999999993,0.5778,-0.0030000000000000027
0.0,0.5748,0.0
0.050000000000000044,0.5696,0.005199999999999982
0.10000000000000009,0.5622,0.012599999999999945
0.15000000000000013,0.557,0.017799999999999927
0.20000000000000018,0.5502,0.024599999999999955
0.25,0.5448,0.030000000000000027
0.30000000000000004,0.5366,0.03820000000000001
0.3500000000000001,0.5324,0.04239999999999999
0.40000000000000013,0.5258,0.04899999999999993
0.4500000000000002,0.5204,0.054400000000000004
0.5,0.5136,0.06120000000000003
0.55,0.5084,0.06640000000000001
0.6000000000000001,0.4966,0.07819999999999999
0.6500000000000001,0.4846,0.0902
0.7000000000000002,0.4724,0.10239999999999999
0.75,0.4592,0.11559999999999998
0.8,0.4478,0.127
0.8500000000000001,0.437,0.13779999999999998
0.9000000000000001,0.4264,0.14839999999999998
0.9500000000000002,0.4152,0.15959999999999996
1.0,0.404,0.17079999999999995
