displacement_mm,coupling,coupling_drop
-1.0,0.2802,0.3628
-0.95,0.2972,0.3458
-0.9,0.3096,0.33340000000000003
-0.85,0.3222,0.32080000000000003
-0.8,0.3344,0.30860000000000004
-0.75,0.3514,0.2916
-0.7,0.3654,0.2776
-0.6499999999999999,0.3818,0.26120000000000004
-0.6,0.3946,0.2484
-0.55,0.405,0.238
-0.5,0.4148,0.22820000000000001
-0.44999999999999996,0.4236,0.21940000000000004
-0.3999999999999999,0.4334,0.2096
-0.35,0.4444,0.1986
-0.29999999999999993,0.4536,0.1894
-0.25,0.4648,0.17820000000000003
-0.19999999999999996,0.4788,0.1642
-0.1499999999999999,0.496,0.14700000000000002
-0.09999999999999998,0.5228,0.12019999999999997
-0.04999999999999993,0.559,0.08399999999999996
0.0,0.643,0.0
0.050000000000000044,0.6336,0.009399999999999964
0.10000000000000009,0.6238,0.019199999999999995
0.15000000000000013,0.614,0.029000000000000026
0.20000000000000018,0.6022,0.04080000000000006
0.25,0.593,0.050000000000000044
0.30000000000000004,0.585,0.05800000000000005
0.3500000000000001,0.5756,0.06740000000000002
0.40000000000000013,0.5644,0.0786
0.4500000000000002,0.5534,0.08960000000000001
0.5,0.5418,0.10120000000000007
0.55,0.5318,0.11119999999999997
0.6000000000000001,0.5226,0.12040000000000006
0.6500000000000001,0.514,0.129
0.7000000000000002,0.5048,0.1382
0.75,0.4972,0.14580000000000004
0.8,0.4864,0.15660000000000002
0.8500000000000001,0.4774,0.16560000000000002
0.9000000000000001,0.4692,0.1738
0.9500000000000002,0.4586,0.1844
1.0,0.4502,0.19280000000000003
