displacement_mm,coupling,coupling_drop
-1.0,0.3596,0.25320000000000004
-0.95,0.3668,0.246
-0.9,0.371,0.24180000000000001
-0.85,0.3742,0.23860000000000003
-0.8,0.3764,0.2364
-0.75,0.3826,0.23020000000000002
-0.7,0.3872,0.22560000000000002
-0.6499999999999999,0.3936,0.2192
-0.6,0.4006,0.2122
-0.55,0.4062,0.2066
-0.5,0.413,0.19980000000000003
-0.44999999999999996,0.42,0.19280000000000003
-0.3999999999999999,0.4292,0.18359999999999999
-0.35,0.4392,0.17360000000000003
-0.29999999999999993,0.452,0.1608
-0.25,0.4638,0.14900000000000002
-0.19999999999999996,0.4794,0.13340000000000002
-0.1499999999999999,0.4958,0.11699999999999999
-0.09999999999999998,0.5166,0.09620000000000006
-0.04999999999999993,0.545,0.06779999999999997
0.0,0.6128,0.0
0.050000000000000044,0.6058,0.007000000000000006
0.10000000000000009,0.5964,0.01639999999999997
0.15000000000000013,0.5898,0.02300000000000002
0.20000000000000018,0.5804,0.032399999999999984
0.25,0.5736,0.03920000000000001
0.30000000000000004,0.5638,0.049000000000000044
0.3500000000000001,0.5568,0.05600000000000005
0.40000000000000013,0.551,0.061799999999999966
0.4500000000000002,0.5444,0.06840000000000002
0.5,0.5388,0.07400000000000007
0.55,0.5316,0.08120000000000005
0.6000000000000001,0.5244,0.08840000000000003
0.6500000000000001,0.5168,0.09599999999999997
0.7000000000000002,0.5102,0.10260000000000002
0.75,0.5016,0.11119999999999997
0.8,0.4954,0.1174
0.8500000000000001,0.4872,0.1256
0.9000000000000001,0.479,0.13380000000000003
0.9500000000000002,0.4688,0.14400000000000002
1.0,0.4558,0.15700000000000003
