displacement_mm,coupling,coupling_drop
-1.0,0.307,0.35800000000000004
-0.95,0.3144,0.3506
-0.9,0.3256,0.33940000000000003
-0.85,0.3344,0.33060000000000006
-0.8,0.3448,0.32020000000000004
-0.75,0.3542,0.3108
-0.7,0.3672,0.2978
-0.6499999999999999,0.3814,0.2836
-0.6,0.393,0.272
-0.55,0.406,0.259
-0.5,0.4216,0.24340000000000006
-0.44999999999999996,0.4352,0.22980000000000006
-0.3999999999999999,0.45,0.21500000000000002
-0.35,0.4646,0.20040000000000002
-0.29999999999999993,0.4816,0.18340000000000006
-0.25,0.4984,0.16660000000000003
-0.19999999999999996,0.5178,0.1472
-0.1499999999999999,0.5342,0.13080000000000003
-0.09999999999999998,0.5592,0.1058
-0.04999999999999993,0.5858,0.07920000000000005
0.0,0.665,0.0
0.050000000000000044,0.6576,0.007400000000000073
0.10000000000000009,0.6484,0.01660000000000006
0.15000000000000013,0.6408,0.0242
0.20000000000000018,0.6312,0.03380000000000005
0.25,0.6214,0.04360000000000008
0.30000000000000004,0.6116,0.0534
0.3500000000000001,0.604,0.061000000000000054
0.40000000000000013,0.5962,0.06880000000000008
0.4500000000000002,0.5862,0.07879999999999998
0.5,0.579,0.08600000000000008
0.55,0.5718,0.09320000000000006
0.6000000000000001,0.5608,0.10420000000000007
0.6500000000000001,0.5532,0.11180000000000001
0.7000000000000002,0.5382,0.12680000000000002
0.75,0.5256,0.13940000000000008
0.8,0.5138,0.1512
0.8500000000000001,0.5008,0.1642
0.9000000000000001,0.4898,0.17520000000000002
0.9500000000000002,0.4726,0.19240000000000002
1.0,0.4598,0.20520000000000005
