displacement_mm,coupling,coupling_drop
-1.0,0.4944,0.07619999999999999
-0.95,0.501,0.0696
-0.9,0.5082,0.06240000000000001
-0.85,0.5148,0.05579999999999996
-0.8,0.5218,0.048799999999999955
-0.75,0.5274,0.043200000000000016
-0.7,0.5334,0.03720000000000001
-0.6499999999999999,0.5352,0.03539999999999999
-0.6,0.537,0.03359999999999996
-0.55,0.5398,0.03080000000000005
-0.5,0.542,0.02859999999999996
-0.44999999999999996,0.5452,0.025399999999999978
-0.3999999999999999,0.5478,0.022800000000000042
-0.35,0.5508,0.01980000000000004
-0.29999999999999993,0.5542,0.01639999999999997
-0.25,0.5566,0.014000000000000012
-0.19999999999999996,0.5584,0.012199999999999989
-0.1499999999999999,0.561,0.009599999999999942
-0.09999999999999998,0.5638,0.006800000000000028
-0.04999999999999993,0.567,0.0036000000000000476
0.0,0.5706,0.0
0.050000000000000044,0.5338,0.036799999999999944
0.10000000000000009,0.5146,0.05600000000000005
0.15000000000000013,0.5036,0.06699999999999995
0.20000000000000018,0.4956,0.07500000000000001
0.25,0.4874,0.0832
0.30000000000000004,0.478,0.09260000000000002
0.3500000000000001,0.471,0.09960000000000002
0.40000000000000013,0.4644,0.10620000000000002
0.4500000000000002,0.4592,0.1114
0.5,0.4546,0.11599999999999999
0.55,0.45,0.12059999999999998
0.6000000000000001,0.4442,0.1264
0.6500000000000001,0.4404,0.13019999999999998
0.7000000000000002,0.4354,0.1352
0.75,0.431,0.1396
0.8,0.4268,0.14379999999999998
0.8500000000000001,0.4226,0.14800000000000002
0.9000000000000001,0.4196,0.15100000000000002
0.9500000000000002,0.415,0.15560000000000002
1.0,0.4112,0.1594
