displacement_mm,coupling,coupling_drop
-1.0,0.556,0.04899999999999993
-0.95,0.566,0.039000000000000035
-0.9,0.5752,0.029799999999999938
-0.85,0.586,0.019000000000000017
-0.8,0.5946,0.010399999999999965
-0.75,0.6038,0.0011999999999999789
-0.7,0.6064,-0.0014000000000000679
-0.6499999999999999,0.606,-0.0010000000000000009
-0.6,0.606,-0.0010000000000000009
-0.55,0.606,-0.0010000000000000009
-0.5,0.606,-0.0010000000000000009
-0.44999999999999996,0.606,-0.0010000000000000009
-0.3999999999999999,0.6058,-0.0008000000000000229
-0.35,0.6058,-0.0008000000000000229
-0.29999999999999993,0.6058,-0.0008000000000000229
-0.25,0.6056,-0.0006000000000000449
-0.19999999999999996,0.6056,-0.0006000000000000449
-0.1499999999999999,0.6054,-0.00040000000000006697
-0.09999999999999998,0.605,0.0
-0.04999999999999993,0.605,0.0
0.0,0.605,0.0
0.050000000000000044,0.5888,0.016199999999999992
0.10000000000000009,0.5484,0.056599999999999984
0.15000000000000013,0.5298,0.07519999999999993
0.20000000000000018,0.5106,0.09439999999999993
0.25,0.4954,0.10959999999999998
0.30000000000000004,0.484,0.121
0.3500000000000001,0.4736,0.13139999999999996
0.40000000000000013,0.461,0.14399999999999996
0.4500000000000002,0.4468,0.1582
0.5,0.4382,0.1668
0.55,0.4288,0.17619999999999997
0.6000000000000001,0.4204,0.1846
0.6500000000000001,0.4142,0.19079999999999997
0.7000000000000002,0.4066,0.19839999999999997
0.75,0.3982,0.20679999999999998
0.8,0.392,0.21299999999999997
0.8500000000000001,0.382,0.22299999999999998
0.9000000000000001,0.373,0.23199999999999998
0.9500000000000002,0.3638,0.24119999999999997
1.0,0.3548,0.2502
