displacement_mm,coupling,coupling_drop
-1.0,0.596,0.0766
-0.95,0.6036,0.06899999999999995
-0.9,0.615,0.057599999999999985
-0.85,0.625,0.047599999999999976
-0.8,0.6286,0.04399999999999993
-0.75,0.631,0.04159999999999997
-0.7,0.632,0.04059999999999997
-0.6499999999999999,0.6352,0.03739999999999999
-0.6,0.6388,0.03379999999999994
-0.55,0.6414,0.031200000000000006
-0.5,0.644,0.02859999999999996
-0.44999999999999996,0.6452,0.02739999999999998
-0.3999999999999999,0.649,0.023599999999999954
-0.35,0.6522,0.020399999999999974
-0.29999999999999993,0.655,0.01759999999999995
-0.25,0.6584,0.01419999999999999
-0.19999999999999996,0.662,0.010599999999999943
-0.1499999999999999,0.6638,0.00880000000000003
-0.09999999999999998,0.6662,0.006399999999999961
-0.04999999999999993,0.6694,0.0031999999999999806
0.0,0.6726,0.0
0.050000000000000044,0.6152,0.05740000000000001
0.10000000000000009,0.5948,0.07779999999999998
0.15000000000000013,0.5826,0.08999999999999997
0.20000000000000018,0.5736,0.09899999999999998
0.25,0.5588,0.11380000000000001
0.30000000000000004,0.5502,0.12239999999999995
0.3500000000000001,0.538,0.13459999999999994
0.40000000000000013,0.526,0.14659999999999995
0.4500000000000002,0.5144,0.1582
0.5,0.5016,0.17099999999999993
0.55,0.493,0.17959999999999998
0.6000000000000001,0.484,0.1886
0.6500000000000001,0.4756,0.19699999999999995
0.7000000000000002,0.4676,0.20499999999999996
0.75,0.459,0.21359999999999996
0.8,0.453,0.21959999999999996
0.8500000000000001,0.4454,0.22719999999999996
0.9000000000000001,0.4376,0.235
0.9500000000000002,0.4316,0.241
1.0,0.4242,0.24839999999999995
