lens_pair,orientation,baseline_coupling,z_l1_opt_mm,z_l2_opt_mm,z_fiber_mm,L1_max_drop,L1_worst_displacement_mm,L1_tolerance_1pct_mm,L1_sensitivity_per_mm,L2_max_drop,L2_worst_displacement_mm,L2_tolerance_1pct_mm,L2_sensitivity_per_mm,n_rays,n_samples,z_range_mm,medium
LA4148+67-223,SfccfF,0.6426,28.85934355602847,35.61420203669377,110.56085388659618,0.28159999999999996,-1.0,1.0,0.28159999999999996,0.16259999999999997,1.0,1.0,0.16259999999999997,5000,41,1.0,argon
