lens_pair,orientation,baseline_coupling,z_l1_opt_mm,z_l2_opt_mm,z_fiber_mm,L1_max_drop,L1_worst_displacement_mm,L1_tolerance_1pct_mm,L1_sensitivity_per_mm,L2_max_drop,L2_worst_displacement_mm,L2_tolerance_1pct_mm,L2_sensitivity_per_mm,n_rays,n_samples,z_range_mm,medium
LA4022+LA4022,SfccfF,0.5748,33.267125203648945,38.92303959470797,98.92303959470796,0.2804,-1.0,1.0,0.2804,0.19639999999999996,1.0,1.0,0.19639999999999996,5000,41,1.0,argon
