lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber
36-681,84-277,differential_evolution,180.0,3.837959454266914e-05,35.7,10.08024588610051,10.7,35.7
36-681,84-277,differential_evolution,190.0,2.3812017350115517e-05,35.7,10.117301499806695,10.7,35.7
36-681,84-277,differential_evolution,200.0,0.20904604025238033,38.50729715698123,10.586306563245003,13.507297156981231,38.50729715698123
36-681,84-277,differential_evolution,210.0,0.2127790990717823,38.47094895565068,10.592603014487311,13.470948955650677,38.47094895565068
36-681,84-277,differential_evolution,220.0,0.21072132535927254,38.52030736394846,10.627321538957103,13.520307363948461,38.52030736394846
36-681,84-277,differential_evolution,230.0,0.23257743167385478,38.563252085355636,10.591888982716004,13.563252085355636,38.563252085355636
36-681,84-277,differential_evolution,240.0,0.23635174016194493,38.55221913183684,10.656253684455356,13.552219131836843,38.55221913183684
36-681,84-277,differential_evolution,250.0,0.2379978744340076,38.46737692350007,10.601988914023488,13.467376923500069,38.46737692350007
36-681,84-277,differential_evolution,260.0,0.23649807624150385,38.55258980332089,10.630675943599629,13.552589803320892,38.55258980332089
36-681,84-277,differential_evolution,270.0,0.24099821532752577,38.76631098217816,10.581964863750223,13.766310982178162,38.76631098217816
36-681,84-277,differential_evolution,280.0,0.21499857632250283,38.47781407563195,10.592338743704925,13.477814075631947,38.47781407563195
36-681,84-277,differential_evolution,290.0,0.25999843129418093,38.576138630266044,10.57967944249455,13.576138630266044,38.576138630266044
36-681,84-277,differential_evolution,300.0,0.23399872586953002,38.47360375451046,10.58323402769482,13.473603754510457,38.47360375451046
36-681,84-277,dual_annealing,180.0,3.203590372633512e-05,35.7,10.11821342343384,10.7,35.7
36-681,84-277,dual_annealing,190.0,3.5765692052074014e-05,35.7,10.31366752130929,10.7,35.7
36-681,84-277,dual_annealing,200.0,0.19824961365625343,38.63292773815674,10.657974379245758,13.632927738156734,38.63292773815674
36-681,84-277,dual_annealing,210.0,0.22901793927477834,38.52405429256708,10.605462283402701,13.52405429256708,38.52405429256708
36-681,84-277,dual_annealing,220.0,0.23219839066273215,38.59545117876382,10.610409999143773,13.595451178763817,38.59545117876382
36-681,84-277,dual_annealing,230.0,0.23311286602885206,38.52095768290427,10.63007284072071,13.520957682904266,38.52095768290427
36-681,84-277,dual_annealing,240.0,0.24574032927300118,38.50553554529734,10.621691560609655,13.505535545297343,38.50553554529734
36-681,84-277,dual_annealing,250.0,0.236997885615569,38.5294990404499,10.680192355022701,13.5294990404499,38.5294990404499
36-681,84-277,dual_annealing,260.0,0.24649799180624649,38.59584562766964,10.630927608149928,13.595845627669641,38.59584562766964
36-681,84-277,dual_annealing,270.0,0.21699841193331756,38.46659607052046,10.612084167094565,13.466596070520458,38.46659607052046
36-681,84-277,dual_annealing,280.0,0.23599843592288197,38.46293710828892,10.587272378710487,13.462937108288918,38.46293710828892
36-681,84-277,dual_annealing,290.0,0.22599864202391057,38.49369396758944,10.59994767822469,13.493693967589437,38.49369396758944
36-681,84-277,dual_annealing,300.0,0.22299878913738513,38.52593679107056,10.634824054722685,13.525936791070567,38.52593679107056
36-681,84-277,nelder_mead,180.0,6.326890658707332e-05,34.84083966900503,9.740161355766176,9.840839669005028,34.84083966900503
36-681,84-277,nelder_mead,190.0,7.346067958638596e-06,34.84083966900503,9.740161355766176,9.840839669005028,34.84083966900503
36-681,84-277,nelder_mead,200.0,0.0042599329815379726,34.921731951271994,9.700049674143834,9.921731951271994,34.921731951271994
36-681,84-277,nelder_mead,210.0,0.2127254186336404,38.51288231515216,10.622167777017552,13.512882315152162,38.51288231515216
36-681,84-277,nelder_mead,220.0,0.22510436339952727,38.47882838615136,10.58263093519728,13.478828386151363,38.47882838615136
36-681,84-277,nelder_mead,230.0,0.003957110144424474,34.921731951271994,9.700049674143834,9.921731951271994,34.921731951271994
36-681,84-277,nelder_mead,240.0,0.22646934182212397,38.4781711168129,10.588945615700972,13.478171116812899,38.4781711168129
36-681,84-277,nelder_mead,250.0,0.2404978479811256,38.48178890993074,10.590789371742439,13.481788909930739,38.48178890993074
36-681,84-277,nelder_mead,260.0,0.21949822185930906,38.493635765317066,10.624837676401455,13.49363576531707,38.493635765317066
36-681,84-277,nelder_mead,270.0,0.24499820612594167,38.474541719314374,10.6030596829725,13.474541719314377,38.474541719314374
36-681,84-277,nelder_mead,280.0,0.2504983377456861,38.49045506897059,10.58383096695501,13.490455068970586,38.49045506897059
36-681,84-277,nelder_mead,290.0,0.003499990192052426,34.84083966900503,9.740161355766176,9.840839669005028,34.84083966900503
36-681,84-277,nelder_mead,300.0,0.24099869380763386,38.477734301814415,10.585651613054932,13.477734301814415,38.477734301814415
36-681,84-277,powell,180.0,3.828459389081032e-05,34.998226428596546,9.70295895035451,9.998226428596544,34.998226428596546
36-681,84-277,powell,190.0,4.953726127037592e-05,34.998226428596546,9.70295895035451,9.998226428596544,34.998226428596546
36-681,84-277,powell,200.0,0.2050689242133317,38.47723241724546,10.602624024347959,13.477232417245459,38.47723241724546
36-681,84-277,powell,210.0,0.22571551281513524,38.50738201796627,10.586497235510736,13.507382017966274,38.50738201796627
