lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber
36-681,36-683,differential_evolution,150.0,0.0003627487534865565,35.7,10.3056488733781,10.7,35.7
36-681,36-683,differential_evolution,160.0,0.00011011676958552191,35.7,10.164578660679023,10.7,35.7
36-681,36-683,differential_evolution,170.0,0.00014252025107711367,35.7,10.16457852745227,10.7,35.7
36-681,36-683,differential_evolution,180.0,0.00012106046219690442,35.7,10.164578594065647,10.7,35.7
36-681,36-683,differential_evolution,190.0,0.00025474456761707015,35.7,10.164578738394628,10.7,35.7
36-681,36-683,differential_evolution,200.0,0.22548814138104628,38.3980356723723,10.535164560621846,13.398035672372302,38.3980356723723
36-681,36-683,differential_evolution,210.0,0.21775988792882034,38.44519062485067,10.541884588412849,13.445190624850667,38.44519062485067
36-681,36-683,differential_evolution,220.0,0.21369173958401058,38.37976303894669,10.55386405412453,13.379763038946692,38.37976303894669
36-681,36-683,differential_evolution,230.0,0.23410795989216476,38.345834282838695,10.51519534461039,13.345834282838695,38.345834282838695
36-681,36-683,differential_evolution,240.0,0.25367496971229203,38.34866471965109,10.524874123808647,13.348664719651092,38.34866471965109
36-681,36-683,differential_evolution,250.0,0.2384978569642116,38.424938194068595,10.541087060311838,13.424938194068595,38.424938194068595
36-681,36-683,differential_evolution,260.0,0.23799807316754923,38.41218719771626,10.526878559122112,13.412187197716257,38.41218719771626
36-681,36-683,differential_evolution,270.0,0.25149816808102027,38.375052287812835,10.529118977136124,13.375052287812835,38.375052287812835
36-681,36-683,differential_evolution,280.0,0.24349838979980476,38.35828507916707,10.518810337162835,13.358285079167068,38.35828507916707
36-681,36-683,differential_evolution,290.0,0.2159987202474345,38.32952559568076,10.520676465216857,13.329525595680757,38.32952559568076
36-681,36-683,differential_evolution,300.0,0.2304987614408437,38.37353498865215,10.530206618557568,13.373534988652153,38.37353498865215
36-681,36-683,dual_annealing,150.0,0.00021469102144032863,35.7,9.750797153593586,10.7,35.7
36-681,36-683,dual_annealing,160.0,0.0002206195177284813,35.7,9.829647448986826,10.7,35.7
36-681,36-683,dual_annealing,170.0,0.00015453534803999496,35.7,9.74061940332556,10.7,35.7
36-681,36-683,dual_annealing,180.0,0.00012084475280600349,35.7,9.829628572406357,10.7,35.7
36-681,36-683,dual_annealing,190.0,0.00014168230964938742,35.7,9.829692783811403,10.7,35.7
36-681,36-683,dual_annealing,200.0,0.21041585176427158,38.33217645787042,10.528345770707027,13.33217645787042,38.33217645787042
36-681,36-683,dual_annealing,210.0,0.21422237832557706,38.35157807940523,10.527988737334256,13.35157807940523,38.35157807940523
36-681,36-683,dual_annealing,220.0,0.21869570677073222,38.7269695568266,10.557326826931265,13.7269695568266,38.7269695568266
36-681,36-683,dual_annealing,230.0,0.23410660643230705,38.38615496580947,10.574364983794199,13.386154965809464,38.38615496580947
36-681,36-683,dual_annealing,240.0,0.23489477279487736,38.32014115767552,10.525527324042242,13.32014115767552,38.32014115767552
36-681,36-683,dual_annealing,250.0,0.24149786408855453,38.3552197467141,10.536543472909631,13.3552197467141,38.3552197467141
36-681,36-683,dual_annealing,260.0,0.22549819350227632,38.325419323080034,10.513145359559347,13.325419323080034,38.325419323080034
36-681,36-683,dual_annealing,270.0,0.23699827358965597,38.35538216978191,10.53472812564339,13.355382169781914,38.35538216978191
36-681,36-683,dual_annealing,280.0,0.23849835955882157,39.46952106102948,10.475638446235706,14.469521061029479,39.46952106102948
36-681,36-683,dual_annealing,290.0,0.24049857959468213,38.36234570475871,10.539999275707903,13.36234570475871,38.36234570475871
36-681,36-683,dual_annealing,300.0,0.23249876234716615,38.49397160589446,10.676724375325751,13.493971605894457,38.49397160589446
36-681,36-683,nelder_mead,150.0,0.0004580427220466103,34.84083966900503,9.740161355766176,9.840839669005028,34.84083966900503
36-681,36-683,nelder_mead,160.0,0.00021790666032378428,34.84083966900503,9.740161355766176,9.840839669005028,34.84083966900503
36-681,36-683,nelder_mead,170.0,0.00021886085946501178,34.84083966900503,9.740161355766176,9.840839669005028,34.84083966900503
36-681,36-683,nelder_mead,180.0,0.00012499949812457692,34.84083966900503,9.740161355766176,9.840839669005028,34.84083966900503
36-681,36-683,nelder_mead,190.0,0.00023435680493683102,34.84083966900503,9.740161355766176,9.840839669005028,34.84083966900503
