lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber
LA4002,84-277,differential_evolution,150.0,3.576028620502192e-05,35.7,10.073516534288421,10.7,35.7
LA4002,84-277,differential_evolution,160.0,2.938131546991712e-05,35.7,10.07450687898974,10.7,35.7
LA4002,84-277,differential_evolution,170.0,1.6553942674540064e-05,35.7,10.364160777742988,10.7,35.7
LA4002,84-277,differential_evolution,180.0,2.7769951678123135e-05,35.7,10.073011657218187,10.7,35.7
LA4002,84-277,differential_evolution,190.0,5.8588368482403006e-05,35.7,10.073517422460434,10.7,35.7
LA4002,84-277,differential_evolution,200.0,0.2072157915561766,40.747657385524704,12.184570512936055,15.747657385524704,40.747657385524704
LA4002,84-277,differential_evolution,210.0,0.2414749579407428,40.695682956328035,12.184639142296296,15.695682956328035,40.695682956328035
LA4002,84-277,differential_evolution,220.0,0.23171534688026216,40.76353293749217,12.1829195194384,15.763532937492172,40.76353293749217
LA4002,84-277,differential_evolution,230.0,0.2576835568680801,40.76566424424396,12.187537772219764,15.765664244243958,40.76566424424396
LA4002,84-277,differential_evolution,240.0,0.24262968667095883,40.76094952750303,12.183808898773238,15.76094952750303,40.76094952750303
LA4002,84-277,differential_evolution,250.0,0.23999771375150478,40.85053644368903,12.172159537350165,15.85053644368903,40.85053644368903
LA4002,84-277,differential_evolution,260.0,0.2554978010755381,40.84702342584488,12.170151809606539,15.847023425844881,40.84702342584488
LA4002,84-277,differential_evolution,270.0,0.2299982207288045,40.73105160343924,12.177061868280859,15.73105160343924,40.73105160343924
LA4002,84-277,differential_evolution,280.0,0.25899817276945597,40.84065623747021,12.188235199892604,15.840656237470213,40.84065623747021
LA4002,84-277,differential_evolution,290.0,0.2349985024224357,40.781130582583344,12.18805308918111,15.781130582583344,40.781130582583344
LA4002,84-277,differential_evolution,300.0,0.2269986937922678,40.75974100540512,12.18161663523354,15.759741005405118,40.75974100540512
LA4002,84-277,dual_annealing,150.0,4.789769690845178e-05,35.7,10.325465911492504,10.7,35.7
LA4002,84-277,dual_annealing,160.0,3.830983037854286e-05,35.809994125874105,10.70996471585017,10.809994125874104,35.809994125874105
LA4002,84-277,dual_annealing,170.0,5.859368345635548e-05,35.7,9.704071165070566,10.7,35.7
LA4002,84-277,dual_annealing,180.0,9.058298092307944e-05,35.7,10.154280222516242,10.7,35.7
LA4002,84-277,dual_annealing,190.0,6.492239106798686e-06,35.7,9.92275685498208,10.7,35.7
LA4002,84-277,dual_annealing,200.0,0.1962535949987721,40.72704998249882,12.18171539558296,15.727049982498817,40.72704998249882
LA4002,84-277,dual_annealing,210.0,0.2344620168045273,40.75201681693136,12.178179503029925,15.752016816931363,40.75201681693136
LA4002,84-277,dual_annealing,220.0,0.22691179831162933,40.77631787941338,12.216233168842294,15.776317879413375,40.77631787941338
LA4002,84-277,dual_annealing,230.0,0.23368076198669513,41.12333582014641,12.16086138145554,16.123335820146412,41.12333582014641
LA4002,84-277,dual_annealing,240.0,0.23865648015156005,40.74131767832536,12.17661046538919,15.74131767832536,40.74131767832536
LA4002,84-277,dual_annealing,250.0,0.25049762177816376,40.782737550434874,12.207814178799492,15.782737550434877,40.782737550434874
LA4002,84-277,dual_annealing,260.0,0.24649779271730474,42.3409195582217,12.116557958205892,17.340919558221703,42.3409195582217
LA4002,84-277,dual_annealing,270.0,0.24699808117724278,40.774365959332194,12.21004890783076,15.774365959332194,40.774365959332194
LA4002,84-277,dual_annealing,280.0,0.25799818665580326,40.79368291004876,12.226083499167204,15.79368291004876,40.79368291004876
LA4002,84-277,dual_annealing,290.0,0.22199858961400598,40.863665976347505,12.34239944677952,15.863665976347503,40.863665976347505
LA4002,84-277,dual_annealing,300.0,0.2289986817249486,40.89137614621548,12.318679074199167,15.891376146215475,40.89137614621548
LA4002,84-277,nelder_mead,150.0,5.5643571119064126e-05,35.01235655930045,9.911802252713056,10.01235655930045,35.01235655930045
LA4002,84-277,nelder_mead,160.0,9.169038790196032e-05,35.01235655930045,9.911802252713056,10.01235655930045,35.01235655930045
LA4002,84-277,nelder_mead,170.0,9.259850554732905e-05,34.815415031603045,9.701659346740023,9.815415031603045,34.815415031603045
LA4002,84-277,nelder_mead,180.0,6.921026199495589e-05,34.815415031603045,9.701659346740023,9.815415031603045,34.815415031603045
LA4002,84-277,nelder_mead,190.0,8.115064528792538e-06,34.815415031603045,9.701659346740023,9.815415031603045,34.815415031603045
LA4002,84-277,nelder_mead,200.0,0.21032558786637828,40.74904349447934,12.175280925919651,15.749043494479338,40.74904349447934
LA4002,84-277,nelder_mead,210.0,0.22054372320389234,40.800076169402786,12.218502334125162,15.800076169402786,40.800076169402786
LA4002,84-277,nelder_mead,220.0,0.004412095420446513,34.81744510555927,9.706689629226275,9.817445105559273,34.81744510555927
LA4002,84-277,nelder_mead,230.0,0.08699186242019914,38.41342217821875,10.925310242681007,13.413422178218752,38.41342217821875
LA4002,84-277,nelder_mead,240.0,0.0029847497416825497,34.81744510555927,9.706689629226275,9.817445105559273,34.81744510555927
LA4002,84-277,nelder_mead,250.0,0.2414977130510694,40.72232457343489,12.181208801455796,15.72232457343489,40.72232457343489
LA4002,84-277,nelder_mead,260.0,0.23899795721496092,40.720688279834576,12.179083196213469,15.720688279834576,40.720688279834576
LA4002,84-277,nelder_mead,270.0,0.09699929700028348,38.35090798071178,10.870440587605117,13.350907980711781,38.35090798071178
LA4002,84-277,nelder_mead,280.0,0.25849819115536105,40.70500246703887,12.175054160514264,15.705002467038867,40.70500246703887
LA4002,84-277,nelder_mead,290.0,0.24249846292506003,40.75429885665713,12.179130365714764,15.754298856657133,40.75429885665713
LA4002,84-277,nelder_mead,300.0,0.23949862211629824,40.75201219820883,12.181558570475318,15.752012198208831,40.75201219820883
LA4002,84-277,powell,150.0,5.530247538459378e-05,34.98684355732621,9.73222163975937,9.986843557326214,34.98684355732621
LA4002,84-277,powell,160.0,4.619587209478341e-05,35.00812975091285,9.707244174791962,10.008129750912849,35.00812975091285
LA4002,84-277,powell,170.0,4.649610061341918e-05,35.222911481868216,9.70877470146186,10.222911481868215,35.222911481868216
LA4002,84-277,powell,180.0,1.6019100687013526e-05,36.78521739538958,9.7510162177552,11.785217395389582,36.78521739538958
LA4002,84-277,powell,190.0,3.8903857445212546e-05,35.00812975091285,9.707244174791962,10.008129750912849,35.00812975091285
LA4002,84-277,powell,200.0,0.22581247564341725,40.815761290038566,12.21675166227378,15.81576129003857,40.815761290038566
LA4002,84-277,powell,210.0,0.22230855157935445,41.942540495257084,12.13276664543522,16.942540495257084,41.942540495257084
LA4002,84-277,powell,220.0,0.23450910999807015,40.79866405268418,12.18198557348188,15.79866405268418,40.79866405268418
LA4002,84-277,powell,230.0,0.23961193307686318,40.7488686294651,12.17416760330018,15.748868629465099,40.7488686294651
LA4002,84-277,powell,240.0,0.250517997252803,40.75512221171033,12.17627224441349,15.755122211710331,40.75512221171033
LA4002,84-277,powell,250.0,0.2439975598428998,42.706195378017156,12.102750977830308,17.706195378017153,42.706195378017156
LA4002,84-277,powell,260.0,0.24449705801389157,55.8795114195665,11.514708293334214,30.879511419566498,55.8795114195665
LA4002,84-277,powell,270.0,0.2519980364341129,40.798270740909516,12.171489440892369,15.798270740909512,40.798270740909516
LA4002,84-277,powell,280.0,0.2379983273551521,40.74476751293309,12.17344611292062,15.74476751293309,40.74476751293309
LA4002,84-277,powell,290.0,0.21999797763921833,57.525853541713225,11.421119478953033,32.525853541713225,57.525853541713225
LA4002,84-277,powell,300.0,0.21299826597751764,56.35713739512986,11.48839706116675,31.35713739512986,56.35713739512986
LA4002,84-277,grid_search,150.0,7.686389786581826e-05,38.43333333333334,10.858333333333333,13.433333333333334,38.43333333333334
LA4002,84-277,grid_search,160.0,3.6901949276753515e-05,38.43333333333334,10.858333333333333,13.433333333333334,38.43333333333334
LA4002,84-277,grid_search,170.0,4.3924251562573e-05,38.43333333333334,10.858333333333333,13.433333333333334,38.43333333333334
LA4002,84-277,grid_search,180.0,4.750859321897669e-05,35.166666666666664,9.7,10.166666666666664,35.166666666666664
LA4002,84-277,grid_search,190.0,1.7710401012503628e-05,38.43333333333334,10.858333333333333,13.433333333333334,38.43333333333334
LA4002,84-277,grid_search,200.0,0.18472998519345582,43.5,13.175,18.5,43.5
LA4002,84-277,grid_search,210.0,0.19631802815834942,60.166666666666664,11.4375,35.166666666666664,60.166666666666664
LA4002,84-277,grid_search,220.0,0.1978074738691614,60.166666666666664,11.4375,35.166666666666664,60.166666666666664
LA4002,84-277,grid_search,230.0,0.24673958361239703,60.166666666666664,11.4375,35.166666666666664,60.166666666666664
LA4002,84-277,grid_search,240.0,0.1895695106408429,60.166666666666664,11.4375,35.166666666666664,60.166666666666664
LA4002,84-277,grid_search,250.0,0.18899728389976844,60.166666666666664,11.4375,35.166666666666664,60.166666666666664
LA4002,84-277,grid_search,260.0,0.2109972560340784,60.166666666666664,11.4375,35.166666666666664,60.166666666666664
LA4002,84-277,grid_search,270.0,0.22299737623520038,60.166666666666664,11.4375,35.166666666666664,60.166666666666664
LA4002,84-277,grid_search,280.0,0.22599759477617615,60.166666666666664,11.4375,35.166666666666664,60.166666666666664
LA4002,84-277,grid_search,290.0,0.20799799640702066,60.166666666666664,11.4375,35.166666666666664,60.166666666666664
LA4002,84-277,grid_search,300.0,0.19999825626429102,60.166666666666664,11.4375,35.166666666666664,60.166666666666664
LA4002,84-277,bayesian,150.0,1.0158737243105475e-05,44.38957425976153,10.143861811721955,19.38957425976153,44.38957425976153
LA4002,84-277,bayesian,160.0,5.612685487153137e-06,44.38957425976153,10.143861811721955,19.38957425976153,44.38957425976153
LA4002,84-277,bayesian,170.0,4.150363384244354e-06,44.38957425976153,10.143861811721955,19.38957425976153,44.38957425976153
LA4002,84-277,bayesian,180.0,2.287645449354985e-06,44.38957425976153,10.143861811721955,19.38957425976153,44.38957425976153
LA4002,84-277,bayesian,190.0,2.1373358120130042e-06,44.38957425976153,10.143861811721955,19.38957425976153,44.38957425976153
LA4002,84-277,bayesian,200.0,0.15446495534554508,46.21835415554335,13.233520392474599,21.21835415554335,46.21835415554335
LA4002,84-277,bayesian,210.0,0.20206953024322855,46.21835382291106,13.233520284307188,21.218353822911062,46.21835382291106
LA4002,84-277,bayesian,220.0,0.1845706642949269,46.218354137309284,13.233520414472489,21.218354137309284,46.218354137309284
LA4002,84-277,bayesian,230.0,0.19693459762568927,46.21835438415424,13.23352039342393,21.21835438415424,46.21835438415424
LA4002,84-277,bayesian,240.0,0.18448216045871607,46.21835433116262,13.233520466913635,21.218354331162622,46.21835433116262
LA4002,84-277,bayesian,250.0,0.20149780990070737,46.21835391338453,13.233520320274236,21.218353913384536,46.21835391338453
LA4002,84-277,bayesian,260.0,0.1914981101743026,46.36800659185779,13.224906094993003,21.368006591857792,46.36800659185779
LA4002,84-277,bayesian,270.0,0.21099811577032834,46.36800022964407,13.224905783454624,21.368000229644068,46.36800022964407
LA4002,84-277,bayesian,280.0,0.19749840356891135,46.367999325764146,13.224906019919327,21.367999325764146,46.367999325764146
LA4002,84-277,bayesian,290.0,0.1874986291472805,46.368002835324575,13.2249059449242,21.368002835324575,46.368002835324575
LA4002,84-277,bayesian,300.0,0.19699870126019448,46.21835459485219,13.233520495521503,21.21835459485219,46.21835459485219
