lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber
36-681,LA4647,differential_evolution,240.0,0.23030787134281866,33.102308398439206,9.846708538359104,13.002308398439204,33.102308398439206
36-681,LA4647,differential_evolution,250.0,0.23699821752545344,32.85786443513972,9.851597448819579,12.757864435139716,32.85786443513972
36-681,LA4647,differential_evolution,260.0,0.2499982975648302,32.88047689681695,9.849165907672255,12.78047689681695,32.88047689681695
36-681,LA4647,dual_annealing,240.0,0.2298075796240413,33.15748557611411,9.836542676724655,13.057485576114114,33.15748557611411
36-681,LA4647,dual_annealing,250.0,0.22649829249120917,32.94530216055125,9.91769914223841,12.845302160551247,32.94530216055125
36-681,LA4647,dual_annealing,260.0,0.23499839839622388,32.91528569200974,9.887410918717848,12.815285692009736,32.91528569200974
36-681,LA4647,nelder_mead,240.0,0.2427072882726349,32.88237233877722,9.849073277998368,12.78237233877722,32.88237233877722
36-681,LA4647,nelder_mead,250.0,0.23899820129144195,32.877162959263686,9.849302348764539,12.777162959263682,32.877162959263686
36-681,LA4647,nelder_mead,260.0,0.24349834311928217,32.87229895758955,9.848289919780655,12.772298957589552,32.87229895758955
36-681,LA4647,powell,240.0,0.22834711279667777,32.89865137881872,9.858891486646286,12.798651378818716,32.89865137881872
36-681,LA4647,powell,250.0,0.23749819797336885,33.11018137010709,10.08335704483499,13.01018137010709,33.11018137010709
36-681,LA4647,powell,260.0,0.24849830863768704,32.886488733710976,9.853542874757334,12.786488733710977,32.886488733710976
36-681,LA4647,grid_search,240.0,0.22051439539050793,38.65625,9.7,18.55625,38.65625
36-681,LA4647,grid_search,250.0,0.20599808743293055,39.85,9.7,19.75,39.85
36-681,LA4647,grid_search,260.0,0.22399811770930408,39.85,9.7,19.75,39.85
