lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber
36-682,LA4021,differential_evolution,200.0,0.19802213673848132,43.32485901163419,10.409766588143846,13.324859011634189,43.32485901163419
36-682,LA4021,differential_evolution,210.0,0.20553530825883354,43.36430832474176,10.390395659938997,13.364308324741756,43.36430832474176
36-682,LA4021,differential_evolution,220.0,0.21147284364431237,43.273651275212465,10.401000283735923,13.273651275212465,43.273651275212465
36-682,LA4021,differential_evolution,230.0,0.229734303647648,43.56463720122075,10.386747675059697,13.564637201220748,43.56463720122075
36-682,LA4021,differential_evolution,240.0,0.21539973922720565,43.35437814501771,10.390391355988747,13.354378145017712,43.35437814501771
36-682,LA4021,differential_evolution,250.0,0.22449784295168695,43.315408925708425,10.390705066541186,13.315408925708425,43.315408925708425
36-682,LA4021,differential_evolution,260.0,0.2094981749891873,43.3657689646256,10.405613306208526,13.365768964625602,43.3657689646256
36-682,LA4021,differential_evolution,270.0,0.23599814318450388,43.307085002486126,10.390194537890789,13.307085002486126,43.307085002486126
36-682,LA4021,differential_evolution,280.0,0.22999836032120438,43.36289015913014,10.402265774348956,13.362890159130139,43.36289015913014
36-682,LA4021,differential_evolution,290.0,0.2289985257990569,43.28959876435743,10.410165257547556,13.289598764357429,43.28959876435743
36-682,LA4021,differential_evolution,300.0,0.22149870669451088,43.371840950477406,10.390212019456015,13.371840950477406,43.371840950477406
36-682,LA4021,dual_annealing,180.0,5.706221803874842e-07,40.7,10.051179869853154,10.7,40.7
36-682,LA4021,dual_annealing,200.0,0.19979174083498807,43.276577979921086,10.411591766934297,13.276577979921083,43.276577979921086
36-682,LA4021,dual_annealing,210.0,0.20601753322160943,43.317965009506295,10.398713119922345,13.317965009506292,43.317965009506295
36-682,LA4021,dual_annealing,220.0,0.21192319609317786,47.11788918908605,10.354630526123735,17.11788918908605,47.11788918908605
36-682,LA4021,dual_annealing,230.0,0.22244610141869745,43.31405072850505,10.401742394292766,13.314050728505048,43.31405072850505
36-682,LA4021,dual_annealing,240.0,0.20304057096053466,43.50201272266568,10.588261296924975,13.502012722665679,43.50201272266568
36-682,LA4021,dual_annealing,250.0,0.2174979040750256,43.35567664437937,10.458998425250556,13.355676644379376,43.35567664437937
36-682,LA4021,dual_annealing,260.0,0.20649819875314862,43.46855149000632,10.531022534836387,13.468551490006316,43.46855149000632
36-682,LA4021,dual_annealing,270.0,0.23149817549936458,43.33904253620401,10.402688338877118,13.339042536204012,43.33904253620401
36-682,LA4021,dual_annealing,280.0,0.24249819735317613,44.97655969643954,10.373952632862586,14.976559696439539,44.97655969643954
36-682,LA4021,dual_annealing,290.0,0.24299840935366995,43.89610903592738,10.38343033484195,13.89610903592738,43.89610903592738
36-682,LA4021,dual_annealing,300.0,0.2389985973600665,43.52308377889632,10.414211112013742,13.523083778896318,43.52308377889632
36-682,LA4021,nelder_mead,180.0,7.14651770355037e-07,39.810885669880506,9.703934554203485,9.810885669880502,39.810885669880506
36-682,LA4021,nelder_mead,200.0,0.19371349873009902,43.78995512663383,10.391154995327843,13.789955126633831,43.78995512663383
36-682,LA4021,nelder_mead,210.0,0.2069456243211345,43.33809023191955,10.393403313750717,13.338090231919555,43.33809023191955
36-682,LA4021,nelder_mead,220.0,0.21574604423162608,43.327581344545095,10.388358889841316,13.327581344545099,43.327581344545095
36-682,LA4021,nelder_mead,230.0,0.2244003711234815,43.27605556434857,10.3917671430172,13.276055564348564,43.27605556434857
36-682,LA4021,nelder_mead,240.0,0.22864601168019194,44.60335385538893,10.377811210283017,14.603353855388931,44.60335385538893
36-682,LA4021,nelder_mead,250.0,0.21849789652028329,43.36271720012752,10.401023878858759,13.362717200127516,43.36271720012752
36-682,LA4021,nelder_mead,260.0,0.23699793671382444,43.32230853621504,10.39382437132215,13.32230853621504,43.32230853621504
