lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber
36-682,LA4002,differential_evolution,150.0,0.000133256437773522,35.7,10.076358725910403,10.7,35.7
36-682,LA4002,differential_evolution,160.0,0.00019760753931182744,35.7,10.590979519674638,10.7,35.7
36-682,LA4002,differential_evolution,170.0,7.507073036734071e-05,35.7,10.542871559554175,10.7,35.7
36-682,LA4002,differential_evolution,180.0,9.473127380931094e-05,35.7,10.076359014568368,10.7,35.7
36-682,LA4002,differential_evolution,190.0,8.827485955725117e-05,35.7,10.076358859137155,10.7,35.7
36-682,LA4002,differential_evolution,200.0,0.21649674811851857,37.54561066708409,9.71997421941163,12.545610667084091,37.54561066708409
36-682,LA4002,differential_evolution,210.0,0.2384207926747686,37.534105709674904,9.706433309582726,12.534105709674904,37.534105709674904
36-682,LA4002,differential_evolution,220.0,0.2243694909135613,37.560580182176395,9.738500234746576,12.560580182176395,37.560580182176395
36-682,LA4002,differential_evolution,230.0,0.24004628729892966,37.58759899328356,9.701908377526472,12.587598993283557,37.58759899328356
36-682,LA4002,differential_evolution,240.0,0.2364114450652244,37.58312431150894,9.70289089530779,12.58312431150894,37.58312431150894
36-682,LA4002,differential_evolution,250.0,0.24349788907816272,37.55331046712479,9.711206991592519,12.553310467124788,37.55331046712479
36-682,LA4002,differential_evolution,260.0,0.22849819788548312,37.54471306728088,9.712508130843975,12.544713067280881,37.54471306728088
36-682,LA4002,differential_evolution,270.0,0.23799828973464543,37.569929483200255,9.700984668947621,12.569929483200255,37.569929483200255
36-682,LA4002,differential_evolution,280.0,0.24199844876462276,37.51501723901363,9.702889850072918,12.51501723901363,37.51501723901363
36-682,LA4002,differential_evolution,290.0,0.24449857512475479,37.53946206104317,9.700764639768984,12.539462061043167,37.53946206104317
36-682,LA4002,differential_evolution,300.0,0.2729985722510061,37.526698076651,9.700758368960253,12.526698076651002,37.526698076651
36-682,LA4002,dual_annealing,150.0,0.00020005667323700504,35.7,9.902998595346753,10.7,35.7
36-682,LA4002,dual_annealing,160.0,0.00014308255442284026,35.7,9.972877491754067,10.7,35.7
36-682,LA4002,dual_annealing,170.0,0.00011279922345792935,35.7,10.170298033053951,10.7,35.7
36-682,LA4002,dual_annealing,180.0,7.888500866753779e-05,35.7,10.041369031650152,10.7,35.7
36-682,LA4002,dual_annealing,190.0,0.00016181280171972373,35.7,9.895468754302573,10.7,35.7
36-682,LA4002,dual_annealing,200.0,0.20559091531327234,37.54910444391277,9.735238592380576,12.549104443912771,37.54910444391277
36-682,LA4002,dual_annealing,210.0,0.2271705245682879,37.535279223119225,9.723078448057136,12.535279223119227,37.535279223119225
36-682,LA4002,dual_annealing,220.0,0.23305630718087417,37.61437197277559,9.797295014878173,12.614371972775588,37.61437197277559
36-682,LA4002,dual_annealing,230.0,0.2386287381569017,37.54071948627005,9.714483772868606,12.540719486270053,37.54071948627005
