lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber
36-681,LA4936,differential_evolution,150.0,0.0002783142962994947,40.8,10.464017825311792,10.7,40.8
36-681,LA4936,differential_evolution,160.0,0.0002630240249790603,40.8,10.0034806875282,10.7,40.8
36-681,LA4936,differential_evolution,170.0,0.00019639016470730558,40.8,10.464019711509568,10.7,40.8
36-681,LA4936,differential_evolution,180.0,0.00021966150401793184,40.8,10.464018936102214,10.7,40.8
36-681,LA4936,differential_evolution,190.0,0.00012420599878563802,40.8,10.43137376139091,10.7,40.8
36-681,LA4936,differential_evolution,200.0,0.20430394340964897,44.06876217776428,11.140561215310905,13.968762177764276,44.06876217776428
36-681,LA4936,differential_evolution,210.0,0.2092904232498915,44.028032051595574,11.127022876629306,13.928032051595572,44.028032051595574
36-681,LA4936,differential_evolution,220.0,0.19839895296106272,44.09688841520138,11.13217021448977,13.996888415201376,44.09688841520138
36-681,LA4936,differential_evolution,230.0,0.2171786939761325,44.09666050175646,11.134259814182089,13.996660501756459,44.09666050175646
36-681,LA4936,differential_evolution,240.0,0.20882763513862698,44.108340463736084,11.20263135422114,14.008340463736083,44.108340463736084
36-681,LA4936,differential_evolution,250.0,0.2034979283419822,44.01989336190009,11.13272424204868,13.919893361900087,44.01989336190009
36-681,LA4936,differential_evolution,260.0,0.21699799393096364,44.02621365286169,11.126958620132152,13.92621365286169,44.02621365286169
36-681,LA4936,differential_evolution,270.0,0.21299820814731119,44.06667384198948,11.175687755284438,13.966673841989476,44.06667384198948
36-681,LA4936,differential_evolution,280.0,0.24099819623480825,44.032940712072374,11.144635012868223,13.932940712072373,44.032940712072374
36-681,LA4936,differential_evolution,290.0,0.21199855240333562,44.02387046804941,11.140448539816665,13.923870468049408,44.02387046804941
36-681,LA4936,differential_evolution,300.0,0.20649872246619827,44.043853343362414,11.126949624098874,13.943853343362413,44.043853343362414
36-681,LA4936,dual_annealing,150.0,0.00030530229567765654,40.8,10.05979527811063,10.7,40.8
36-681,LA4936,dual_annealing,160.0,0.0002521682016991313,40.8,9.769998221516385,10.7,40.8
36-681,LA4936,dual_annealing,170.0,0.0002243538724078691,40.8,10.052854893901648,10.7,40.8
36-681,LA4936,dual_annealing,180.0,0.00020429713679596904,40.8,10.144951834795746,10.7,40.8
36-681,LA4936,dual_annealing,190.0,0.00013913617540252894,40.8,10.32288129500096,10.7,40.8
