lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling
84-283,48-670,60.0,60.0,35.93499987650224,42.092981032671844,102.09298103267184,102.09298103267184,0.149
84-283,49-963,60.0,60.0,35.79251214112604,41.80307465779387,101.80307465779387,101.80307465779387,0.147
84-283,84-283,60.0,60.0,36.16032549224892,42.1901244121438,102.1901244121438,102.1901244121438,0.1355
84-283,LA4022,60.0,60.0,36.035255002435505,42.06228201283328,102.06228201283328,102.06228201283328,0.1345
84-283,LA4464,60.0,60.2,38.691435821669685,44.76379589695652,104.96379589695653,104.96379589695653,0.1305
84-283,36-688,60.0,54.0,35.37116037262849,41.415075848113716,95.41507584811372,95.41507584811372,0.129
84-283,48-273,60.0,38.0,32.67088321713695,38.670827366567934,76.67082736656793,76.67082736656793,0.1145
84-283,84-278,60.0,30.0,28.60105956010872,34.609732810737604,64.6097328107376,64.6097328107376,0.112
84-283,84-280,60.0,60.0,35.75200955421393,41.81949277862249,101.81949277862249,101.81949277862249,0.097
84-283,LA4936,60.0,30.1,28.467252219486163,35.03561105149055,65.13561105149054,65.13561105149054,0.0965
84-283,84-285,60.0,120.0,40.174817082969504,70.72197030040985,190.72197030040985,190.72197030040985,0.094
84-283,49-959,60.0,30.0,29.710805760115957,35.811052863839876,65.81105286383988,65.81105286383988,0.0885
84-283,48-024,60.0,25.0,26.239825979176057,32.23531321691172,57.23531321691172,57.23531321691172,0.088
84-283,84-279,60.0,45.0,33.11214769389303,39.14533036564609,84.14533036564609,84.14533036564609,0.0875
84-283,48-025,60.0,30.0,28.558210441390816,34.55681667356668,64.55681667356669,64.55681667356669,0.086
84-283,LA4002,60.0,25.0,26.285994326331643,32.499029059350704,57.499029059350704,57.499029059350704,0.0835
84-283,84-277,60.0,25.0,26.45524107447637,32.47562646343183,57.47562646343183,57.47562646343183,0.082
84-283,48-279,60.0,175.0,41.82053266561117,97.2,272.2,272.2,0.0805
84-283,LA4021,60.0,30.0,32.639808912279676,38.79210420956777,68.79210420956777,68.79210420956777,0.073
84-283,48-668,60.0,18.0,21.227557436494312,27.545749767367,45.545749767367,45.545749767367,0.072
84-283,LA4042,60.0,60.0,35.64156341141483,41.655039234723844,101.65503923472384,101.65503923472384,0.0715
84-283,LA4647,60.0,20.1,23.178470602340607,29.26181456048517,49.36181456048517,49.36181456048517,0.068
84-283,LA4034,60.0,175.0,41.90305260107395,97.2,272.2,272.2,0.0655
84-283,LA4005,60.0,175.0,42.241777132777045,97.2,272.2,272.2,0.044
