lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling
89-413,LA4194,20.0,20.1,9.73833053192449,19.75,39.85,39.85,0.1085
89-413,45-694,20.0,18.0,9.733996450424938,18.7,36.7,36.7,0.1005
89-413,LA4936,20.0,30.1,9.806147045240433,24.75,54.85,54.85,0.099
89-413,84-277,20.0,25.0,9.717746536039824,22.2,47.2,47.2,0.097
89-413,48-668,20.0,18.0,9.76696989726928,18.7,36.7,36.7,0.0955
89-413,45-692,20.0,18.0,9.700455534389674,18.7,36.7,36.7,0.094
89-413,45-691,20.0,12.0,9.747046222467722,15.7,27.7,27.7,0.0935
89-413,LA4647,20.0,20.1,9.703241504919268,19.75,39.85,39.85,0.0925
89-413,48-024,20.0,25.0,9.778005842492396,22.2,47.2,47.2,0.091
89-413,84-278,20.0,30.0,9.9632170294188,24.7,54.7,54.7,0.089
89-413,49-959,20.0,30.0,10.03055946730624,24.7,54.7,54.7,0.088
89-413,LA4966,20.0,30.1,9.703713191501803,24.75,54.85,54.85,0.088
89-413,36-683,20.0,25.0,9.715037576954165,22.2,47.2,47.2,0.0845
89-413,48-025,20.0,30.0,9.78705663490396,24.7,54.7,54.7,0.0845
89-413,LA4002,20.0,25.0,9.724358919463194,22.2,47.2,47.2,0.084
89-413,48-666,20.0,12.0,9.835484154625995,15.7,27.7,27.7,0.08
89-413,LA4021,20.0,30.0,10.507863588142744,24.7,54.7,54.7,0.08
89-413,48-273,20.0,38.0,10.709006159196278,28.7,66.7,66.7,0.0795
89-413,45-693,20.0,13.5,9.877988976087293,16.45,29.95,29.95,0.079
89-413,49-963,20.0,60.0,11.308301406536403,39.7,99.7,99.7,0.079
89-413,84-279,20.0,45.0,10.837914888265148,32.2,77.2,77.2,0.078
89-412,48-666,15.0,12.0,9.717485833677738,17.144111647887616,29.144111647887616,29.144111647887616,0.0775
89-412,45-694,15.0,18.0,9.715704452854409,18.7,36.7,36.7,0.077
89-412,LA4021,15.0,30.0,9.721587841315504,24.7,54.7,54.7,0.077
89-412,45-693,15.0,13.5,9.79918912411507,16.45,29.95,29.95,0.074
89-412,45-691,15.0,12.0,9.706246474870472,15.871722276050711,27.87172227605071,27.87172227605071,0.0735
89-412,48-668,15.0,18.0,9.700012492337429,18.7,36.7,36.7,0.0735
89-412,84-277,15.0,25.0,9.704960849309098,22.2,47.2,47.2,0.0725
89-412,48-273,15.0,38.0,9.711135654770157,28.7,66.7,66.7,0.071
89-413,LA4022,20.0,60.0,11.371987411847332,39.7,99.7,99.7,0.07
89-413,LA4042,20.0,60.0,11.312551587856001,39.7,99.7,99.7,0.0695
89-413,36-688,20.0,54.0,11.395675862698404,36.7,90.7,90.7,0.069
89-413,84-283,20.0,60.0,11.36225995142778,39.7,99.7,99.7,0.069
89-413,LA4464,20.0,60.2,11.694521900438954,39.8,100.0,100.0,0.069
89-413,LA4280,20.0,10.0,9.721574214397101,14.7,24.7,24.7,0.0685
89-412,LA4647,15.0,20.1,9.727166496658121,19.75,39.85,39.85,0.068
89-413,89-414,20.0,25.0,11.355633261798666,22.2,47.2,47.2,0.068
89-413,48-670,20.0,60.0,11.338947319834581,39.7,99.7,99.7,0.0675
89-413,84-280,20.0,60.0,11.601718515748049,39.7,99.7,99.7,0.067
89-413,84-285,20.0,120.0,12.451382408951389,69.7,189.7,189.7,0.0665
89-413,48-279,20.0,175.0,12.749432266814459,97.2,272.2,272.2,0.066
48-664,70-888,15.0,12.0,9.770921729684257,16.252351341441837,28.252351341441837,28.252351341441837,0.0645
89-412,36-683,15.0,25.0,9.74132012518401,22.2,47.2,47.2,0.064
89-412,48-024,15.0,25.0,9.70727084998355,22.2,47.2,47.2,0.064
48-664,89-411,15.0,10.0,9.717363946990734,14.7,24.7,24.7,0.063
89-412,70-888,15.0,12.0,9.70242773795279,15.944582585061529,27.94458258506153,27.94458258506153,0.063
89-412,45-692,15.0,18.0,9.731987574856257,18.7,36.7,36.7,0.063
89-412,LA4194,15.0,20.1,9.73869748865587,19.75,39.85,39.85,0.063
48-664,45-691,15.0,12.0,9.727485433349532,15.871294563383525,27.871294563383525,27.871294563383525,0.062
89-412,LA4002,15.0,25.0,9.707816938419407,22.398647319255485,47.39864731925549,47.39864731925549,0.062
89-413,LA4005,20.0,175.0,12.7408599863336,97.2,272.2,272.2,0.0615
89-412,49-959,15.0,30.0,9.70765361708538,24.7,54.7,54.7,0.06
89-412,84-278,15.0,30.0,9.70791057915282,25.096380259852758,55.09638025985276,55.09638025985276,0.06
89-413,LA4249,20.0,10.0,9.70231945094842,14.7,24.7,24.7,0.0585
89-413,LA4034,20.0,175.0,12.736100072177006,97.2,272.2,272.2,0.0585
89-412,LA4464,15.0,60.2,9.706569714980297,39.8,100.0,100.0,0.058
89-413,70-888,20.0,12.0,9.77787748730721,15.7,27.7,27.7,0.0575
48-664,89-414,15.0,25.0,9.700067314289338,22.2,47.2,47.2,0.0565
89-412,89-411,15.0,10.0,9.700729100801695,15.77920472626863,25.77920472626863,25.77920472626863,0.056
89-412,LA4936,15.0,30.1,9.720519878610041,24.75,54.85,54.85,0.056
89-412,89-414,15.0,25.0,9.704089120568892,22.2,47.2,47.2,0.0555
89-412,48-025,15.0,30.0,9.700742051899134,24.7,54.7,54.7,0.055
89-412,49-963,15.0,60.0,9.701221169114772,39.7,99.7,99.7,0.051
89-413,89-411,20.0,10.0,10.017048012623736,14.7,24.7,24.7,0.05
89-412,LA4966,15.0,30.1,9.707909148710074,24.75,54.85,54.85,0.0495
48-664,LA4249,15.0,10.0,9.793568606367106,14.7,24.7,24.7,0.0485
89-412,84-283,15.0,60.0,9.713669426225987,39.7,99.7,99.7,0.0465
89-412,LA4280,15.0,10.0,10.081638349513899,14.7,24.7,24.7,0.046
89-412,LA4249,15.0,10.0,9.732593707608821,14.7,24.7,24.7,0.0455
89-412,84-279,15.0,45.0,9.72984381576076,32.2,77.2,77.2,0.0415
89-412,84-280,15.0,60.0,9.700081875876979,39.7,99.7,99.7,0.0405
89-412,LA4022,15.0,60.0,9.710617235207868,39.7,99.7,99.7,0.0405
89-412,70-886,15.0,8.0,9.725265544150638,13.7,21.7,21.7,0.04
89-413,70-886,20.0,8.0,10.373942601848889,13.7,21.7,21.7,0.0375
89-412,LA4042,15.0,60.0,9.701541576601171,39.7,99.7,99.7,0.037
89-412,36-688,15.0,54.0,9.704805755467007,36.7,90.7,90.7,0.0365
89-412,48-670,15.0,60.0,9.70144792951287,39.7,99.7,99.7,0.034
48-664,70-886,15.0,8.0,9.82771206349401,13.7,21.7,21.7,0.027
89-413,70-884,20.0,6.0,10.109257506497848,12.7,18.7,18.7,0.026
89-412,84-285,15.0,120.0,9.723308365825218,69.7,189.7,189.7,0.025
48-664,70-884,15.0,6.0,9.749083756401365,12.7,18.7,18.7,0.0225
89-413,LA4036,20.0,6.0,9.783661830512173,12.7,18.7,18.7,0.021
48-664,LA4036,15.0,6.0,9.84881233607618,12.731050850364765,18.731050850364767,18.731050850364767,0.0195
89-412,LA4034,15.0,175.0,9.781012479770505,97.2,272.2,272.2,0.019
89-412,70-884,15.0,6.0,9.804596379874699,13.311576951991293,19.31157695199129,19.31157695199129,0.0185
48-664,LA4026,15.0,6.0,9.763407205880073,12.7,18.7,18.7,0.017
89-412,LA4026,15.0,6.0,9.705889822735086,12.7,18.7,18.7,0.0165
89-413,LA4026,20.0,6.0,10.070561024990187,12.7,18.7,18.7,0.0165
48-664,70-883,15.0,6.0,9.722820048491645,12.7,18.7,18.7,0.015
89-412,LA4036,15.0,6.0,9.735463875744603,12.7,18.7,18.7,0.0135
89-413,70-883,20.0,6.0,10.325298278792593,12.7,18.7,18.7,0.012
89-413,70-882,20.0,4.0,9.764689270973738,11.7,15.7,15.7,0.0115
89-412,70-883,15.0,6.0,9.896021714684824,12.7,18.7,18.7,0.0115
89-412,LA4024,15.0,4.0,9.878368010775388,11.7,15.7,15.7,0.01
89-413,LA4024,20.0,4.0,9.73134926479775,11.7,15.7,15.7,0.01
48-664,70-882,15.0,4.0,9.894419886554303,11.947380361179773,15.947380361179773,15.947380361179773,0.009
89-412,70-882,15.0,4.0,9.76437056912398,11.7,15.7,15.7,0.008
48-664,LA4024,15.0,4.0,9.737539453735174,11.7,15.7,15.7,0.004
89-412,48-279,15.0,175.0,11.204934055012888,97.2,272.2,272.2,0.0015
89-412,LA4005,15.0,175.0,20.35830526778118,97.2,272.2,272.2,0.0005
