lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling
45-693,48-666,13.5,12.0,9.71515163137911,13.228777463083995,25.228777463083993,25.228777463083993,0.073
45-693,LA4001,13.5,15.0,9.786262108988293,13.311838733462325,28.311838733462324,28.311838733462324,0.0615
45-693,89-411,13.5,10.0,9.70229258457824,14.070676725936597,24.070676725936597,24.070676725936597,0.053
45-693,70-888,13.5,12.0,9.761058835132063,13.299575695587459,25.299575695587457,25.299575695587457,0.049
45-693,45-690,13.5,9.0,9.774168631501922,13.29752728156582,22.29752728156582,22.29752728156582,0.0465
45-693,45-693,13.5,13.5,9.730728104424273,13.347524048033685,26.847524048033684,26.847524048033684,0.0455
45-693,45-694,13.5,18.0,9.74098303362098,13.259080725799418,31.259080725799418,31.259080725799418,0.0445
45-693,LA4647,13.5,20.1,9.716796094500237,13.228234407691145,33.32823440769115,33.32823440769115,0.0435
45-693,LA4249,13.5,10.0,9.760236612624922,13.383592073189686,23.383592073189686,23.383592073189686,0.043
45-693,LA4280,13.5,10.0,9.886881025413823,13.431651575823643,23.431651575823643,23.431651575823643,0.0415
45-693,LA4039,13.5,9.0,9.715928058740241,13.34587378231842,22.34587378231842,22.34587378231842,0.041
45-693,48-664,13.5,15.0,9.729083664772027,13.311838692769063,28.311838692769065,28.311838692769065,0.041
45-693,70-885,13.5,9.0,9.768847073989551,13.279736488412608,22.27973648841261,22.27973648841261,0.0385
48-666,LA4001,12.0,15.0,9.724769253158163,14.27472921093306,29.27472921093306,29.27472921093306,0.0385
45-693,LA4917,13.5,15.1,9.712159309623619,13.293103054914951,28.393103054914953,28.393103054914953,0.0375
45-693,LA4002,13.5,25.0,9.782779090905917,13.344579936026216,38.344579936026214,38.344579936026214,0.0355
45-693,45-691,13.5,12.0,9.716796094500237,13.221286093809054,25.221286093809056,25.221286093809056,0.035
45-693,48-668,13.5,18.0,9.914745111287225,13.456635508596518,31.45663550859652,31.45663550859652,0.035
45-693,45-692,13.5,18.0,9.701332908249352,13.488852836045856,31.488852836045858,31.488852836045858,0.035
45-693,48-024,13.5,25.0,9.70844121865786,13.344579936026216,38.344579936026214,38.344579936026214,0.035
45-693,36-682,13.5,20.0,9.702292597689102,13.271228643099928,33.27122864309993,33.27122864309993,0.0345
45-693,89-412,13.5,15.0,9.760236612624922,13.31183869277024,28.311838692770237,28.311838692770237,0.033
48-666,48-666,12.0,12.0,9.710643153472052,14.301626038424946,26.301626038424946,26.301626038424946,0.0315
45-693,LA4194,13.5,20.1,9.708441218620518,13.32987079739983,33.42987079739983,33.42987079739983,0.0315
45-693,36-679,13.5,21.0,9.841796079481751,13.47590486313012,34.47590486313012,34.47590486313012,0.0315
45-693,89-413,13.5,20.0,9.7618810387634,13.262539703129791,33.26253970312979,33.26253970312979,0.03
45-693,70-886,13.5,8.0,9.782779086903375,13.36555813312042,21.36555813312042,21.36555813312042,0.0295
48-666,45-691,12.0,12.0,9.714902540810671,14.306148161559294,26.306148161559292,26.306148161559292,0.029
45-693,84-277,13.5,25.0,9.702885718454786,13.294853720280008,38.29485372028001,38.29485372028001,0.0275
45-693,48-025,13.5,30.0,9.72250586543902,13.252130821929534,43.25213082192953,43.25213082192953,0.0275
45-693,48-665,13.5,24.0,9.704805077355685,13.253907349212154,37.253907349212156,37.253907349212156,0.0265
48-666,LA4917,12.0,15.1,9.717997366792106,14.248831166559583,29.348831166559584,29.348831166559584,0.024
45-693,89-414,13.5,25.0,9.737694131121906,13.434749872435269,38.43474987243527,38.43474987243527,0.024
45-693,36-681,13.5,22.0,9.799606717927476,13.299844979896118,35.29984497989612,35.29984497989612,0.0235
48-666,LA4280,12.0,10.0,9.814745112424497,14.315870443126336,24.315870443126336,24.315870443126336,0.023
45-693,45-695,13.5,27.0,9.702885718454786,14.172014598324074,41.172014598324076,41.172014598324076,0.023
45-693,LA4966,13.5,30.1,9.799539996808662,13.552573835333678,43.65257383533368,43.65257383533368,0.022
48-666,48-668,12.0,18.0,9.887694114314124,14.464032439805624,32.46403243980562,32.46403243980562,0.0215
45-693,84-278,13.5,30.0,9.764911399392604,13.265913301131661,43.26591330113166,43.26591330113166,0.0215
45-693,LA4036,13.5,6.0,9.734405213027038,13.257354194443055,19.257354194443053,19.257354194443053,0.021
48-666,48-664,12.0,15.0,9.704065345379052,14.291083316684626,29.291083316684627,29.291083316684627,0.02
45-693,36-683,13.5,25.0,9.717184307511186,13.339702464954142,38.339702464954144,38.339702464954144,0.02
45-693,LA4936,13.5,30.1,9.796797658423802,13.298674883494266,43.398674883494266,43.398674883494266,0.0185
45-693,36-680,13.5,36.0,9.810643143948898,13.31545690560388,49.31545690560388,49.31545690560388,0.0185
48-666,48-665,12.0,24.0,9.700206254587181,14.872577700212643,38.872577700212645,38.872577700212645,0.018
45-693,LA4130,13.5,40.1,9.86966014605661,13.377062442040234,53.477062442040236,53.477062442040236,0.018
45-693,48-669,13.5,36.0,9.734405213567005,13.289877889093875,49.28987788909387,49.28987788909387,0.0175
48-666,45-693,12.0,13.5,9.786881055805383,14.310743431989465,27.810743431989465,27.810743431989465,0.0165
48-666,36-679,12.0,21.0,9.702226793278198,14.21398967333694,35.21398967333694,35.21398967333694,0.0165
45-693,48-026,13.5,40.0,9.737694136574907,13.28835230603633,53.28835230603633,53.28835230603633,0.0165
48-666,45-694,12.0,18.0,9.813100660503368,14.313109413091848,32.31310941309185,32.31310941309185,0.016
48-666,LA4647,12.0,20.1,9.941389551142864,14.54948981569116,34.64948981569116,34.64948981569116,0.016
48-666,36-681,12.0,22.0,9.771692801139448,14.336975327432409,36.33697532743241,36.33697532743241,0.016
45-693,LA4003,13.5,35.0,9.720581381812162,13.220944814126256,48.220944814126256,48.220944814126256,0.0155
45-693,48-667,13.5,36.0,9.717960695138403,13.24228044500872,49.24228044500872,49.24228044500872,0.0155
45-693,70-884,13.5,6.0,9.734405213027038,13.257354194443055,19.257354194443053,19.257354194443053,0.015
48-666,LA4194,12.0,20.1,9.756116325222637,14.286134461174115,34.386134461174116,34.386134461174116,0.015
45-693,LA4026,13.5,6.0,9.704805077355685,13.252329196555488,19.252329196555486,19.252329196555486,0.0145
45-693,48-027,13.5,50.0,9.777754108726972,13.459687871889756,63.459687871889756,63.459687871889756,0.0145
48-666,84-277,12.0,25.0,9.814745099740216,14.317021914324558,39.317021914324556,39.317021914324556,0.0135
45-693,84-280,13.5,60.0,9.855728116433601,13.569621544740269,73.56962154474027,73.56962154474027,0.0135
45-694,70-883,18.0,6.0,9.868847120412724,13.371783029553077,19.37178302955308,19.37178302955308,0.013
45-693,84-279,13.5,45.0,9.723762103943738,13.231205078083207,58.23120507808321,58.23120507808321,0.0125
48-666,LA4002,12.0,25.0,9.83196602847581,14.332830519238147,39.33283051923814,39.33283051923814,0.012
48-666,48-024,12.0,25.0,9.932779090789424,14.436435639764653,39.43643563976465,39.43643563976465,0.012
48-666,36-682,12.0,20.0,9.783592147530433,14.286245129946874,34.28624512994688,34.28624512994688,0.011
45-693,LA4765,13.5,50.2,9.788778196257983,13.336334501559843,63.53633450155985,63.53633450155985,0.011
48-666,36-683,12.0,25.0,9.724575167328371,14.229784526572244,39.229784526572246,39.229784526572246,0.0105
45-694,70-882,18.0,4.0,9.949150352719476,14.74915038748421,18.74915038748421,18.74915038748421,0.0095
48-666,45-692,12.0,18.0,9.901626135904955,14.501625918583475,32.50162591858347,32.50162591858347,0.0095
48-666,45-695,12.0,27.0,9.762694118523612,14.26330843668286,41.26330843668286,41.26330843668286,0.0095
