lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling
48-668,LA4021,18.0,30.0,9.71951894214252,14.080707398679811,44.08070739867981,44.08070739867981,0.2045
48-668,84-280,18.0,60.0,10.101803276722368,14.575338170255584,74.57533817025558,74.57533817025558,0.1925
48-668,49-963,18.0,60.0,11.089822679047524,11.464529065393187,71.46452906539318,71.46452906539318,0.186
48-668,48-024,18.0,25.0,9.72923088966043,14.042063240617523,39.04206324061752,39.04206324061752,0.183
48-668,48-273,18.0,38.0,9.742499138903066,14.125347158285939,52.12534715828594,52.12534715828594,0.1775
48-668,84-285,18.0,120.0,10.77042393430425,10.897170480084046,130.89717048008404,130.89717048008404,0.1745
48-668,LA4647,18.0,20.1,9.708057288972645,13.927754585553458,34.02775458555346,34.02775458555346,0.173
48-668,84-278,18.0,30.0,9.71764307178658,13.972957489855087,43.97295748985509,43.97295748985509,0.172
48-668,48-668,18.0,18.0,9.73087647484641,13.730911266762046,31.730911266762046,31.730911266762046,0.171
48-668,LA4966,18.0,30.1,9.713082286860212,14.166127698434508,44.26612769843451,44.26612769843451,0.1685
48-668,LA4002,18.0,25.0,9.713082286860212,14.02054983592383,39.02054983592383,39.02054983592383,0.167
48-668,49-959,18.0,30.0,9.703458578176962,13.99053760295457,43.99053760295457,43.99053760295457,0.166
48-668,LA4936,18.0,30.1,9.700005553543908,13.94632109437455,44.04632109437455,44.04632109437455,0.1655
48-668,84-277,18.0,25.0,9.71887661788741,14.020550010788053,39.02055001078806,39.02055001078806,0.165
48-668,36-683,18.0,25.0,9.742499138903066,13.925946024502611,38.92594602450261,38.92594602450261,0.1635
48-668,45-694,18.0,18.0,9.73436856183337,13.741921758865209,31.74192175886521,31.74192175886521,0.1625
48-668,48-025,18.0,30.0,9.716260238940945,14.080707439363069,44.08070743936307,44.08070743936307,0.162
48-668,36-688,18.0,54.0,9.914385092854925,17.51909680831885,71.51909680831885,71.51909680831885,0.162
LA4001,84-280,15.0,60.0,9.748743754930869,9.92609277676874,69.92609277676874,69.92609277676874,0.1605
LA4001,36-688,15.0,54.0,9.703178943924533,10.586448842437532,64.58644884243753,64.58644884243753,0.157
48-668,84-279,18.0,45.0,9.707780104327203,14.175993442319148,59.17599344231915,59.17599344231915,0.1555
48-668,48-670,18.0,60.0,10.119494235181941,14.527718942385588,74.52771894238559,74.52771894238559,0.1525
48-668,LA4194,18.0,20.1,9.719840532631329,13.779274705468035,33.879274705468035,33.879274705468035,0.1515
48-668,LA4464,18.0,60.2,10.322781904093254,14.945995333006337,75.14599533300634,75.14599533300634,0.1515
LA4001,LA4042,15.0,60.0,9.711051463290293,10.188997459592558,70.18899745959256,70.18899745959256,0.151
LA4001,49-963,15.0,60.0,9.709756751482056,9.900191248006598,69.90019124800659,69.90019124800659,0.1495
48-668,LA4022,18.0,60.0,10.122442425035672,14.783613586429906,74.78361358642991,74.78361358642991,0.1425
48-668,84-283,18.0,60.0,10.135108242524646,14.708058836689483,74.70805883668949,74.70805883668949,0.136
LA4001,84-279,15.0,45.0,9.836881034273008,11.046665172327911,56.04666517232791,56.04666517232791,0.132
48-668,LA4034,18.0,175.0,11.11184103362264,11.25175004857822,186.25175004857823,186.25175004857823,0.124
LA4001,84-283,15.0,60.0,13.633108784804561,17.550169614820884,77.55016961482089,77.55016961482089,0.1215
48-668,LA4042,18.0,60.0,10.200167958341568,10.37408250412445,70.37408250412444,70.37408250412444,0.1185
48-668,45-692,18.0,18.0,9.702439147804332,13.710635273148647,31.710635273148647,31.710635273148647,0.1125
LA4001,48-670,15.0,60.0,9.72949015006958,14.02953098903195,74.02953098903195,74.02953098903195,0.112
LA4001,84-285,15.0,120.0,9.713689427950715,9.852185547598953,129.85218554759896,129.85218554759896,0.106
48-668,45-693,18.0,13.5,9.72211145119079,13.801625837186952,27.301625837186954,27.301625837186954,0.096
48-668,89-414,18.0,25.0,9.713082302407475,13.810396963411252,38.81039696341125,38.81039696341125,0.095
48-668,48-279,18.0,175.0,11.929275857104987,12.046719791994738,187.04671979199475,187.04671979199475,0.094
LA4001,48-279,15.0,175.0,9.704198946422947,9.838860910772581,184.83886091077258,184.83886091077258,0.0925
LA4001,48-668,15.0,18.0,9.717887367631024,16.671561719639605,34.671561719639605,34.671561719639605,0.0855
LA4001,LA4034,15.0,175.0,9.738008994243923,9.842868219822106,184.8428682198221,184.8428682198221,0.083
LA4001,48-273,15.0,38.0,9.703178943924533,15.886450831136273,53.88645083113627,53.88645083113627,0.0825
LA4001,45-691,15.0,12.0,9.716334559575056,15.911976518580387,27.91197651858039,27.91197651858039,0.0815
48-668,48-666,18.0,12.0,9.91408726341381,13.939098567379894,25.939098567379894,25.939098567379894,0.081
LA4001,LA4005,15.0,175.0,9.735588139280345,9.850980790662543,184.85098079066253,184.85098079066253,0.081
48-668,45-691,18.0,12.0,9.736491090668258,13.731262209354101,25.7312622093541,25.7312622093541,0.0805
LA4001,45-693,15.0,13.5,9.780098135922106,16.456123992284425,29.956123992284425,29.956123992284425,0.079
LA4001,84-277,15.0,25.0,9.82206830911242,16.95589478681989,41.95589478681989,41.95589478681989,0.079
LA4001,LA4647,15.0,20.1,9.710769517888465,16.417843352348964,36.51784335234896,36.51784335234896,0.0785
LA4001,LA4022,15.0,60.0,9.710914127320708,9.88833796784712,69.88833796784712,69.88833796784712,0.0785
LA4001,48-666,15.0,12.0,10.11145617522558,17.296401197207498,29.296401197207498,29.296401197207498,0.077
LA4001,45-694,15.0,18.0,9.715268616784568,15.787709799627974,33.787709799627976,33.787709799627976,0.072
LA4001,49-959,15.0,30.0,10.136199845913325,17.116498342324917,47.11649834232492,47.11649834232492,0.072
