lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling
49-961,84-278,40.0,30.0,20.474134058728335,24.968750487949514,54.968750487949514,54.968750487949514,0.1895
49-961,48-273,40.0,38.0,22.56030694143528,27.07910530278955,65.07910530278954,65.07910530278954,0.188
49-961,84-279,40.0,45.0,22.764708828614943,27.73139837568447,72.73139837568448,72.73139837568448,0.1855
49-961,LA4936,40.0,30.1,20.455603623933055,24.951388825389373,55.051388825389374,55.051388825389374,0.182
49-961,49-959,40.0,30.0,20.9922223070593,25.495275194601366,55.49527519460136,55.49527519460136,0.172
49-961,LA4022,40.0,60.0,23.52057748890489,78.08657925161175,138.08657925161174,138.08657925161174,0.169
49-961,84-280,40.0,60.0,23.509280030373066,67.97160947978507,127.97160947978507,127.97160947978507,0.162
36-688,36-688,54.0,54.0,31.73096955941918,35.23725578343697,89.23725578343698,89.23725578343698,0.1615
49-961,LA4002,40.0,25.0,19.195430543860745,23.749614039113474,48.749614039113474,48.749614039113474,0.1555
49-963,36-688,60.0,54.0,34.95374367940651,38.495880971146306,92.4958809711463,92.4958809711463,0.153
36-688,84-283,54.0,60.0,32.828323403316176,36.48403821372636,96.48403821372636,96.48403821372636,0.1515
49-961,LA4464,40.0,60.2,25.63500532480768,30.584499942972958,90.78449994297296,90.78449994297296,0.147
49-961,49-963,40.0,60.0,24.2853060758985,30.175434848494305,90.1754348484943,90.1754348484943,0.1465
49-961,36-688,40.0,54.0,23.761141588426586,28.570319819201693,82.5703198192017,82.5703198192017,0.146
49-961,48-670,40.0,60.0,24.17168616368174,37.491865343064006,97.491865343064,97.491865343064,0.145
49-961,84-283,40.0,60.0,24.40208845911293,29.34778336391996,89.34778336391996,89.34778336391996,0.1435
36-688,49-963,54.0,60.0,32.47600354540017,36.19895127181481,96.19895127181482,96.19895127181482,0.1425
49-961,48-024,40.0,25.0,19.182288682484682,23.805037320604523,48.80503732060453,48.80503732060453,0.141
49-961,LA4042,40.0,60.0,24.158643938315077,29.33499510492047,89.33499510492047,89.33499510492047,0.1405
36-688,LA4464,54.0,60.2,34.890182870045265,38.5677198854437,98.76771988544371,98.76771988544371,0.1395
49-961,LA4021,40.0,30.0,22.340487288069077,29.442399782037217,59.442399782037214,59.442399782037214,0.135
36-688,48-670,54.0,60.0,32.62952593983915,36.42094434872839,96.4209443487284,96.4209443487284,0.134
49-963,LA4022,60.0,60.0,36.114121395743716,39.81719256484628,99.81719256484628,99.81719256484628,0.1335
49-961,84-277,40.0,25.0,19.557078604465513,24.355718121243335,49.355718121243335,49.355718121243335,0.13
36-688,48-273,54.0,38.0,30.031931540014106,33.53615282370681,71.5361528237068,71.5361528237068,0.129
49-961,48-025,40.0,30.0,20.55978364770681,25.05973213651744,55.05973213651744,55.05973213651744,0.1285
36-688,84-278,54.0,30.0,26.4267119869468,30.006386402732698,60.0063864027327,60.0063864027327,0.124
49-963,48-273,60.0,38.0,32.885542540297685,36.387425820228714,74.38742582022871,74.38742582022871,0.1215
49-963,48-670,60.0,60.0,36.058318744228735,39.58456957277291,99.5845695727729,99.5845695727729,0.1165
36-688,84-279,54.0,45.0,29.35209951851192,51.57298718298271,96.5729871829827,96.5729871829827,0.1115
49-961,36-683,40.0,25.0,19.559960286281825,24.06638064682206,49.06638064682206,49.06638064682206,0.1105
36-688,84-280,54.0,60.0,32.37349609514404,40.495815230752136,100.49581523075213,100.49581523075213,0.1095
49-961,LA4647,40.0,20.1,17.056811048916593,25.26004949477303,45.36004949477303,45.36004949477303,0.109
49-961,45-694,40.0,18.0,15.48762864454373,22.557014640533744,40.557014640533744,40.557014640533744,0.108
36-688,49-959,54.0,30.0,27.51954346605805,31.058403229813464,61.058403229813464,61.058403229813464,0.1065
49-963,LA4936,60.0,30.1,29.03214043194455,32.53619422666244,62.63619422666244,62.63619422666244,0.105
49-961,84-285,40.0,120.0,26.832340386419414,32.65886729370713,152.65886729370715,152.65886729370715,0.1015
49-963,84-280,60.0,60.0,35.78196757158255,39.28935039923996,99.28935039923996,99.28935039923996,0.099
49-961,LA4034,40.0,175.0,29.347524085076735,29.452038688770383,204.4520386887704,204.4520386887704,0.0975
49-963,84-279,60.0,45.0,32.57520070961856,46.9995790857109,91.9995790857109,91.9995790857109,0.095
49-963,49-959,60.0,30.0,29.84939716627583,33.348669753998045,63.348669753998045,63.348669753998045,0.0925
49-961,48-668,40.0,18.0,15.313170487909629,27.247612947299487,45.24761294729949,45.24761294729949,0.09
36-688,84-277,54.0,25.0,24.36575596458955,30.47985867476229,55.47985867476229,55.47985867476229,0.089
49-963,84-277,60.0,25.0,26.09381732953843,34.227240165437266,59.227240165437266,59.227240165437266,0.086
36-688,LA4022,54.0,60.0,35.368155961945995,39.36692999142449,99.36692999142448,99.36692999142448,0.081
36-688,LA4021,54.0,30.0,29.690599748439894,37.16347077208783,67.16347077208783,67.16347077208783,0.0805
49-963,45-694,60.0,18.0,20.883156174482487,24.36650991742867,42.36650991742867,42.36650991742867,0.073
49-963,48-279,60.0,175.0,42.029892309193535,46.67233458636361,221.6723345863636,221.6723345863636,0.068
49-963,LA4042,60.0,60.0,36.055727934140734,39.68494409687045,99.68494409687045,99.68494409687045,0.0675
49-963,48-024,60.0,25.0,25.273746189625896,36.60373793845086,61.60373793845086,61.60373793845086,0.065
49-963,45-691,60.0,12.0,9.730312690710091,20.85679333913163,32.85679333913163,32.85679333913163,0.0625
36-688,LA4034,54.0,175.0,37.853328271773535,42.497998152919706,217.4979981529197,217.4979981529197,0.0615
36-688,48-279,54.0,175.0,37.91693891285699,42.358030412507524,217.35803041250753,217.35803041250753,0.059
49-963,LA4005,60.0,175.0,42.248268483784244,46.53250252208674,221.53250252208673,221.53250252208673,0.0565
49-961,45-692,40.0,18.0,15.390227824478648,19.88618324382413,37.886183243824135,37.886183243824135,0.0555
49-961,LA4966,40.0,30.1,19.949337735409102,24.78377984403586,54.88377984403586,54.88377984403586,0.043
49-961,48-279,40.0,175.0,28.937694056065187,29.070072679161647,204.07007267916165,204.07007267916165,0.04
49-963,LA4194,60.0,20.1,21.23966000665809,27.32084018592903,47.42084018592903,47.42084018592903,0.036
49-961,LA4005,40.0,175.0,28.60071162351474,28.72254853503059,203.7225485350306,203.7225485350306,0.032
49-961,45-693,40.0,13.5,30.140873052424432,34.64034718026887,48.14034718026887,48.14034718026887,0.016
49-961,48-666,40.0,12.0,28.29179606952947,33.45572783718694,45.45572783718694,45.45572783718694,0.0145
49-963,48-025,60.0,30.0,50.0,53.51617642607531,83.5161764260753,83.5161764260753,0.0075
49-961,89-414,40.0,25.0,9.842688545889757,10.72931425977805,35.72931425977805,35.72931425977805,0.007
49-963,45-693,60.0,13.5,48.673762075468,52.581134555450504,66.0811345554505,66.0811345554505,0.006
49-963,48-666,60.0,12.0,50.0,53.826691925843015,65.82669192584302,65.82669192584302,0.0055
49-961,LA4194,40.0,20.1,9.757355869209183,10.13449365903891,30.23449365903891,30.23449365903891,0.005
