lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber,orientation,medium
LA4021,36-687,differential_evolution,150.0,5.758374299322569e-06,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,160.0,3.2647985020931795e-06,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,170.0,1.9237548621311064e-06,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,180.0,1.1343091946355563e-06,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,190.0,9.268240613322168e-07,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,200.0,0.3474090162202796,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,210.0,0.3696277125200597,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,220.0,0.386260639500587,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,230.0,0.3976543008087629,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,240.0,0.4044488788912037,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,250.0,0.4109947065479793,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,260.0,0.4109952102837488,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,270.0,0.4109956660832228,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,280.0,0.4109960785080541,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,290.0,0.4109964516858121,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,differential_evolution,300.0,0.4109967893512892,31.9418605670445,10.957636891607436,21.98542504607311,57.9418605670445,SfccfF,air
LA4021,36-687,dual_annealing,150.0,5.72286370294906e-06,31.862711455817653,10.984866427619176,21.989864022565747,57.86271145581765,SfccfF,air
LA4021,36-687,dual_annealing,160.0,3.216864347198801e-06,31.862711455817653,10.984866427619176,21.989864022565747,57.86271145581765,SfccfF,air
LA4021,36-687,dual_annealing,170.0,1.8661368825340396e-06,31.862711455817653,10.984866427619176,21.989864022565747,57.86271145581765,SfccfF,air
LA4021,36-687,dual_annealing,180.0,1.124148613623292e-06,31.862711455817653,10.984866427619176,21.989864022565747,57.86271145581765,SfccfF,air
LA4021,36-687,dual_annealing,190.0,9.257112917830472e-07,31.862711455817653,10.984866427619176,21.989864022565747,57.86271145581765,SfccfF,air
LA4021,36-687,dual_annealing,200.0,0.3365288616869719,31.862711455817653,10.984866427619176,21.989864022565747,57.86271145581765,SfccfF,air
LA4021,36-687,dual_annealing,210.0,0.3580091518585387,31.862711455817653,10.984866427619176,21.989864022565747,57.86271145581765,SfccfF,air
LA4021,36-687,dual_annealing,220.0,0.3740876785855481,31.862711455817653,10.984866427619176,21.989864022565747,57.86271145581765,SfccfF,air
LA4021,36-687,dual_annealing,230.0,0.3851008025102923,31.862711455817653,10.984866427619176,21.989864022565747,57.86271145581765,SfccfF,air
