lens1,lens2,method,coupling,total_len_mm,z_l1,z_l2,z_fiber,f1_mm,f2_mm,orientation,time_seconds
84-282,LA4022,differential_evolution,0.29369,66.34172002177392,27.01629974845769,34.71727820808384,92.34172002177392,50.0,60.0,SfccfF,2.772578477859497
84-282,LA4022,powell,0.29326,66.17748649698672,27.00155264491953,34.515545560324625,92.17748649698672,50.0,60.0,SfccfF,0.4432206153869629
84-282,LA4022,nelder_mead,0.28595,66.22932291784622,27.000019177692543,34.507157688458804,92.22932291784622,50.0,60.0,SfccfF,0.4636049270629883
84-282,LA4022,dual_annealing,0.283155,66.11140004841268,27.037055823835544,34.53706720442336,92.11140004841268,50.0,60.0,SfccfF,10.999552726745604
84-282,LA4022,grid_search,0.27133,68.05968147152277,27.0,35.837500000000006,94.05968147152277,50.0,60.0,SfccfF,0.5078659057617188
