z_l1,z_l2,z_fiber,coupling,lens1,lens2,f1_mm,f2_mm,total_len_mm
19.131249999999998,30.58333333333333,55.58333333333333,0.11,36-690,36-683,40.0,25.0,55.58333333333333
26.466666666666665,56.46666666666667,116.46666666666667,0.11,36-690,49-963,40.0,60.0,116.46666666666667
22.275,53.08333333333333,83.08333333333333,0.107,36-690,49-959,40.0,30.0,83.08333333333333
15.987499999999997,28.133333333333333,48.233333333333334,0.106,36-690,LA4194,40.0,20.1,48.233333333333334
25.466666666666665,95.69999999999999,155.89999999999998,0.106,48-273,LA4464,38.0,60.2,155.89999999999998
17.583333333333332,27.633333333333333,47.733333333333334,0.102,48-273,LA4647,38.0,20.1,47.733333333333334
15.612499999999997,23.58333333333333,41.58333333333333,0.1,48-273,48-668,38.0,18.0,41.58333333333333
26.466666666666665,376.4666666666667,551.4666666666667,0.097,36-690,48-279,40.0,175.0,551.4666666666667
18.083333333333332,27.083333333333332,45.08333333333333,0.096,36-690,45-692,40.0,18.0,45.08333333333333
15.612499999999997,23.58333333333333,41.58333333333333,0.095,48-273,45-692,38.0,18.0,41.58333333333333
15.612499999999997,23.58333333333333,41.58333333333333,0.094,48-273,45-694,38.0,18.0,41.58333333333333
18.083333333333332,28.133333333333333,48.233333333333334,0.094,36-690,LA4647,40.0,20.1,48.233333333333334
25.46666666666667,317.1333333333333,492.1333333333333,0.094,48-273,LA4034,38.0,175.0,492.1333333333333
11.670833333333333,20.950000000000003,34.45,0.092,48-273,45-693,38.0,13.5,34.45
15.987499999999997,24.08333333333333,42.08333333333333,0.092,36-690,45-694,40.0,18.0,42.08333333333333
19.131249999999998,30.583333333333332,55.58333333333333,0.092,36-690,89-414,40.0,25.0,55.58333333333333
9.7,17.7,29.7,0.091,48-273,45-691,38.0,12.0,29.7
9.7,17.7,29.7,0.09,48-273,70-888,38.0,12.0,29.7
25.466666666666665,287.9666666666667,462.9666666666667,0.09,48-273,48-279,38.0,175.0,462.9666666666667
26.466666666666665,376.4666666666667,551.4666666666667,0.086,36-690,LA4005,40.0,175.0,551.4666666666667
9.7,19.7,31.7,0.082,36-690,70-888,40.0,12.0,31.7
15.987499999999997,27.08333333333333,45.08333333333333,0.077,36-690,48-668,40.0,18.0,45.08333333333333
11.795833333333333,23.200000000000003,36.7,0.075,36-690,45-693,40.0,13.5,36.7
9.7,23.700000000000003,35.7,0.074,36-690,48-666,40.0,12.0,35.7
25.46666666666667,287.9666666666667,462.9666666666667,0.073,48-273,LA4005,38.0,175.0,462.9666666666667
9.7,19.7,31.7,0.068,48-670,70-888,60.0,12.0,31.7
9.7,19.700000000000003,31.700000000000003,0.068,36-690,45-691,40.0,12.0,31.700000000000003
9.7,18.03333333333333,28.03333333333333,0.064,36-690,LA4249,40.0,10.0,28.03333333333333
9.7,18.03333333333333,28.03333333333333,0.06,36-690,LA4280,40.0,10.0,28.03333333333333
9.7,18.03333333333333,28.03333333333333,0.06,48-273,LA4249,38.0,10.0,28.03333333333333
9.7,18.03333333333333,28.03333333333333,0.058,48-273,89-411,38.0,10.0,28.03333333333333
11.670833333333333,19.700000000000003,31.700000000000003,0.056,48-273,48-666,38.0,12.0,31.700000000000003
9.7,18.03333333333333,28.03333333333333,0.054,36-690,89-411,40.0,10.0,28.03333333333333
9.7,18.03333333333333,28.03333333333333,0.054,48-273,LA4280,38.0,10.0,28.03333333333333
9.7,15.033333333333335,23.033333333333335,0.041,48-670,70-886,60.0,8.0,23.033333333333335
9.7,19.03333333333333,27.03333333333333,0.036,48-273,70-886,38.0,8.0,27.03333333333333
9.7,17.7,25.7,0.033,36-690,70-886,40.0,8.0,25.7
9.7,14.7,20.7,0.031,48-670,LA4026,60.0,6.0,20.7
9.7,14.7,20.7,0.029,48-670,LA4036,60.0,6.0,20.7
9.7,17.7,23.7,0.026,36-690,70-883,40.0,6.0,23.7
9.7,18.7,24.7,0.024,48-273,LA4026,38.0,6.0,24.7
9.7,14.7,20.7,0.022,48-670,70-883,60.0,6.0,20.7
9.7,17.7,23.7,0.022,36-690,LA4036,40.0,6.0,23.7
9.7,18.7,24.7,0.022,48-273,LA4036,38.0,6.0,24.7
9.7,14.7,20.7,0.019,48-670,70-884,60.0,6.0,20.7
9.7,18.7,24.7,0.016,36-690,LA4026,40.0,6.0,24.7
9.7,18.7,24.7,0.016,36-690,70-884,40.0,6.0,24.7
9.7,18.7,24.7,0.014,48-273,70-883,38.0,6.0,24.7
9.7,18.7,24.7,0.014,48-273,70-884,38.0,6.0,24.7
9.7,18.366666666666667,22.366666666666667,0.008,36-690,70-882,40.0,4.0,22.366666666666667
9.7,14.366666666666665,18.366666666666667,0.007,48-670,70-882,60.0,4.0,18.366666666666667
9.7,17.03333333333333,21.03333333333333,0.006,48-273,70-882,38.0,4.0,21.03333333333333
9.7,17.03333333333333,21.03333333333333,0.006,48-273,LA4024,38.0,4.0,21.03333333333333
9.7,14.366666666666665,18.366666666666667,0.004,48-670,LA4024,60.0,4.0,18.366666666666667
9.7,11.7,15.7,0.0,36-690,LA4024,40.0,4.0,15.7
