z_l1,z_l2,z_fiber,coupling,lens1,lens2,f1_mm,f2_mm,total_len_mm
19.131249999999998,358.0833333333333,478.0833333333333,0.207,49-961,84-285,40.0,120.0,478.0833333333333
22.275,118.08333333333334,178.08333333333334,0.179,49-961,LA4042,40.0,60.0,178.08333333333334
22.275,39.13333333333333,77.13333333333333,0.177,49-961,48-273,40.0,38.0,77.13333333333333
22.275,128.08333333333334,188.08333333333334,0.171,49-961,LA4022,40.0,60.0,188.08333333333334
22.275,128.08333333333334,188.08333333333334,0.17,49-961,48-670,40.0,60.0,188.08333333333334
22.275,117.08333333333334,171.08333333333334,0.166,49-961,36-688,40.0,54.0,171.08333333333334
22.275,118.08333333333334,178.08333333333334,0.165,49-961,49-963,40.0,60.0,178.08333333333334
22.275,138.08333333333334,198.08333333333334,0.164,49-961,84-283,40.0,60.0,198.08333333333334
33.46666666666667,163.9,224.10000000000002,0.162,36-688,LA4464,54.0,60.2,224.10000000000002
19.131249999999998,26.416666666666664,51.416666666666664,0.156,49-961,LA4002,40.0,25.0,51.416666666666664
19.131249999999998,26.416666666666664,51.416666666666664,0.152,49-961,36-683,40.0,25.0,51.416666666666664
22.275,118.08333333333334,178.08333333333334,0.152,49-961,84-280,40.0,60.0,178.08333333333334
27.525000000000002,558.4666666666667,733.4666666666667,0.148,36-688,LA4034,54.0,175.0,733.4666666666667
22.275,85.58333333333334,130.58333333333334,0.143,49-961,84-279,40.0,45.0,130.58333333333334
19.131249999999998,26.416666666666664,51.416666666666664,0.137,49-961,48-024,40.0,25.0,51.416666666666664
19.131249999999998,26.416666666666664,51.416666666666664,0.135,49-961,84-277,40.0,25.0,51.416666666666664
36.46666666666667,46.46666666666667,106.46666666666667,0.133,49-963,LA4022,60.0,60.0,106.46666666666667
19.131249999999998,38.150000000000006,68.25,0.132,49-961,LA4966,40.0,30.1,68.25
36.46666666666667,46.46666666666667,106.46666666666667,0.13,49-963,84-280,60.0,60.0,106.46666666666667
22.275,33.08333333333333,63.08333333333333,0.129,49-961,84-278,40.0,30.0,63.08333333333333
33.46666666666667,43.46666666666667,103.46666666666667,0.129,36-688,84-283,54.0,60.0,103.46666666666667
19.131249999999998,43.16666666666667,73.26666666666668,0.127,49-961,LA4936,40.0,30.1,73.26666666666668
36.46666666666667,46.46666666666667,106.46666666666667,0.127,49-963,LA4042,60.0,60.0,106.46666666666667
22.275,36.46666666666667,66.46666666666667,0.124,49-961,LA4021,40.0,30.0,66.46666666666667
33.46666666666667,293.4666666666667,413.4666666666667,0.123,36-688,84-285,54.0,120.0,413.4666666666667
36.46666666666667,66.46666666666667,126.46666666666667,0.122,49-963,49-963,60.0,60.0,126.46666666666667
22.275,31.46666666666667,61.46666666666667,0.121,49-961,49-959,40.0,30.0,61.46666666666667
27.525000000000002,78.46666666666667,123.46666666666667,0.121,36-688,84-279,54.0,45.0,123.46666666666667
36.46666666666667,561.4666666666667,736.4666666666667,0.12,49-963,48-279,60.0,175.0,736.4666666666667
18.083333333333332,522.3,697.3,0.118,49-961,LA4034,40.0,175.0,697.3
15.987499999999997,21.083333333333332,39.08333333333333,0.116,49-961,45-692,40.0,18.0,39.08333333333333
15.987499999999997,24.78333333333333,44.88333333333333,0.115,49-961,LA4194,40.0,20.1,44.88333333333333
19.131249999999998,48.08333333333333,78.08333333333333,0.113,49-961,48-025,40.0,30.0,78.08333333333333
18.083333333333332,30.583333333333332,55.58333333333333,0.112,49-961,89-414,40.0,25.0,55.58333333333333
36.46666666666667,46.46666666666667,106.46666666666667,0.11,49-963,48-670,60.0,60.0,106.46666666666667
33.46666666666667,60.46666666666667,114.46666666666667,0.11,36-688,36-688,54.0,54.0,114.46666666666667
33.46666666666667,63.46666666666667,123.46666666666667,0.11,36-688,84-280,54.0,60.0,123.46666666666667
19.131249999999998,24.78333333333333,44.88333333333333,0.108,49-961,LA4647,40.0,20.1,44.88333333333333
33.46666666666667,558.4666666666667,733.4666666666667,0.108,36-688,48-279,54.0,175.0,733.4666666666667
36.46666666666667,45.46666666666667,99.46666666666667,0.107,49-963,36-688,60.0,54.0,99.46666666666667
27.525000000000002,33.46666666666667,63.46666666666667,0.106,36-688,49-959,54.0,30.0,63.46666666666667
26.466666666666665,56.56666666666666,116.76666666666667,0.106,49-961,LA4464,40.0,60.2,116.76666666666667
33.46666666666667,63.46666666666667,123.46666666666667,0.106,36-688,48-670,54.0,60.0,123.46666666666667
26.466666666666665,405.6333333333333,580.6333333333333,0.106,49-961,LA4005,40.0,175.0,580.6333333333333
15.987499999999997,21.083333333333332,39.08333333333333,0.104,49-961,45-694,40.0,18.0,39.08333333333333
33.46666666666667,63.46666666666667,123.46666666666667,0.104,36-688,LA4022,54.0,60.0,123.46666666666667
33.46666666666667,39.8,77.8,0.102,36-688,48-273,54.0,38.0,77.8
33.46666666666667,63.46666666666667,123.46666666666667,0.102,36-688,49-963,54.0,60.0,123.46666666666667
29.774999999999995,38.13333333333334,68.23333333333335,0.094,49-963,LA4966,60.0,30.1,68.23333333333335
24.756249999999994,39.75,64.75,0.09,49-963,LA4002,60.0,25.0,64.75
29.775000000000002,36.46666666666667,66.46666666666667,0.09,49-963,49-959,60.0,30.0,66.46666666666667
29.775000000000002,88.96666666666667,133.96666666666667,0.09,49-963,84-279,60.0,45.0,133.96666666666667
15.987499999999997,24.08333333333333,42.08333333333333,0.088,49-961,48-668,40.0,18.0,42.08333333333333
26.466666666666665,405.6333333333333,580.6333333333333,0.088,49-961,48-279,40.0,175.0,580.6333333333333
24.756249999999994,39.75,64.75,0.087,49-963,48-024,60.0,25.0,64.75
24.756249999999994,39.74999999999999,64.75,0.083,49-963,36-683,60.0,25.0,64.75
9.7,14.7,24.7,0.082,49-961,LA4280,40.0,10.0,24.7
9.7,19.7,31.7,0.082,49-961,70-888,40.0,12.0,31.7
9.7,19.7,31.7,0.08,49-963,70-888,60.0,12.0,31.7
13.891666666666666,18.700000000000003,32.2,0.079,49-961,45-693,40.0,13.5,32.2
33.46666666666667,38.46666666666667,68.46666666666667,0.079,36-688,LA4021,54.0,30.0,68.46666666666667
29.774999999999995,48.16666666666667,78.26666666666668,0.079,49-963,LA4936,60.0,30.1,78.26666666666668
9.7,19.7,31.7,0.078,49-961,45-691,40.0,12.0,31.7
23.068749999999994,42.416666666666664,67.41666666666666,0.078,36-688,84-277,54.0,25.0,67.41666666666666
9.7,15.583333333333332,25.583333333333332,0.077,49-961,LA4249,40.0,10.0,25.583333333333332
9.7,15.583333333333332,25.583333333333332,0.076,49-961,89-411,40.0,10.0,25.583333333333332
11.795833333333333,19.700000000000003,31.700000000000003,0.075,49-961,48-666,40.0,12.0,31.700000000000003
13.045833333333333,17.700000000000003,29.700000000000003,0.071,49-963,45-691,60.0,12.0,29.700000000000003
9.7,16.366666666666664,26.366666666666664,0.069,49-963,LA4280,60.0,10.0,26.366666666666664
16.391666666666666,20.950000000000003,34.45,0.068,49-963,45-693,60.0,13.5,34.45
19.737499999999997,26.08333333333333,44.08333333333333,0.068,49-963,45-692,60.0,18.0,44.08333333333333
27.524999999999995,46.58333333333333,76.58333333333333,0.068,36-688,84-278,54.0,30.0,76.58333333333333
9.7,16.366666666666664,26.366666666666664,0.065,49-963,LA4249,60.0,10.0,26.366666666666664
9.7,14.7,24.7,0.064,49-963,89-411,60.0,10.0,24.7
36.46666666666667,55.46666666666667,93.46666666666667,0.064,49-963,48-273,60.0,38.0,93.46666666666667
29.774999999999995,48.08333333333333,78.08333333333333,0.063,49-963,84-278,60.0,30.0,78.08333333333333
9.7,13.2625,21.2625,0.062,49-963,70-886,60.0,8.0,21.2625
24.756249999999994,31.416666666666664,56.416666666666664,0.062,49-963,89-414,60.0,25.0,56.416666666666664
24.756249999999994,29.78333333333333,49.88333333333333,0.061,49-963,LA4647,60.0,20.1,49.88333333333333
29.774999999999995,48.08333333333333,78.08333333333333,0.061,49-963,48-025,60.0,30.0,78.08333333333333
19.737499999999997,33.13333333333333,53.233333333333334,0.06,49-963,LA4194,60.0,20.1,53.233333333333334
36.46666666666667,51.46666666666667,81.46666666666667,0.06,49-963,LA4021,60.0,30.0,81.46666666666667
19.737499999999997,32.08333333333333,50.08333333333333,0.057,49-963,48-668,60.0,18.0,50.08333333333333
23.083333333333332,52.25,77.25,0.056,49-963,84-277,60.0,25.0,77.25
43.15833333333333,123.96666666666665,298.96666666666664,0.055,49-963,LA4005,60.0,175.0,298.96666666666664
19.737499999999997,29.08333333333333,47.08333333333333,0.054,49-963,45-694,60.0,18.0,47.08333333333333
9.7,15.033333333333335,23.033333333333335,0.049,49-961,70-886,40.0,8.0,23.033333333333335
13.045833333333333,23.700000000000003,35.7,0.044,49-963,48-666,60.0,12.0,35.7
9.7,14.7,20.7,0.028,49-961,70-884,40.0,6.0,20.7
9.7,14.7,20.7,0.027,49-961,70-883,40.0,6.0,20.7
9.7,14.7,20.7,0.024,49-961,LA4036,40.0,6.0,20.7
9.7,13.7,19.7,0.023,49-963,LA4026,60.0,6.0,19.7
9.7,14.7,20.7,0.022,49-961,LA4026,40.0,6.0,20.7
9.7,14.7,20.7,0.022,49-963,70-883,60.0,6.0,20.7
9.7,13.7,19.7,0.021,49-963,LA4036,60.0,6.0,19.7
9.7,14.7,20.7,0.018,49-963,70-884,60.0,6.0,20.7
9.7,13.7,17.7,0.011,49-963,LA4024,60.0,4.0,17.7
9.7,13.7,17.7,0.01,49-963,70-882,60.0,4.0,17.7
9.7,14.366666666666665,18.366666666666667,0.01,49-961,LA4024,40.0,4.0,18.366666666666667
9.7,14.366666666666665,18.366666666666667,0.006,49-961,70-882,40.0,4.0,18.366666666666667
