z_l1,z_l2,z_fiber,coupling,lens1,lens2,f1_mm,f2_mm,total_len_mm
9.7,94.7,124.7,0.296,89-413,LA4021,20.0,30.0,124.7
9.7,92.03333333333333,130.03333333333333,0.29,89-413,48-273,20.0,38.0,130.03333333333333
9.7,13.433333333333334,38.43333333333334,0.276,89-413,84-277,20.0,25.0,38.43333333333334
9.7,34.7,64.7,0.276,89-413,48-025,20.0,30.0,64.7
9.7,44.7,74.7,0.276,89-413,49-959,20.0,30.0,74.7
9.7,99.69999999999999,144.7,0.266,89-413,84-279,20.0,45.0,144.7
9.7,34.7,64.7,0.262,89-413,84-278,20.0,30.0,64.7
9.7,169.7,229.7,0.261,89-413,49-963,20.0,60.0,229.7
9.7,189.7,249.7,0.258,89-413,84-283,20.0,60.0,249.7
9.7,179.7,239.7,0.255,89-413,LA4022,20.0,60.0,239.7
9.7,169.7,229.7,0.252,89-413,LA4042,20.0,60.0,229.7
9.7,29.766666666666662,59.86666666666666,0.251,89-413,LA4936,20.0,30.1,59.86666666666666
9.7,144.7,198.7,0.251,89-413,36-688,20.0,54.0,198.7
9.7,22.2,47.2,0.25,89-413,36-683,20.0,25.0,47.2
9.7,22.2,47.2,0.25,89-413,48-024,20.0,25.0,47.2
9.7,24.75,54.85,0.25,89-413,LA4966,20.0,30.1,54.85
9.7,179.7,239.7,0.25,89-413,48-670,20.0,60.0,239.7
9.7,169.7,229.7,0.246,89-413,84-280,20.0,60.0,229.7
9.7,22.2,47.2,0.24,89-413,89-414,20.0,25.0,47.2
9.7,13.433333333333334,38.43333333333334,0.231,89-413,LA4002,20.0,25.0,38.43333333333334
9.7,12.71875,32.81875,0.225,89-413,LA4194,20.0,20.1,32.81875
9.7,12.71875,32.81875,0.22,89-413,LA4647,20.0,20.1,32.81875
9.7,12.412499999999998,30.412499999999998,0.216,89-413,48-668,20.0,18.0,30.412499999999998
9.7,12.412499999999998,30.412499999999998,0.194,89-413,45-694,20.0,18.0,30.412499999999998
9.7,12.412499999999998,30.412499999999998,0.182,89-413,45-692,20.0,18.0,30.412499999999998
9.7,47.7,59.7,0.148,89-412,48-666,15.0,12.0,59.7
9.7,16.45,29.95,0.138,89-413,45-693,20.0,13.5,29.95
9.7,45.7,57.7,0.123,89-412,45-691,15.0,12.0,57.7
10.96875,203.71666666666667,263.9166666666667,0.122,89-413,LA4464,20.0,60.2,263.9166666666667
9.7,52.45,65.95,0.121,89-412,45-693,15.0,13.5,65.95
9.7,54.7,72.7,0.11,89-412,48-668,15.0,18.0,72.7
9.7,47.7,59.7,0.107,48-664,70-888,15.0,12.0,59.7
9.7,66.7,84.7,0.105,89-412,45-694,15.0,18.0,84.7
12.237499999999999,392.25,567.25,0.103,89-413,48-279,20.0,175.0,567.25
10.233333333333333,41.366666666666674,51.366666666666674,0.102,48-664,LA4249,15.0,10.0,51.366666666666674
10.233333333333333,41.366666666666674,51.366666666666674,0.098,89-412,LA4249,15.0,10.0,51.366666666666674
9.7,88.86666666666667,113.86666666666667,0.098,89-412,84-277,15.0,25.0,113.86666666666667
9.7,15.7,27.7,0.096,89-413,45-691,20.0,12.0,27.7
9.7,99.7,129.7,0.096,89-412,49-959,15.0,30.0,129.7
9.7,73.35000000000001,93.45000000000002,0.094,89-412,LA4647,15.0,20.1,93.45000000000002
9.7,72.2,97.2,0.094,89-412,48-024,15.0,25.0,97.2
10.233333333333333,38.03333333333334,48.03333333333334,0.093,89-412,89-411,15.0,10.0,48.03333333333334
9.7,47.7,59.7,0.093,89-412,70-888,15.0,12.0,59.7
9.7,11.5375,23.5375,0.092,89-413,70-888,20.0,12.0,23.5375
12.237499999999999,392.25,567.25,0.091,89-413,LA4005,20.0,175.0,567.25
12.237499999999999,117.26249999999997,237.2625,0.089,89-413,84-285,20.0,120.0,237.2625
9.7,11.5375,23.5375,0.088,89-413,48-666,20.0,12.0,23.5375
9.7,31.36666666666667,41.366666666666674,0.088,89-412,LA4280,15.0,10.0,41.366666666666674
9.7,73.35000000000001,93.45000000000002,0.088,89-412,LA4194,15.0,20.1,93.45000000000002
9.7,45.7,57.7,0.087,48-664,45-691,15.0,12.0,57.7
9.7,72.2,97.2,0.086,89-412,LA4002,15.0,25.0,97.2
9.7,74.7,104.7,0.082,89-412,LA4021,15.0,30.0,104.7
9.7,66.7,84.7,0.081,89-412,45-692,15.0,18.0,84.7
9.7,72.2,97.2,0.078,89-412,36-683,15.0,25.0,97.2
9.7,130.03333333333333,168.03333333333333,0.078,89-412,48-273,15.0,38.0,168.03333333333333
9.7,72.2,97.2,0.076,48-664,89-414,15.0,25.0,97.2
9.7,28.033333333333335,38.03333333333333,0.072,48-664,89-411,15.0,10.0,38.03333333333333
9.7,14.7,24.7,0.07,89-413,LA4249,20.0,10.0,24.7
9.7,76.36666666666667,101.36666666666667,0.07,89-412,89-414,15.0,25.0,101.36666666666667
9.7,105.01666666666667,135.11666666666667,0.069,89-412,LA4966,15.0,30.1,135.11666666666667
9.7,144.7,198.7,0.068,89-412,36-688,15.0,54.0,198.7
12.237499999999999,392.25,567.25,0.068,89-413,LA4034,20.0,175.0,567.25
9.7,14.7,24.7,0.066,89-413,89-411,20.0,10.0,24.7
9.7,74.7,104.7,0.066,89-412,84-278,15.0,30.0,104.7
9.7,44.81666666666666,74.91666666666666,0.065,89-412,LA4936,15.0,30.1,74.91666666666666
9.7,84.7,114.7,0.064,89-412,48-025,15.0,30.0,114.7
9.7,100.0,160.2,0.06,89-412,LA4464,15.0,60.2,160.2
9.7,199.7,259.7,0.06,89-412,49-963,15.0,60.0,259.7
9.7,159.7,219.7,0.058,89-412,LA4042,15.0,60.0,219.7
9.7,13.7,21.7,0.056,89-413,70-886,20.0,8.0,21.7
9.7,159.7,219.7,0.056,89-412,84-280,15.0,60.0,219.7
9.7,11.245833333333332,21.24583333333333,0.055,89-413,LA4280,20.0,10.0,21.24583333333333
9.7,129.7,174.7,0.055,89-412,84-279,15.0,45.0,174.7
9.7,189.7,249.7,0.054,89-412,48-670,15.0,60.0,249.7
9.7,139.7,199.7,0.052,89-412,84-283,15.0,60.0,199.7
9.7,199.7,259.7,0.049,89-412,LA4022,15.0,60.0,259.7
9.7,13.7,21.7,0.048,48-664,70-886,15.0,8.0,21.7
12.899999999999999,35.03333333333333,43.03333333333333,0.048,89-412,70-886,15.0,8.0,43.03333333333333
9.7,369.7,489.7,0.043,89-412,84-285,15.0,120.0,489.7
9.7,563.8666666666667,738.8666666666667,0.037,89-412,48-279,15.0,175.0,738.8666666666667
9.7,11.524999999999999,17.525,0.036,89-413,LA4026,20.0,6.0,17.525
9.7,188.35833333333335,363.35833333333335,0.034,89-412,LA4005,15.0,175.0,363.35833333333335
9.7,447.20000000000005,622.2,0.034,89-412,LA4034,15.0,175.0,622.2
9.7,16.7,22.7,0.028,48-664,70-884,15.0,6.0,22.7
9.7,12.7,18.7,0.026,89-412,LA4026,15.0,6.0,18.7
9.7,20.7,26.7,0.026,48-664,LA4036,15.0,6.0,26.7
9.7,11.524999999999999,17.525,0.025,89-413,LA4036,20.0,6.0,17.525
9.7,20.7,26.7,0.025,89-412,LA4036,15.0,6.0,26.7
9.7,12.7,18.7,0.024,89-412,70-884,15.0,6.0,18.7
9.7,12.7,18.7,0.024,89-413,70-884,20.0,6.0,18.7
9.7,15.837499999999999,21.8375,0.023,48-664,LA4026,15.0,6.0,21.8375
9.7,12.3875,18.3875,0.022,48-664,70-883,15.0,6.0,18.3875
9.7,11.524999999999999,17.525,0.021,89-413,70-883,20.0,6.0,17.525
9.7,12.7,18.7,0.02,89-412,70-883,15.0,6.0,18.7
9.7,11.7,15.7,0.014,48-664,70-882,15.0,4.0,15.7
9.7,11.5125,15.5125,0.013,89-413,LA4024,20.0,4.0,15.5125
9.7,12.083333333333332,16.083333333333332,0.011,48-664,LA4024,15.0,4.0,16.083333333333332
9.7,11.5125,15.5125,0.009,89-412,70-882,15.0,4.0,15.5125
9.7,11.7,15.7,0.008,89-412,LA4024,15.0,4.0,15.7
9.7,11.7,15.7,0.006,89-413,70-882,20.0,4.0,15.7
