z_l1,z_l2,z_fiber,coupling,lens1,lens2,f1_mm,f2_mm,total_len_mm
29.775000000000002,503.1333333333333,678.1333333333333,0.155,84-283,LA4034,60.0,175.0,678.1333333333333
36.46666666666667,316.4666666666667,436.4666666666667,0.139,84-283,84-285,60.0,120.0,436.4666666666667
36.46666666666667,66.46666666666667,126.46666666666667,0.134,84-283,84-280,60.0,60.0,126.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.132,84-283,48-670,60.0,60.0,106.46666666666667
36.46666666666667,561.4666666666667,736.4666666666667,0.123,84-283,48-279,60.0,175.0,736.4666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.122,84-283,49-963,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.118,84-283,LA4022,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.117,84-283,LA4042,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.117,84-283,84-283,60.0,60.0,106.46666666666667
36.46666666666667,45.46666666666667,99.46666666666667,0.111,84-283,36-688,60.0,54.0,99.46666666666667
36.46666666666667,58.96666666666667,103.96666666666667,0.104,84-283,84-279,60.0,45.0,103.96666666666667
36.46666666666667,116.73333333333332,176.93333333333334,0.104,84-283,LA4464,60.0,60.2,176.93333333333334
29.775000000000002,36.46666666666667,66.46666666666667,0.098,84-283,49-959,60.0,30.0,66.46666666666667
24.756249999999994,43.916666666666664,68.91666666666666,0.087,84-283,84-277,60.0,25.0,68.91666666666666
36.46666666666667,55.46666666666667,93.46666666666667,0.084,84-283,48-273,60.0,38.0,93.46666666666667
23.083333333333332,52.25,77.25,0.074,84-283,48-024,60.0,25.0,77.25
29.774999999999995,48.16666666666667,78.26666666666668,0.073,84-283,LA4936,60.0,30.1,78.26666666666668
23.083333333333332,52.25,77.25,0.072,84-283,LA4002,60.0,25.0,77.25
29.774999999999995,48.08333333333333,78.08333333333333,0.068,84-283,84-278,60.0,30.0,78.08333333333333
23.083333333333332,32.08333333333333,50.08333333333333,0.062,84-283,48-668,60.0,18.0,50.08333333333333
23.083333333333332,68.08333333333333,98.08333333333333,0.056,84-283,48-025,60.0,30.0,98.08333333333333
23.083333333333332,33.13333333333333,53.233333333333334,0.054,84-283,LA4647,60.0,20.1,53.233333333333334
36.46666666666667,46.46666666666667,76.46666666666667,0.051,84-283,LA4021,60.0,30.0,76.46666666666667
36.46666666666667,182.3,357.3,0.04,84-283,LA4005,60.0,175.0,357.3
