z_l1,z_l2,z_fiber,coupling,lens1,lens2,f1_mm,f2_mm,total_len_mm
29.775000000000002,503.1333333333333,678.1333333333333,0.165,84-280,LA4034,60.0,175.0,678.1333333333333
29.775000000000002,503.1333333333333,678.1333333333333,0.154,LA4042,LA4034,60.0,175.0,678.1333333333333
36.46666666666667,46.46666666666667,106.46666666666667,0.147,84-280,49-963,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.144,LA4042,84-280,60.0,60.0,106.46666666666667
36.46666666666667,561.4666666666667,736.4666666666667,0.139,LA4042,48-279,60.0,175.0,736.4666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.135,LA4042,84-283,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.132,84-280,84-283,60.0,60.0,106.46666666666667
36.46666666666667,316.4666666666667,436.4666666666667,0.131,LA4042,84-285,60.0,120.0,436.4666666666667
36.46666666666667,66.46666666666667,126.46666666666667,0.13,84-280,84-280,60.0,60.0,126.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.128,LA4042,LA4042,60.0,60.0,106.46666666666667
36.46666666666667,66.46666666666667,126.46666666666667,0.128,LA4042,LA4022,60.0,60.0,126.46666666666667
36.46666666666667,316.4666666666667,436.4666666666667,0.125,84-280,84-285,60.0,120.0,436.4666666666667
36.46666666666667,66.46666666666667,126.46666666666667,0.122,LA4042,48-670,60.0,60.0,126.46666666666667
36.46666666666667,45.46666666666667,99.46666666666667,0.121,84-280,36-688,60.0,54.0,99.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.121,84-280,48-670,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.12,84-280,LA4042,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.117,LA4042,49-963,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.117,84-280,LA4022,60.0,60.0,106.46666666666667
36.46666666666667,45.46666666666667,99.46666666666667,0.114,LA4042,36-688,60.0,54.0,99.46666666666667
36.46666666666667,561.4666666666667,736.4666666666667,0.114,84-280,48-279,60.0,175.0,736.4666666666667
33.46666666666667,63.46666666666667,123.46666666666667,0.11,36-688,LA4042,54.0,60.0,123.46666666666667
29.775000000000002,36.46666666666667,66.46666666666667,0.106,84-280,49-959,60.0,30.0,66.46666666666667
36.46666666666667,55.46666666666667,93.46666666666667,0.106,LA4042,48-273,60.0,38.0,93.46666666666667
36.46666666666667,186.96666666666664,247.16666666666663,0.104,84-280,LA4464,60.0,60.2,247.16666666666663
36.46666666666667,186.96666666666667,247.16666666666669,0.1,LA4042,LA4464,60.0,60.2,247.16666666666669
23.068749999999994,34.08333333333333,59.08333333333333,0.095,36-688,36-683,54.0,25.0,59.08333333333333
36.46666666666667,42.8,80.8,0.094,84-280,48-273,60.0,38.0,80.8
29.775000000000002,36.46666666666667,66.46666666666667,0.093,LA4042,49-959,60.0,30.0,66.46666666666667
29.775000000000002,88.96666666666667,133.96666666666667,0.093,84-280,84-279,60.0,45.0,133.96666666666667
29.775000000000002,81.46666666666667,126.46666666666667,0.091,LA4042,84-279,60.0,45.0,126.46666666666667
27.524999999999995,46.58333333333333,76.58333333333333,0.087,36-688,48-025,54.0,30.0,76.58333333333333
29.774999999999995,48.16666666666667,78.26666666666668,0.085,LA4042,LA4936,60.0,30.1,78.26666666666668
9.7,19.7,31.7,0.084,84-280,70-888,60.0,12.0,31.7
18.612499999999997,24.583333333333332,42.58333333333333,0.084,36-688,45-692,54.0,18.0,42.58333333333333
27.524999999999995,46.66666666666667,76.76666666666668,0.084,36-688,LA4936,54.0,30.1,76.76666666666668
29.774999999999995,38.13333333333334,68.23333333333335,0.083,84-280,LA4966,60.0,30.1,68.23333333333335
23.083333333333332,43.916666666666664,68.91666666666666,0.082,84-280,36-683,60.0,25.0,68.91666666666666
29.774999999999995,48.08333333333333,78.08333333333333,0.082,84-280,84-278,60.0,30.0,78.08333333333333
12.670833333333333,17.7,29.7,0.08,36-688,70-888,54.0,12.0,29.7
23.068749999999994,38.25,63.25,0.08,36-688,48-024,54.0,25.0,63.25
23.068749999999994,38.25,63.25,0.08,36-688,LA4002,54.0,25.0,63.25
29.774999999999995,48.16666666666667,78.26666666666668,0.08,84-280,LA4936,60.0,30.1,78.26666666666668
9.7,14.1375,24.1375,0.079,36-688,89-411,54.0,10.0,24.1375
27.524999999999995,46.66666666666667,76.76666666666668,0.078,36-688,LA4966,54.0,30.1,76.76666666666668
29.774999999999995,48.08333333333333,78.08333333333333,0.078,LA4042,48-025,60.0,30.0,78.08333333333333
24.756249999999994,39.75,64.75,0.077,84-280,LA4002,60.0,25.0,64.75
29.774999999999995,48.08333333333333,78.08333333333333,0.077,LA4042,84-278,60.0,30.0,78.08333333333333
24.756249999999994,35.58333333333333,60.58333333333333,0.076,LA4042,36-683,60.0,25.0,60.58333333333333
18.612499999999997,31.633333333333333,51.733333333333334,0.075,36-688,LA4194,54.0,20.1,51.733333333333334
9.7,15.583333333333332,25.583333333333332,0.071,84-280,89-411,60.0,10.0,25.583333333333332
16.391666666666666,20.950000000000003,34.45,0.071,LA4042,45-693,60.0,13.5,34.45
19.737499999999997,26.08333333333333,44.08333333333333,0.071,84-280,45-692,60.0,18.0,44.08333333333333
23.068749999999994,29.916666666666664,54.916666666666664,0.071,36-688,89-414,54.0,25.0,54.916666666666664
23.083333333333332,52.25,77.25,0.07,LA4042,LA4002,60.0,25.0,77.25
9.7,14.7,24.7,0.068,36-688,LA4249,54.0,10.0,24.7
15.641666666666666,20.950000000000003,34.45,0.068,36-688,45-693,54.0,13.5,34.45
21.583333333333332,31.633333333333333,51.733333333333334,0.068,36-688,LA4647,54.0,20.1,51.733333333333334
23.083333333333332,52.25,77.25,0.068,LA4042,48-024,60.0,25.0,77.25
24.756249999999994,29.78333333333333,49.88333333333333,0.067,LA4042,LA4647,60.0,20.1,49.88333333333333
36.46666666666667,41.46666666666667,71.46666666666667,0.067,LA4042,LA4021,60.0,30.0,71.46666666666667
12.670833333333333,17.7,29.7,0.066,36-688,45-691,54.0,12.0,29.7
13.045833333333333,17.700000000000003,29.700000000000003,0.066,84-280,45-691,60.0,12.0,29.700000000000003
24.756249999999994,39.75,64.75,0.066,84-280,48-024,60.0,25.0,64.75
9.7,18.03333333333333,28.03333333333333,0.064,36-688,LA4280,54.0,10.0,28.03333333333333
19.737499999999997,29.08333333333333,47.08333333333333,0.064,84-280,45-694,60.0,18.0,47.08333333333333
23.083333333333332,33.13333333333333,53.233333333333334,0.064,84-280,LA4194,60.0,20.1,53.233333333333334
29.774999999999995,48.08333333333333,78.08333333333333,0.064,84-280,48-025,60.0,30.0,78.08333333333333
19.737499999999997,32.08333333333333,50.08333333333333,0.063,84-280,48-668,60.0,18.0,50.08333333333333
9.7,18.03333333333333,28.03333333333333,0.062,84-280,LA4280,60.0,10.0,28.03333333333333
16.391666666666666,20.950000000000003,34.45,0.062,84-280,45-693,60.0,13.5,34.45
