z_l1,z_l2,z_fiber,coupling,lens1,lens2,f1_mm,f2_mm,total_len_mm
9.7,189.7,249.7,0.326,36-681,LA4022,22.0,60.0,249.7
9.7,189.7,249.7,0.3,36-681,48-670,22.0,60.0,249.7
9.7,92.03333333333333,130.03333333333333,0.288,36-682,48-273,20.0,38.0,130.03333333333333
9.7,189.7,249.7,0.279,36-681,84-283,22.0,60.0,249.7
9.7,29.700000000000003,59.7,0.278,36-682,84-278,20.0,30.0,59.7
9.7,29.766666666666662,59.86666666666666,0.278,36-682,LA4936,20.0,30.1,59.86666666666666
9.7,169.7,229.7,0.278,36-682,49-963,20.0,60.0,229.7
9.7,94.7,124.7,0.277,36-682,LA4021,20.0,30.0,124.7
9.7,29.700000000000003,59.7,0.272,36-682,48-025,20.0,30.0,59.7
9.7,13.433333333333334,38.43333333333334,0.266,36-682,48-024,20.0,25.0,38.43333333333334
9.7,22.2,47.2,0.264,36-682,LA4002,20.0,25.0,47.2
9.7,179.7,239.7,0.262,36-682,48-670,20.0,60.0,239.7
9.7,27.30833333333333,57.40833333333333,0.261,36-682,LA4966,20.0,30.1,57.40833333333333
9.7,99.69999999999999,144.7,0.261,36-682,84-279,20.0,45.0,144.7
9.7,179.7,239.7,0.26,36-682,LA4022,20.0,60.0,239.7
9.7,144.7,198.7,0.256,36-682,36-688,20.0,54.0,198.7
9.7,13.433333333333334,38.43333333333334,0.25,36-682,84-277,20.0,25.0,38.43333333333334
9.7,44.7,74.7,0.248,36-682,49-959,20.0,30.0,74.7
9.7,189.7,249.7,0.245,36-682,84-283,20.0,60.0,249.7
9.7,12.71875,32.81875,0.242,36-682,LA4194,20.0,20.1,32.81875
9.7,13.433333333333334,38.43333333333334,0.242,36-682,36-683,20.0,25.0,38.43333333333334
9.7,169.7,229.7,0.234,36-682,84-280,20.0,60.0,229.7
9.7,169.7,229.7,0.229,36-682,LA4042,20.0,60.0,229.7
9.7,22.2,47.2,0.228,36-682,89-414,20.0,25.0,47.2
22.275,128.08333333333334,188.08333333333334,0.225,48-026,LA4022,40.0,60.0,188.08333333333334
9.7,12.71875,32.81875,0.214,36-682,LA4647,20.0,20.1,32.81875
