z_l1,z_l2,z_fiber,coupling,lens1,lens2,f1_mm,f2_mm,total_len_mm
9.7,47.7,59.7,0.092,LA4001,70-888,15.0,12.0,59.7
9.7,15.0125,27.0125,0.09,48-668,45-691,18.0,12.0,27.0125
9.7,54.7,72.7,0.09,LA4001,45-694,15.0,18.0,72.7
9.7,66.65,86.75,0.09,LA4001,LA4194,15.0,20.1,86.75
10.233333333333333,41.366666666666674,51.366666666666674,0.089,LA4001,89-411,15.0,10.0,51.366666666666674
9.7,104.7,134.7,0.089,LA4001,84-278,15.0,30.0,134.7
10.233333333333333,41.366666666666674,51.366666666666674,0.087,LA4001,LA4249,15.0,10.0,51.366666666666674
9.7,88.86666666666667,113.86666666666667,0.086,LA4001,84-277,15.0,25.0,113.86666666666667
9.7,54.7,84.7,0.085,LA4001,LA4021,15.0,30.0,84.7
9.7,99.7,129.7,0.085,LA4001,49-959,15.0,30.0,129.7
9.7,54.7,72.7,0.084,LA4001,45-692,15.0,18.0,72.7
9.7,53.25,73.35,0.084,LA4001,LA4647,15.0,20.1,73.35
9.7,105.01666666666667,135.11666666666667,0.083,LA4001,LA4936,15.0,30.1,135.11666666666667
9.7,15.7,27.7,0.082,48-668,70-888,18.0,12.0,27.7
9.7,88.86666666666667,113.86666666666667,0.079,LA4001,36-683,15.0,25.0,113.86666666666667
9.7,15.7,27.7,0.078,48-668,48-666,18.0,12.0,27.7
13.045833333333333,15.7,27.7,0.075,LA4042,70-888,60.0,12.0,27.7
13.045833333333333,17.700000000000003,29.700000000000003,0.075,LA4042,45-691,60.0,12.0,29.700000000000003
19.737499999999997,33.13333333333333,53.233333333333334,0.075,LA4042,LA4194,60.0,20.1,53.233333333333334
9.7,117.36666666666666,155.36666666666667,0.075,LA4001,48-273,15.0,38.0,155.36666666666667
9.7,80.53333333333335,105.53333333333335,0.071,LA4001,48-024,15.0,25.0,105.53333333333335
19.737499999999997,26.08333333333333,44.08333333333333,0.07,LA4042,45-692,60.0,18.0,44.08333333333333
9.7,88.86666666666667,113.86666666666667,0.07,LA4001,89-414,15.0,25.0,113.86666666666667
9.7,84.7,114.7,0.069,LA4001,48-025,15.0,30.0,114.7
9.7,159.7,219.7,0.068,LA4001,LA4042,15.0,60.0,219.7
9.7,14.7,24.7,0.066,LA4042,LA4249,60.0,10.0,24.7
9.7,199.7,259.7,0.066,LA4001,49-963,15.0,60.0,259.7
9.7,14.7,24.7,0.064,48-668,LA4280,18.0,10.0,24.7
24.756249999999994,31.416666666666664,56.416666666666664,0.064,LA4042,89-414,60.0,25.0,56.416666666666664
9.7,14.1375,24.1375,0.063,48-668,LA4249,18.0,10.0,24.1375
9.7,14.1375,24.1375,0.062,48-668,89-411,18.0,10.0,24.1375
9.7,179.7,239.7,0.061,LA4001,48-670,15.0,60.0,239.7
9.7,84.94999999999999,115.04999999999998,0.058,LA4001,LA4966,15.0,30.1,115.04999999999998
9.7,162.7,216.7,0.058,LA4001,36-688,15.0,54.0,216.7
9.7,159.7,219.7,0.058,LA4001,84-280,15.0,60.0,219.7
9.7,189.7,249.7,0.056,LA4001,LA4022,15.0,60.0,249.7
9.7,39.8,100.0,0.054,LA4001,LA4464,15.0,60.2,100.0
9.7,13.7,21.7,0.052,LA4042,70-886,60.0,8.0,21.7
9.7,152.2,197.2,0.051,LA4001,84-279,15.0,45.0,197.2
9.7,16.366666666666664,26.366666666666664,0.047,LA4042,LA4280,60.0,10.0,26.366666666666664
12.099999999999998,37.166666666666664,45.166666666666664,0.046,LA4001,70-886,15.0,8.0,45.166666666666664
9.7,139.7,199.7,0.046,LA4001,84-283,15.0,60.0,199.7
9.7,447.2,622.2,0.046,LA4001,48-279,15.0,175.0,622.2
9.7,14.416666666666664,22.416666666666664,0.044,48-668,70-886,18.0,8.0,22.416666666666664
9.7,505.53333333333336,680.5333333333333,0.042,LA4001,LA4034,15.0,175.0,680.5333333333333
9.7,563.8666666666667,738.8666666666667,0.041,LA4001,LA4005,15.0,175.0,738.8666666666667
9.7,309.7,429.7,0.038,LA4001,84-285,15.0,120.0,429.7
9.7,18.7,24.7,0.034,LA4001,LA4036,15.0,6.0,24.7
9.7,12.7,18.7,0.032,LA4042,70-884,60.0,6.0,18.7
9.7,12.3875,18.3875,0.031,LA4042,70-883,60.0,6.0,18.3875
9.7,12.3875,18.3875,0.03,LA4042,LA4026,60.0,6.0,18.3875
9.7,16.7,22.7,0.03,LA4001,70-883,15.0,6.0,22.7
9.7,12.3875,18.3875,0.027,LA4042,LA4036,60.0,6.0,18.3875
9.7,13.7,19.7,0.026,48-668,LA4036,18.0,6.0,19.7
9.7,17.7,23.7,0.025,LA4001,70-884,15.0,6.0,23.7
9.7,16.7,22.7,0.024,LA4001,LA4026,15.0,6.0,22.7
9.7,14.7,20.7,0.02,48-668,70-884,18.0,6.0,20.7
9.7,12.366666666666667,16.366666666666667,0.014,LA4042,LA4024,60.0,4.0,16.366666666666667
9.7,15.7,19.7,0.012,LA4001,70-882,15.0,4.0,19.7
9.7,12.366666666666667,16.366666666666667,0.011,LA4042,70-882,60.0,4.0,16.366666666666667
9.7,15.7,19.7,0.01,LA4001,LA4024,15.0,4.0,19.7
