z_l1,z_l2,z_fiber,coupling,lens1,lens2,f1_mm,f2_mm,total_len_mm
29.775000000000002,503.1333333333333,678.1333333333333,0.156,LA4022,LA4034,60.0,175.0,678.1333333333333
29.775000000000002,503.1333333333333,678.1333333333333,0.15,48-670,LA4034,60.0,175.0,678.1333333333333
36.46666666666667,46.46666666666667,106.46666666666667,0.144,48-670,49-963,60.0,60.0,106.46666666666667
36.46666666666667,561.4666666666667,736.4666666666667,0.142,LA4022,48-279,60.0,175.0,736.4666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.137,LA4022,LA4022,60.0,60.0,106.46666666666667
36.46666666666667,66.46666666666667,126.46666666666667,0.134,LA4022,48-670,60.0,60.0,126.46666666666667
36.46666666666667,336.4666666666667,456.4666666666667,0.134,48-670,84-285,60.0,120.0,456.4666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.133,48-670,84-283,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.129,LA4022,84-283,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.128,48-670,84-280,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.127,48-670,LA4022,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.127,LA4022,49-963,60.0,60.0,106.46666666666667
36.46666666666667,45.46666666666667,99.46666666666667,0.126,LA4022,36-688,60.0,54.0,99.46666666666667
36.46666666666667,66.46666666666667,126.46666666666667,0.126,LA4022,84-280,60.0,60.0,126.46666666666667
36.46666666666667,316.4666666666667,436.4666666666667,0.124,LA4022,84-285,60.0,120.0,436.4666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.121,LA4022,LA4042,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.119,48-670,LA4042,60.0,60.0,106.46666666666667
36.46666666666667,561.4666666666667,736.4666666666667,0.116,48-670,48-279,60.0,175.0,736.4666666666667
29.775000000000002,36.46666666666667,66.46666666666667,0.115,48-670,49-959,60.0,30.0,66.46666666666667
36.46666666666667,63.46666666666667,117.46666666666667,0.114,48-670,36-688,60.0,54.0,117.46666666666667
36.46666666666667,66.46666666666667,126.46666666666667,0.114,48-670,48-670,60.0,60.0,126.46666666666667
29.775000000000002,36.46666666666667,66.46666666666667,0.112,LA4022,49-959,60.0,30.0,66.46666666666667
36.46666666666667,197.0,257.2,0.104,48-670,LA4464,60.0,60.2,257.2
29.775000000000002,88.96666666666667,133.96666666666667,0.1,LA4022,84-279,60.0,45.0,133.96666666666667
29.775000000000002,88.96666666666667,133.96666666666667,0.096,48-670,84-279,60.0,45.0,133.96666666666667
36.46666666666667,197.0,257.2,0.093,LA4022,LA4464,60.0,60.2,257.2
29.774999999999995,48.16666666666667,78.26666666666668,0.088,LA4022,LA4936,60.0,30.1,78.26666666666668
29.774999999999995,48.08333333333333,78.08333333333333,0.086,48-670,84-278,60.0,30.0,78.08333333333333
36.46666666666667,55.46666666666667,93.46666666666667,0.086,48-670,48-273,60.0,38.0,93.46666666666667
29.774999999999995,48.16666666666667,78.26666666666668,0.084,48-670,LA4966,60.0,30.1,78.26666666666668
29.774999999999995,48.08333333333333,78.08333333333333,0.083,LA4022,48-025,60.0,30.0,78.08333333333333
