lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation,fiber_position_method
LA4148,84-283,50.2,60.0,27.12527794867464,35.77282535790585,95.77249815991763,95.77249815991763,0.26479870495824837,SfccfF,optimized
LA4148,48-670,50.2,60.0,27.000243917638777,33.3065307792278,93.29464912158237,93.29464912158237,0.2636016441892167,SfccfF,optimized
LA4148,LA4022,50.2,60.0,27.057450690543412,33.373955300929325,93.37277766631732,93.37277766631732,0.2605938288717917,SfccfF,optimized
LA4148,LA4725,50.2,75.3,28.2006320694748,34.50333410501533,109.71634410993947,109.71634410993947,0.2542458862578864,SfccfF,optimized
LA4148,48-275,50.2,75.0,28.177066878035088,34.92297545125631,109.9167606102306,109.9167606102306,0.24454947237943395,SfccfF,optimized
LA4022,84-283,60.0,60.0,33.3383802115468,39.07149699924953,99.06928136135583,99.06928136135583,0.22759288178378811,SfccfF,optimized
LA4148,84-284,50.2,90.0,29.023659699127865,35.32885151630148,125.31365835879988,125.31365835879988,0.22528511567508425,SfccfF,optimized
LA4022,LA4022,60.0,60.0,33.1676043142887,39.212249045732584,99.2121071951361,99.2121071951361,0.21826515966158572,SfccfF,optimized
LA4022,48-670,60.0,60.0,33.14058445447876,38.77824734367444,98.67881708947048,98.67881708947048,0.21313012629293748,SfccfF,optimized
LA4022,LA4725,60.0,75.3,34.70473716896448,41.988956164983584,117.28849159060857,117.28849159060857,0.21153245001953308,SfccfF,optimized
LA4022,84-284,60.0,90.0,35.90903162601116,41.51777979213144,131.45477658741265,131.45477658741265,0.21114547234176595,SfccfF,optimized
LA4148,48-274,50.2,50.0,27.00041507398077,33.32354989608102,81.37558663189945,81.37558663189945,0.20560766723039767,SfccfF,optimized
LA4148,LA4148,50.2,50.2,27.003711102687618,33.34351874919523,81.58077998005946,81.58077998005946,0.20418770451057985,SfccfF,optimized
LA4306,LA4725,40.1,75.3,27.00047315714227,34.62846744476766,85.32676347592418,85.32676347592418,0.20297683695365137,SfccfF,optimized
LA4148,84-282,50.2,50.0,27.000004057269663,33.323122714520544,81.79045454393695,81.79045454393695,0.20271405803750306,SfccfF,optimized
LA4306,48-275,40.1,75.0,27.004538469158483,34.65043349507967,85.21195752591963,85.21195752591963,0.2004728768029053,SfccfF,optimized
LA4306,84-284,40.1,90.0,27.017694076168954,34.70070918704663,93.82793082050361,93.82793082050361,0.18998721650773057,SfccfF,optimized
LA4148,49-963,50.2,60.0,27.05260896113185,33.39640891547315,92.86602012876124,92.86602012876124,0.18379086264305916,SfccfF,optimized
LA4022,48-275,60.0,75.0,34.668456720712854,43.80963935304417,118.8093115394615,118.8093115394615,0.18370024310136612,SfccfF,optimized
LA4148,49-962,50.2,50.0,27.000579627195933,33.39716751396138,80.78833929635456,80.78833929635456,0.18341659196127735,SfccfF,optimized
LA4022,LA4148,60.0,50.2,31.786676731825057,37.45737442474796,87.63795840437297,87.63795840437297,0.1783370002020822,SfccfF,optimized
LA4022,48-274,60.0,50.0,31.766092690054332,37.4912503961736,87.49028864439987,87.49028864439987,0.17447580015010405,SfccfF,optimized
LA4306,48-670,40.1,60.0,27.00000090709641,34.60869220531287,76.32865021725425,76.32865021725425,0.17371585083001348,SfccfF,optimized
LA4306,84-283,40.1,60.0,27.004538469158483,34.62257363774125,76.87227375518228,76.87227375518228,0.1731630147970063,SfccfF,optimized
LA4306,LA4022,40.1,60.0,27.00019312363248,34.68295726969688,76.60263452290073,76.60263452290073,0.17273467481577295,SfccfF,optimized
LA4148,49-964,50.2,80.0,28.382690531124307,34.862477866102296,114.86103128312622,114.86103128312622,0.16633361334642144,SfccfF,optimized
LA4148,36-688,50.2,54.0,27.00783817663554,33.61027793453758,85.63055115970063,85.63055115970063,0.15156063799312922,SfccfF,optimized
LA4022,49-962,60.0,50.0,31.261999736584585,39.12746483597361,89.12735670505356,89.12735670505356,0.14487962375502333,SfccfF,optimized
LA4022,49-961,60.0,40.0,29.142363039316315,34.86720507445811,74.86660719412005,74.86660719412005,0.1377953512709475,SfccfF,optimized
LA4022,49-963,60.0,60.0,32.97934370459787,38.645751629858175,98.54788830843609,98.54788830843609,0.137064664729789,SfccfF,optimized
LA4022,84-282,60.0,50.0,31.042572136459686,58.90208561499979,108.90034952846702,108.90034952846702,0.13337797695951728,SfccfF,optimized
LA4148,LA4306,50.2,40.1,27.00178420877049,33.34926056349394,70.70052549954713,70.70052549954713,0.1329959157935797,SfccfF,optimized
LA4148,49-961,50.2,40.0,27.015433009412003,33.32155545774532,69.58496700756828,69.58496700756828,0.12998214692863197,SfccfF,optimized
LA4306,84-282,40.1,50.0,27.107864012578005,34.775046855226535,71.05884990424023,71.05884990424023,0.12881907946155424,SfccfF,optimized
LA4306,48-274,40.1,50.0,27.00019312363248,34.94702945515626,70.9228180531263,70.9228180531263,0.1285573519733061,SfccfF,optimized
LA4306,LA4148,40.1,50.2,27.006091279363915,35.1566401474435,71.21967096095051,71.21967096095051,0.12672488589374936,SfccfF,optimized
LA4022,LA4306,60.0,40.1,30.038966139807492,35.818036078954016,75.91773682222228,75.91773682222228,0.12421398249027873,SfccfF,optimized
LA4148,36-690,50.2,40.0,27.003712911031325,33.71707475924822,71.05952156175141,71.05952156175141,0.12184186133068994,SfccfF,optimized
LA4022,36-687,60.0,36.0,27.8844742355657,33.95027235335856,69.94985218963403,69.94985218963403,0.12056416642322315,SfccfF,optimized
LA4148,48-273,50.2,38.0,27.000004547877612,33.768117324834094,68.87582956725545,68.87582956725545,0.11856641367751966,SfccfF,optimized
