lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation,fiber_position_method
84-282,48-670,50.0,60.0,27.000485691020216,34.58418921627391,92.05923225245638,92.05923225245638,0.2666769407447077,SfccfF,optimized
LA4148,48-670,50.2,60.0,27.011202230802365,33.350294496684214,93.30271881205354,93.30271881205354,0.26515987551245285,SfccfF,optimized
48-274,LA4022,50.0,60.0,27.001056806065748,33.41110689174177,93.1844450768371,93.1844450768371,0.26432008209975033,SfccfF,optimized
LA4148,84-283,50.2,60.0,27.184617651971788,33.9101865428822,93.851581183102,93.851581183102,0.25998899838113326,SfccfF,optimized
84-282,LA4022,50.0,60.0,27.01013224253473,34.52448125482472,92.16451103148748,92.16451103148748,0.25996741532835316,SfccfF,optimized
48-274,48-670,50.0,60.0,27.000439692311577,33.34992742656006,92.942981689046,92.942981689046,0.2598711944410165,SfccfF,optimized
LA4148,LA4022,50.2,60.0,27.082092209285456,33.4032037363376,93.32722581397088,93.32722581397088,0.25963768172407087,SfccfF,optimized
48-274,84-283,50.0,60.0,27.03403383346325,33.90372993537434,93.89872844123701,93.89872844123701,0.25959853443116465,SfccfF,optimized
84-282,84-283,50.0,60.0,27.005421730788367,34.87247151155917,92.85764487309238,92.85764487309238,0.25662049641883117,SfccfF,optimized
84-282,48-275,50.0,75.0,27.298909507919554,35.067435044441055,110.06759016889521,110.06759016889521,0.2552796242587953,SfccfF,optimized
84-282,LA4725,50.0,75.3,27.298329366349808,35.187311179292436,110.48266147470338,110.48266147470338,0.24795138165372144,SfccfF,optimized
48-274,LA4725,50.0,75.3,28.059099746525288,34.70847869812307,109.92375883649994,109.92375883649994,0.24586414211468222,SfccfF,optimized
48-274,48-275,50.0,75.0,28.04604451434156,35.408754462512206,110.34030286475159,110.34030286475159,0.24518828368146814,SfccfF,optimized
LA4148,48-275,50.2,75.0,28.175075852468474,35.03095023541067,110.02692472698399,110.02692472698399,0.24242903429938445,SfccfF,optimized
LA4148,LA4725,50.2,75.3,28.197082589131224,35.26812515260862,110.44963091102258,110.44963091102258,0.24231194810286547,SfccfF,optimized
84-283,LA4725,60.0,75.3,34.2158906957729,41.21337079630872,116.34423792944284,116.34423792944284,0.22407384660494878,SfccfF,optimized
48-670,LA4022,60.0,60.0,33.572678108246286,39.123588975929934,99.09775061141285,99.09775061141285,0.2224104387137574,SfccfF,optimized
84-282,84-284,50.0,90.0,28.146470668210647,35.94381714147755,125.86185486069203,125.86185486069203,0.22158263989347382,SfccfF,optimized
LA4022,84-283,60.0,60.0,33.42197595614649,39.062324762368746,98.8864234774632,98.8864234774632,0.2215151053419332,SfccfF,optimized
84-283,84-283,60.0,60.0,32.79452735399237,39.53231651023904,99.4799525020149,99.4799525020149,0.21707302948888096,SfccfF,optimized
LA4022,LA4725,60.0,75.3,34.74220730652702,40.61544935488983,115.88165520741123,115.88165520741123,0.21620642627707923,SfccfF,optimized
48-670,48-670,60.0,60.0,33.49018795611628,38.75836473060947,98.74733448794251,98.74733448794251,0.21610052875143923,SfccfF,optimized
84-283,LA4022,60.0,60.0,32.66489527559544,39.26336510065367,99.15136169576292,99.15136169576292,0.21606690780244195,SfccfF,optimized
48-274,84-284,50.0,90.0,28.87965141310856,35.55889481343877,125.5366358336633,125.5366358336633,0.2157578686034065,SfccfF,optimized
48-670,84-283,60.0,60.0,33.769797848375845,39.01589157389961,98.93199749027134,98.93199749027134,0.21568277586147327,SfccfF,optimized
LA4022,48-670,60.0,60.0,33.145021588367044,38.76623572020155,98.65824205512332,98.65824205512332,0.2146819922306748,SfccfF,optimized
LA4022,LA4022,60.0,60.0,33.215655087852355,39.3919308234353,99.27821476350707,99.27821476350707,0.21439425607283963,SfccfF,optimized
LA4148,84-284,50.2,90.0,29.025414466160175,35.401028311709354,125.37047873861327,125.37047873861327,0.21319905863403635,SfccfF,optimized
49-962,48-274,50.0,50.0,27.100238471641884,31.671542166947148,81.64288487853537,81.64288487853537,0.20925706866318097,SfccfF,optimized
84-283,48-670,60.0,60.0,32.57243337554086,39.40259696613562,99.2922129735744,99.2922129735744,0.20830734725968877,SfccfF,optimized
84-283,84-284,60.0,90.0,35.340447921905664,44.400367136758646,134.21578990545785,134.21578990545785,0.20705784659833712,SfccfF,optimized
48-670,LA4725,60.0,75.3,35.137624331104504,40.152651667950266,115.44238205788211,115.44238205788211,0.20688819902493588,SfccfF,optimized
LA4022,84-284,60.0,90.0,35.92545067043565,42.49217400417538,132.29965455363845,132.29965455363845,0.2054118496821216,SfccfF,optimized
LA4148,LA4148,50.2,50.2,27.031074277092024,33.38505113411823,81.5698675631335,81.5698675631335,0.20516494105217903,SfccfF,optimized
48-274,LA4148,50.0,50.2,27.006959052330846,33.36910731151153,81.35618020099538,81.35618020099538,0.2046355166971208,SfccfF,optimized
49-961,48-670,40.0,60.0,27.03413704626163,33.42027648970834,77.59152181714562,77.59152181714562,0.20322686739648393,SfccfF,optimized
LA4148,84-282,50.2,50.0,27.007728335541643,33.327392380731624,81.7803359143428,81.7803359143428,0.20271705093533465,SfccfF,optimized
48-274,84-282,50.0,50.0,27.017105717302552,33.47209989909601,81.6614665520825,81.6614665520825,0.20215914632903503,SfccfF,optimized
49-961,LA4725,40.0,75.3,27.46526444104331,32.735583123151244,86.02376096675012,86.02376096675012,0.20036696012158786,SfccfF,optimized
49-961,LA4022,40.0,60.0,27.051861514411613,32.13673923973576,76.48367657708225,76.48367657708225,0.19865405903191033,SfccfF,optimized
LA4306,48-275,40.1,75.0,27.18461938686812,35.13626852344804,85.29637772921538,85.29637772921538,0.19810867329318413,SfccfF,optimized
48-274,48-274,50.0,50.0,27.019203054288354,33.60389321576372,81.36982944233337,81.36982944233337,0.1979736882980506,SfccfF,optimized
49-962,84-282,50.0,50.0,27.40554588504446,32.08112818970359,81.81372881158529,81.81372881158529,0.1958475185188239,SfccfF,optimized
LA4306,LA4725,40.1,75.3,27.725277306895237,35.59876047311364,84.75655164756938,84.75655164756938,0.18946119105711104,SfccfF,optimized
