z_l1,z_l2,z_fiber,coupling,fiber_position_method,lens1,lens2,f1_mm,f2_mm,total_len_mm,orientation
27.0,35.837500000000006,93.26265828614625,0.2684110726774336,optimized,84-282,48-670,50.0,60.0,93.26265828614625,SfccfF
27.0,35.837500000000006,95.8456947007493,0.26328097771742304,optimized,LA4148,LA4022,50.2,60.0,95.8456947007493,SfccfF
27.0,35.837500000000006,95.2791693527797,0.26240527083808624,optimized,48-274,48-670,50.0,60.0,95.2791693527797,SfccfF
27.0,35.837500000000006,95.46522340279263,0.26204459783483863,optimized,48-274,LA4022,50.0,60.0,95.46522340279263,SfccfF
27.0,35.837500000000006,93.45076719501982,0.26130712944588985,optimized,84-282,LA4022,50.0,60.0,93.45076719501982,SfccfF
27.0,35.837500000000006,95.81391870685324,0.2607425810340045,optimized,48-274,84-283,50.0,60.0,95.81391870685324,SfccfF
27.0,35.837500000000006,95.66001100809052,0.2590021384762302,optimized,LA4148,48-670,50.2,60.0,95.66001100809052,SfccfF
27.0,35.837500000000006,93.79766327537241,0.25748347472549765,optimized,84-282,84-283,50.0,60.0,93.79766327537241,SfccfF
27.0,44.575,104.39022383825167,0.25442784923431383,optimized,LA4148,84-283,50.2,60.0,104.39022383825167,SfccfF
27.0,60.00625,135.0138220118362,0.23705380517927468,optimized,84-282,LA4725,50.0,75.3,135.0138220118362,SfccfF
27.0,64.5,138.94367626658178,0.23522493287052118,optimized,84-282,48-275,50.0,75.0,138.94367626658178,SfccfF
29.0,102.0,188.30265676201654,0.21497614311767727,optimized,48-274,84-284,50.0,90.0,188.30265676201654,SfccfF
29.012500000000003,132.0,217.76194241841628,0.21194734951451358,optimized,LA4148,84-284,50.2,90.0,217.76194241841628,SfccfF
27.0,34.37916666666667,82.15010380324452,0.20973883926981352,optimized,48-274,48-274,50.0,50.0,82.15010380324452,SfccfF
27.0,34.40833333333333,82.36776260523705,0.20928529986485964,optimized,48-274,LA4148,50.0,50.2,82.36776260523705,SfccfF
27.0,41.65833333333334,91.20583350677022,0.2082095459618554,optimized,49-962,48-274,50.0,50.0,91.20583350677022,SfccfF
27.0,132.0,221.75197152732292,0.20663897860549257,optimized,84-282,84-284,50.0,90.0,221.75197152732292,SfccfF
27.0,34.37916666666667,82.803044928526,0.2054135074497145,optimized,LA4148,84-282,50.2,50.0,82.803044928526,SfccfF
27.0,41.65833333333334,91.6202056257737,0.20379224271554933,optimized,49-962,84-282,50.0,50.0,91.6202056257737,SfccfF
27.0,34.40833333333333,82.60825163907155,0.20236526812455585,optimized,LA4148,LA4148,50.2,50.2,82.60825163907155,SfccfF
34.875,51.6625,125.86878158583691,0.20214469474611413,optimized,LA4022,LA4725,60.0,75.3,125.86878158583691,SfccfF
27.0,34.37916666666667,82.56465067771725,0.20115687961751902,optimized,48-274,84-282,50.0,50.0,82.56465067771725,SfccfF
34.875,84.80000000000001,174.15582314709442,0.20011697875824933,optimized,84-283,84-284,60.0,90.0,174.15582314709442,SfccfF
34.875,51.6625,124.29227645304344,0.19576350699142267,optimized,84-283,LA4725,60.0,75.3,124.29227645304344,SfccfF
34.875,47.5,104.91196047464545,0.19130921210636623,optimized,48-670,84-283,60.0,60.0,104.91196047464545,SfccfF
27.0,102.3,177.48258998483823,0.18781653428676612,optimized,LA4148,LA4725,50.2,75.3,177.48258998483823,SfccfF
27.0,102.3,177.12127014814416,0.18772586761588023,optimized,48-274,LA4725,50.0,75.3,177.12127014814416,SfccfF
27.0,137.0,180.73066420124292,0.18680279189808285,optimized,49-961,LA4022,40.0,60.0,180.73066420124292,SfccfF
34.875,47.5,104.37624064300175,0.18650897136856032,optimized,48-670,48-670,60.0,60.0,104.37624064300175,SfccfF
34.875,47.5,104.56510570541238,0.1840493066711721,optimized,48-670,LA4022,60.0,60.0,104.56510570541238,SfccfF
34.875,47.5,103.70664898611882,0.1817680931238172,optimized,LA4022,48-670,60.0,60.0,103.70664898611882,SfccfF
27.0,114.85000000000002,168.67196504510517,0.18153862029136444,optimized,49-961,LA4725,40.0,75.3,168.67196504510517,SfccfF
34.875,63.94375,138.55702220013703,0.18131308414128025,optimized,48-670,LA4725,60.0,75.3,138.55702220013703,SfccfF
27.0,64.65,114.51000207295488,0.18015524762348617,optimized,LA4306,LA4725,40.1,75.3,114.51000207295488,SfccfF
34.875,113.65,203.16513379372205,0.17880637596615426,optimized,LA4022,84-284,60.0,90.0,203.16513379372205,SfccfF
34.875,47.5,104.24249387166893,0.17400460582764427,optimized,LA4022,84-283,60.0,60.0,104.24249387166893,SfccfF
27.0,157.0,200.38080925483894,0.17320595961071616,optimized,49-961,48-670,40.0,60.0,200.38080925483894,SfccfF
27.0,102.0,176.54403194474824,0.1700849474963382,optimized,48-274,48-275,50.0,75.0,176.54403194474824,SfccfF
27.0,102.0,176.90322576549366,0.16495048151785321,optimized,LA4148,48-275,50.2,75.0,176.90322576549366,SfccfF
32.25,97.0,154.2957380490231,0.12524285743254301,optimized,84-283,48-670,60.0,60.0,154.2957380490231,SfccfF
29.625,117.0,176.6420125733407,0.10666574646375575,optimized,84-283,84-283,60.0,60.0,176.6420125733407,SfccfF
27.0,239.5,281.41921252003266,0.1064128508650774,optimized,LA4306,48-275,40.1,75.0,281.41921252003266,SfccfF
29.625,117.0,176.29261288027746,0.10386025359868198,optimized,84-283,LA4022,60.0,60.0,176.29261288027746,SfccfF
29.625,117.0,176.82452986458892,0.1009429408955556,optimized,LA4022,LA4022,60.0,60.0,176.82452986458892,SfccfF
27.0,35.837500000000006,84.7972559026506,0.09772152513748411,optimized,49-961,48-670,40.0,60.0,84.7972559026506,ScffcF
27.0,57.0,106.62580307117635,0.09312881086820629,optimized,49-961,LA4022,40.0,60.0,106.62580307117635,ScffcF
27.0,64.65,126.70229439954414,0.09305566137702892,optimized,LA4306,LA4725,40.1,75.3,126.70229439954414,ScffcF
29.012500000000003,97.0,156.40936210378513,0.09256420683759023,optimized,LA4148,LA4022,50.2,60.0,156.40936210378513,ScffcF
29.0,52.099999999999994,102.29833681956629,0.09236606790676122,optimized,48-274,LA4148,50.0,50.2,102.29833681956629,ScffcF
29.0,60.33333333333333,110.01580385805931,0.09215980596214432,optimized,49-962,48-274,50.0,50.0,110.01580385805931,ScffcF
29.0,97.0,155.70720332226432,0.09207813193080507,optimized,48-274,48-670,50.0,60.0,155.70720332226432,ScffcF
29.0,97.0,156.28217974703898,0.09193017711270533,optimized,84-282,LA4022,50.0,60.0,156.28217974703898,ScffcF
29.0,68.66666666666666,118.06514296032924,0.09043218926941228,optimized,48-274,48-274,50.0,50.0,118.06514296032924,ScffcF
29.012500000000003,97.0,155.85386426483518,0.08919275040566652,optimized,LA4148,48-670,50.2,60.0,155.85386426483518,ScffcF
29.0,97.0,155.72580725753616,0.08855296160481556,optimized,84-282,48-670,50.0,60.0,155.72580725753616,ScffcF
29.0,85.33333333333333,135.27947663191915,0.08687470989491312,optimized,49-962,84-282,50.0,50.0,135.27947663191915,ScffcF
29.0,97.0,156.26365032373096,0.08685682510438968,optimized,48-274,LA4022,50.0,60.0,156.26365032373096,ScffcF
29.0,117.0,176.3262927079347,0.08656179853407733,optimized,48-274,84-283,50.0,60.0,176.3262927079347,ScffcF
29.012500000000003,117.0,176.445834608404,0.08654628595546755,optimized,LA4148,84-283,50.2,60.0,176.445834608404,ScffcF
29.0,139.5,214.42971199001252,0.08649939254776025,optimized,84-282,48-275,50.0,75.0,214.42971199001252,ScffcF
27.0,64.5,126.37604780078244,0.08584935384796541,optimized,LA4306,48-275,40.1,75.0,126.37604780078244,ScffcF
29.0,139.5,214.406090795935,0.08560733670664275,optimized,48-274,48-275,50.0,75.0,214.406090795935,ScffcF
29.012500000000003,139.95,215.2825646581096,0.08484400357731682,optimized,LA4148,LA4725,50.2,75.3,215.2825646581096,ScffcF
29.0,107.0,166.74809008434994,0.08462457469534485,optimized,84-282,84-283,50.0,60.0,166.74809008434994,ScffcF
34.875,67.5,127.3520021695695,0.084495383278415,optimized,LA4022,48-670,60.0,60.0,127.3520021695695,ScffcF
29.012500000000003,85.56666666666666,134.64910543721447,0.08421585648658368,optimized,LA4148,LA4148,50.2,50.2,134.64910543721447,ScffcF
29.0,139.95,215.10323930506692,0.08403159875815511,optimized,48-274,LA4725,50.0,75.3,215.10323930506692,ScffcF
29.0,139.95,215.12698680513577,0.08392286914646858,optimized,84-282,LA4725,50.0,75.3,215.12698680513577,ScffcF
34.875,67.5,127.36062788247243,0.08261217272380293,optimized,48-670,48-670,60.0,60.0,127.36062788247243,ScffcF
29.012500000000003,102.0,151.54538787516051,0.08202882876877347,optimized,LA4148,84-282,50.2,50.0,151.54538787516051,ScffcF
29.0,85.33333333333334,135.3003843763263,0.08126781309872698,optimized,48-274,84-282,50.0,50.0,135.3003843763263,ScffcF
34.875,77.5,137.38070826376241,0.08091211983783611,optimized,48-670,LA4022,60.0,60.0,137.38070826376241,ScffcF
27.0,38.06875,99.5824397798231,0.07971285541927162,optimized,49-961,LA4725,40.0,75.3,99.5824397798231,ScffcF
34.875,77.5,137.40795882698853,0.07915385380556438,optimized,84-283,LA4022,60.0,60.0,137.40795882698853,ScffcF
