lens1,lens2,method,coupling,total_len_mm,z_l1,z_l2,z_fiber,f1_mm,f2_mm,orientation,time_seconds
84-282,LA4022,powell,0.26344271421325116,92.20604509103931,27.004771786603573,34.55300406592552,92.20604509103931,50.0,60.0,SfccfF,0.39647984504699707
84-282,LA4022,grid_search,0.2611134939803651,93.45077230901853,27.0,35.837500000000006,93.45077230901853,50.0,60.0,SfccfF,0.5511782169342041
84-282,LA4022,differential_evolution,0.260130497246371,92.279699422072,27.003229882344154,34.625546725305526,92.279699422072,50.0,60.0,SfccfF,2.809788703918457
84-282,LA4022,dual_annealing,0.2564910991059706,92.16355103005732,27.002560392390333,34.50262931531135,92.16355103005732,50.0,60.0,SfccfF,9.893028020858765
84-282,LA4022,nelder_mead,0.25513868325081024,92.16847358978346,27.000361050009218,34.50168685677242,92.16847358978346,50.0,60.0,SfccfF,0.4852290153503418
