lens1,lens2,method,coupling,total_len_mm,z_l1,z_l2,z_fiber,f1_mm,f2_mm,orientation,time_seconds
48-670,84-283,differential_evolution,0.22198076902993424,99.7085643072521,33.729754745249814,39.75491082337099,99.7085643072521,60.0,60.0,SfccfF,3.8415615558624268
48-670,84-283,dual_annealing,0.21862356433503177,98.61941622823699,33.84146917664591,38.841490298555975,98.61941622823699,60.0,60.0,SfccfF,10.296473979949951
48-670,84-283,nelder_mead,0.2097971741251073,98.66883200573142,33.8020334219503,38.80700356437592,98.66883200573142,60.0,60.0,SfccfF,0.4961063861846924
48-670,84-283,grid_search,0.192835024687102,104.91196256337551,34.875,47.5,104.91196256337551,60.0,60.0,SfccfF,0.4581611156463623
48-670,84-283,powell,0.17444421151148168,130.5570499470905,32.63931990217979,70.56517881484132,130.5570499470905,60.0,60.0,SfccfF,0.27261972427368164
