lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation,fiber_position_method
36-686,48-273,27.0,38.0,12.519590591085558,22.48766566101404,60.81764220612558,34.81764220612558,0.478,SfccfF,optimized
36-686,36-687,27.0,36.0,12.23319478568813,18.33700716445606,54.33700716445606,28.33700716445606,0.475,SfccfF,focal_length
36-686,49-960,27.0,35.0,12.16773276558921,18.32757232166328,53.88993737568291,27.889937375682912,0.455,SfccfF,optimized
LA4021,48-273,30.0,38.0,11.281322935660643,22.29458110114853,60.29458110114853,34.29458110114853,0.44,SfccfF,focal_length
36-686,LA4052,27.0,35.1,12.465712254416028,18.471782737481803,53.57178273748181,27.57178273748181,0.435,SfccfF,focal_length
36-686,36-689,27.0,35.0,12.479982366371486,18.555097065008347,53.55509706500835,27.555097065008347,0.428,SfccfF,focal_length
49-959,48-273,30.0,38.0,14.088865122417872,20.62372415750688,58.62372415750688,32.62372415750688,0.4185,SfccfF,focal_length
LA4021,36-687,30.0,36.0,10.855593132638116,21.984338493879665,57.98433849387966,31.98433849387966,0.413,SfccfF,focal_length
49-959,36-687,30.0,36.0,13.660605274946564,20.164311874279825,56.16431187427983,30.164311874279832,0.4085,SfccfF,focal_length
49-959,49-960,30.0,35.0,13.591543948757764,20.179166599691968,55.17916659969197,29.179166599691968,0.3985,SfccfF,focal_length
49-959,LA4052,30.0,35.1,13.919811082308062,20.650621501052136,55.75062150105214,29.750621501052137,0.378,SfccfF,focal_length
LA4021,49-960,30.0,35.0,10.680176334945983,25.23850168756568,60.23850168756567,34.23850168756567,0.3775,SfccfF,focal_length
36-686,49-959,27.0,30.0,11.761343015151258,17.769150720544264,47.76915072054426,21.76915072054426,0.3695,SfccfF,focal_length
49-959,36-689,30.0,35.0,13.961225635864952,20.47688180338707,55.47688180338707,29.476881803387073,0.3675,SfccfF,focal_length
LA4021,36-689,30.0,35.0,11.15799732916946,22.16636885769625,57.16636885769625,31.16636885769625,0.3605,SfccfF,focal_length
LA4021,LA4052,30.0,35.1,11.037626638451918,25.708617983303625,60.80861798330363,34.80861798330363,0.36,SfccfF,focal_length
