z_l1,z_l2,z_fiber,coupling,fiber_position_method,lens1,lens2,f1_mm,f2_mm,total_len_mm,orientation
14.1125,22.329166666666666,60.329166666666666,0.418,focal_length,49-959,48-273,30.0,38.0,34.329166666666666,SfccfF
13.55,22.141666666666666,57.48831625411791,0.41,optimized,36-686,48-273,27.0,38.0,31.488316254117912,SfccfF
14.1125,21.74583333333333,57.74583333333333,0.3755,focal_length,49-959,36-687,30.0,36.0,31.74583333333333,SfccfF
14.1125,21.48333333333333,56.583333333333336,0.3625,focal_length,49-959,LA4052,30.0,35.1,30.583333333333336,SfccfF
13.55,21.266666666666666,54.44556539341045,0.362,optimized,36-686,36-689,27.0,35.0,28.445565393410448,SfccfF
14.1125,21.454166666666666,56.454166666666666,0.361,focal_length,49-959,49-960,30.0,35.0,30.454166666666666,SfccfF
14.1125,21.454166666666666,56.454166666666666,0.353,focal_length,49-959,36-689,30.0,35.0,30.454166666666666,SfccfF
11.170833333333333,27.2,62.2,0.344,focal_length,LA4021,49-960,30.0,35.0,36.2,SfccfF
13.55,21.29583333333333,54.01411703100922,0.3285,optimized,36-686,LA4052,27.0,35.1,28.01411703100922,SfccfF
11.170833333333333,39.7,75.7,0.316,focal_length,LA4021,36-687,30.0,36.0,49.7,SfccfF
11.170833333333333,54.03333333333333,92.03333333333332,0.3005,focal_length,LA4021,48-273,30.0,38.0,66.03333333333332,SfccfF
12.266666666666666,51.7,87.7,0.29,focal_length,36-686,36-687,27.0,36.0,61.7,SfccfF
12.266666666666666,50.53333333333333,85.53333333333333,0.284,focal_length,36-686,49-960,27.0,35.0,59.53333333333333,SfccfF
11.170833333333333,50.650000000000006,85.75,0.2565,focal_length,LA4021,LA4052,30.0,35.1,59.75,SfccfF
12.266666666666666,34.7,64.7,0.2505,focal_length,36-686,49-959,27.0,30.0,38.7,SfccfF
11.170833333333333,50.53333333333333,85.53333333333333,0.2505,focal_length,LA4021,36-689,30.0,35.0,59.53333333333333,SfccfF
15.475,125.98333333333332,161.49625791062164,0.24,optimized,36-686,LA4052,27.0,35.1,135.49625791062164,ScffcF
15.475,135.16666666666666,172.61053617791404,0.22,optimized,36-686,48-273,27.0,38.0,146.61053617791404,ScffcF
18.525,132.3,167.3,0.2025,focal_length,LA4021,36-689,30.0,35.0,141.3,ScffcF
18.525,126.46666666666668,161.2820543197169,0.202,optimized,49-959,36-689,30.0,35.0,135.2820543197169,ScffcF
18.525,132.61666666666667,167.49054075876944,0.1965,optimized,LA4021,LA4052,30.0,35.1,141.49054075876944,ScffcF
18.525,132.61666666666667,167.1855593092335,0.194,optimized,49-959,LA4052,30.0,35.1,141.1855593092335,ScffcF
16.318749999999998,57.58333333333333,93.58333333333331,0.1925,focal_length,LA4021,36-687,30.0,36.0,67.58333333333331,ScffcF
14.833333333333332,102.33333333333331,138.69518485753852,0.1925,optimized,36-686,36-689,27.0,35.0,112.69518485753852,ScffcF
15.475,26.83333333333333,61.74534040432714,0.186,optimized,36-686,36-687,27.0,36.0,35.74534040432714,ScffcF
14.833333333333332,55.66666666666666,90.44838421637742,0.1845,optimized,36-686,49-960,27.0,35.0,64.44838421637742,ScffcF
14.833333333333332,59.83333333333333,89.83333333333333,0.1815,focal_length,36-686,49-959,27.0,30.0,63.83333333333333,ScffcF
18.525,97.91666666666666,134.60735819177722,0.1815,optimized,LA4021,48-273,30.0,38.0,108.60735819177722,ScffcF
18.525,97.91666666666666,134.4977831674159,0.178,optimized,49-959,48-273,30.0,38.0,108.49778316741589,ScffcF
16.318749999999998,62.25,97.10752554131383,0.175,optimized,49-959,49-960,30.0,35.0,71.10752554131383,ScffcF
16.318749999999998,57.58333333333333,93.38480059363484,0.17,optimized,49-959,36-687,30.0,36.0,67.38480059363484,ScffcF
16.318749999999998,62.25,97.25,0.1635,focal_length,LA4021,49-960,30.0,35.0,71.25,ScffcF
