lens1,lens2,method,coupling,total_len_mm,z_l1,z_l2,z_fiber,f1_mm,f2_mm,time_seconds
48-024,LA4002,nelder_mead,0.22344040010511257,41.5390789752057,12.113705828159553,16.539078975205697,41.5390789752057,25.0,25.0,17.85067629814148
48-024,LA4002,powell,0.22122361692061207,41.56122319453206,12.110496387321703,16.56122319453206,41.56122319453206,25.0,25.0,15.093487739562988
48-024,LA4002,differential_evolution,0.217256250158694,41.55497823427907,12.115685516224673,16.55497823427907,41.55497823427907,25.0,25.0,56.54811477661133
48-024,LA4002,dual_annealing,0.20880170877025614,41.66162981817443,12.241366056824472,16.661629818174436,41.66162981817443,25.0,25.0,258.602534532547
48-024,LA4002,grid_search,0.18081549719569795,60.166666666666664,11.4375,35.166666666666664,60.166666666666664,25.0,25.0,12.468559503555298
48-024,LA4002,bayesian,0.16274732645226664,59.811763171456874,12.218858880012418,34.811763171456874,59.811763171456874,25.0,25.0,37.23628044128418
