lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling
36-682,36-683,20.0,25.0,9.7,13.433333333333334,38.43333333333334,38.43333333333334,0.23901221888744326
36-681,36-682,22.0,20.0,9.71263162853223,13.212676203579605,33.212676203579605,33.212676203579605,0.23364929532400433
LA4647,48-024,20.1,25.0,9.702424782455646,14.504221730266789,39.50422173026679,39.50422173026679,0.2330268378066834
36-682,LA4002,20.0,25.0,9.7,13.433333333333334,38.43333333333334,38.43333333333334,0.2311942325917793
36-682,36-683,20.0,25.0,9.723173315727207,14.741776493526915,39.74177649352691,39.74177649352691,0.22914210279398525
48-024,48-024,25.0,25.0,12.094297429064003,16.51453178559481,41.51453178559481,41.51453178559481,0.2288028179450024
LA4647,48-024,20.1,25.0,9.702099256622107,14.504537757717792,39.50453775771779,39.50453775771779,0.22858683905667684
36-682,48-024,20.0,25.0,9.703346347808836,13.310168957710061,38.31016895771006,38.31016895771006,0.22824365426147292
36-682,36-681,20.0,22.0,9.7,20.7,42.7,42.7,0.2278329955913126
36-681,LA4647,22.0,20.1,9.867182116433924,13.37485117646304,33.47485117646304,33.47485117646304,0.22704875130713373
36-682,LA4936,20.0,30.1,9.7,29.766666666666662,59.86666666666666,59.86666666666666,0.22625327730179384
LA4647,LA4002,20.1,25.0,9.7,18.35689902383304,43.35689902383304,43.35689902383304,0.22611924393659516
LA4647,84-277,20.1,25.0,9.7,18.35689876353262,43.35689876353262,43.35689876353262,0.2260987784869182
36-681,36-682,22.0,20.0,9.7,15.608333333333333,35.608333333333334,35.608333333333334,0.22600050772304653
LA4647,84-277,20.1,25.0,9.70096296781892,14.502618379374669,39.50261837937467,39.50261837937467,0.22588668347029772
LA4647,36-681,20.1,22.0,9.708729734869477,14.509432757352277,36.50943275735228,36.50943275735228,0.22570485301632137
36-681,LA4002,22.0,25.0,10.237354503464987,28.72454550712114,53.724545507121135,53.724545507121135,0.22550960305209883
LA4647,36-683,20.1,25.0,9.7279115134492,14.52793630607415,39.52793630607415,39.52793630607415,0.22478065858473473
LA4647,LA4002,20.1,25.0,9.764122864333563,14.566095564384206,39.566095564384206,39.566095564384206,0.2240570763167995
LA4002,48-024,25.0,25.0,12.162242051674184,16.370170537720696,41.370170537720696,41.370170537720696,0.22400348029400627
LA4002,LA4002,25.0,25.0,12.159218336720315,16.359262735631233,41.35926273563123,41.35926273563123,0.22395784450087622
LA4647,36-681,20.1,22.0,9.7,17.979846530319442,39.97984653031944,39.97984653031944,0.2235933664732051
48-024,LA4002,25.0,25.0,12.113705828159553,16.539078975205697,41.5390789752057,41.5390789752057,0.22344040010511257
LA4647,LA4002,20.1,25.0,9.7,22.2,47.2,47.2,0.22328366935580007
36-681,36-682,22.0,20.0,9.700200422049031,13.20234795752954,33.20234795752954,33.20234795752954,0.22325875520786764
36-682,LA4002,20.0,25.0,9.725241025059946,13.234077773449673,38.23407777344967,38.23407777344967,0.22288524807141163
36-681,36-682,22.0,20.0,9.701621068021286,13.205836190108354,33.20583619010836,33.20583619010836,0.2228062788743125
84-277,LA4002,25.0,25.0,12.094235144520649,17.045240691453703,42.0452406914537,42.0452406914537,0.2221106691355516
