lens1,lens2,method,coupling,total_len_mm,z_l1,z_l2,z_fiber,f1_mm,f2_mm,time_seconds
36-681,LA4002,bayesian,0.22550960305209883,53.724545507121135,10.237354503464987,28.72454550712114,53.724545507121135,22.0,25.0,29.87216281890869
36-681,LA4002,dual_annealing,0.20947292510677426,39.10182838428472,10.601234808125856,14.10182838428472,39.10182838428472,22.0,25.0,162.2830069065094
36-681,LA4002,powell,0.20852004078409017,39.21031374465354,10.627294551613794,14.21031374465354,39.21031374465354,22.0,25.0,13.483448028564453
36-681,LA4002,nelder_mead,0.20371944567489791,39.10254675528553,10.600877302890206,14.102546755285534,39.10254675528553,22.0,25.0,12.779392719268799
36-681,LA4002,grid_search,0.19881462014071372,47.2,10.670833333333333,22.2,47.2,22.0,25.0,14.762221574783325
36-681,LA4002,differential_evolution,0.19287620611357717,39.40895501256093,10.657587780054294,14.40895501256093,39.40895501256093,22.0,25.0,51.15366530418396
