lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation,fiber_position_method
LA4148,LA4022,50.2,60.0,29.279677675295865,36.20548692983746,96.20548692983746,70.20548692983746,0.25628,SfccfF,focal_length
