lens1,lens2,method,coupling,total_len_mm,z_l1,z_l2,z_fiber,f1_mm,f2_mm,time_seconds
36-682,45-695,differential_evolution,0.22833211731262615,39.478971074909374,9.707720080415053,12.478971074909374,39.478971074909374,20.0,27.0,13.015688419342041
36-682,45-695,grid_search,0.21929584274247116,40.725,9.7,13.725,40.725,20.0,27.0,1.9822547435760498
36-682,45-695,powell,0.2154017659028734,39.440632572877846,9.710333864562829,12.440632572877842,39.440632572877846,20.0,27.0,2.049983024597168
36-682,45-695,dual_annealing,0.19640431634776906,39.52346610226682,9.796867316899752,12.523466102266825,39.52346610226682,20.0,27.0,44.195683002471924
36-682,45-695,bayesian,0.1957783888396568,45.09507697381646,9.805320972634782,18.095076973816465,45.09507697381646,20.0,27.0,52.011141777038574
36-682,45-695,nelder_mead,0.009566306559845958,36.81466083230281,9.702480402732824,9.814660832302813,36.81466083230281,20.0,27.0,1.77829909324646
