lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling
36-681,36-681,22.0,22.0,10.075241511375491,12.981343324278498,34.9813433242785,34.9813433242785,0.23787210130915937
36-681,36-683,22.0,25.0,10.424122023448474,16.24257101037398,41.24257101037398,41.24257101037398,0.23561271846908705
LA4002,48-024,25.0,25.0,12.164007584311817,15.749153159241146,40.749153159241146,40.749153159241146,0.23293682223886827
LA4647,LA4002,20.1,25.0,9.706164578792533,13.796333846464739,38.79633384646474,38.79633384646474,0.23157728555192852
LA4647,36-683,20.1,25.0,9.7,22.2,47.2,47.2,0.23003350092559902
36-682,45-695,20.0,27.0,9.707720080415053,12.478971074909374,39.478971074909374,39.478971074909374,0.22833211731262615
LA4647,36-683,20.1,25.0,9.701183724567542,13.726431787463065,38.72643178746306,38.72643178746306,0.22814894857159873
36-682,LA4002,20.0,25.0,9.702162707423913,12.962636609550595,37.96263660955059,37.96263660955059,0.22799228782199055
LA4647,36-683,20.1,25.0,9.733340132789358,13.752594048131275,38.75259404813127,38.75259404813127,0.22680137822899235
LA4647,36-681,20.1,22.0,9.7,20.7,42.7,42.7,0.22642703374908132
LA4647,LA4002,20.1,25.0,9.703507210141808,14.035368386761782,39.03536838676178,39.03536838676178,0.2261998028229521
LA4002,48-024,25.0,25.0,12.166038939489226,15.692919302273367,40.69291930227337,40.69291930227337,0.22418380307960456
LA4002,48-024,25.0,25.0,12.247500323751709,15.811662905070978,40.811662905070975,40.811662905070975,0.22358973191952283
36-681,36-681,22.0,22.0,10.145181079475243,12.981753478560067,34.981753478560066,34.981753478560066,0.22325080813167308
LA4647,LA4002,20.1,25.0,9.782748085914198,13.848655141180657,38.84865514118066,38.84865514118066,0.22206643725289302
36-681,36-681,22.0,22.0,10.074249849926233,12.899147440023867,34.89914744002387,34.89914744002387,0.22202870791743906
36-682,LA4002,20.0,25.0,9.700631446099884,12.520720610341584,37.520720610341584,37.520720610341584,0.22189906291253225
