lens1,lens2,method,coupling,total_len_mm,z_l1,z_l2,z_fiber,f1_mm,f2_mm,time_seconds
LA4002,48-025,bayesian,0.246,66.35772819478959,12.218858880012418,36.357728194789594,66.35772819478959,25.0,30.0,51.207454681396484
LA4002,48-025,nelder_mead,0.244,47.01190410272447,12.794367880617822,17.011904102724476,47.01190410272447,25.0,30.0,12.36690092086792
LA4002,48-025,differential_evolution,0.228,47.182904270565444,12.810893407079785,17.182904270565444,47.182904270565444,25.0,30.0,41.54459524154663
LA4002,48-025,powell,0.223,47.98761878268529,12.77532427432537,17.987618782685292,47.98761878268529,25.0,30.0,9.248893737792969
LA4002,48-025,dual_annealing,0.222,48.999132212127336,12.743012831934156,18.999132212127332,48.999132212127336,25.0,30.0,162.6023986339569
LA4002,48-025,grid_search,0.19,49.68333333333333,13.175,19.68333333333333,49.68333333333333,25.0,30.0,7.44852876663208
