lens1,lens2,method,coupling,total_len_mm,z_l1,z_l2,z_fiber,f1_mm,f2_mm,time_seconds
84-277,LA4002,nelder_mead,0.259,41.85420548691191,12.10168933140212,16.85420548691191,41.85420548691191,25.0,25.0,20.578731536865234
84-277,LA4002,differential_evolution,0.2465,42.24151623062168,12.110417997919404,17.241516230621677,42.24151623062168,25.0,25.0,35.897488594055176
84-277,LA4002,powell,0.229,55.77153422691346,11.499344843215962,30.771534226913456,55.77153422691346,25.0,25.0,4.246366262435913
84-277,LA4002,dual_annealing,0.227,42.27956701831917,12.529174546511715,17.27956701831917,42.27956701831917,25.0,25.0,236.46107625961304
84-277,LA4002,grid_search,0.196,60.166666666666664,11.4375,35.166666666666664,60.166666666666664,25.0,25.0,8.42491102218628
84-277,LA4002,bayesian,0.192,59.811763171456874,12.218858880012418,34.811763171456874,59.811763171456874,25.0,25.0,327.51552963256836
