lens1,lens2,method,coupling,total_len_mm,z_l1,z_l2,z_fiber,f1_mm,f2_mm,time_seconds
36-683,48-024,nelder_mead,0.2475,40.62279438737278,12.114381238893657,15.622794387372778,40.62279438737278,25.0,25.0,7.069025039672852
36-683,48-024,powell,0.234,40.66828204602556,12.109544928306134,15.66828204602556,40.66828204602556,25.0,25.0,6.447019815444946
36-683,48-024,differential_evolution,0.2265,40.693448234822284,12.125325819115156,15.693448234822284,40.693448234822284,25.0,25.0,30.786232233047485
36-683,48-024,dual_annealing,0.2265,40.63327777655476,12.13327766470648,15.633277776554767,40.63327777655476,25.0,25.0,224.04864883422852
36-683,48-024,grid_search,0.223,56.0,11.4375,31.0,56.0,25.0,25.0,5.800673961639404
36-683,48-024,bayesian,0.1955,59.811763171456874,12.218858880012418,34.811763171456874,59.811763171456874,25.0,25.0,27.425711393356323
