lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation,fiber_position_method
LA4148,LA4022,50.2,60.0,30.00255010288257,36.474296268701394,89.23983685669099,60.239836856690985,0.18961466748255645,SfccfF,optimized
