displacement_mm,coupling,coupling_drop
-1.0,0.3568,0.03899999999999998
-0.95,0.3606,0.03520000000000001
-0.9,0.3652,0.03059999999999996
-0.85,0.3706,0.0252
-0.8,0.3768,0.01899999999999996
-0.75,0.3826,0.01319999999999999
-0.7,0.3902,0.005599999999999994
-0.6499999999999999,0.3938,0.0020000000000000018
-0.6,0.3994,-0.003599999999999992
-0.55,0.3992,-0.003400000000000014
-0.5,0.3984,-0.002599999999999991
-0.44999999999999996,0.398,-0.0022000000000000353
-0.3999999999999999,0.3976,-0.0018000000000000238
-0.35,0.3976,-0.0018000000000000238
-0.29999999999999993,0.3972,-0.0014000000000000123
-0.25,0.3968,-0.0010000000000000009
-0.19999999999999996,0.3966,-0.0008000000000000229
-0.1499999999999999,0.3964,-0.0005999999999999894
-0.09999999999999998,0.3964,-0.0005999999999999894
-0.04999999999999993,0.396,-0.00020000000000003348
0.0,0.3958,0.0
0.050000000000000044,0.3596,0.03620000000000001
0.10000000000000009,0.336,0.059799999999999964
0.15000000000000013,0.3204,0.07539999999999997
0.20000000000000018,0.305,0.09079999999999999
0.25,0.2934,0.10239999999999999
0.30000000000000004,0.2842,0.11159999999999998
0.3500000000000001,0.2766,0.11919999999999997
0.40000000000000013,0.2684,0.12739999999999996
0.4500000000000002,0.2614,0.13439999999999996
0.5,0.2542,0.1416
0.55,0.2472,0.14859999999999998
0.6000000000000001,0.2406,0.15519999999999998
0.6500000000000001,0.2338,0.16199999999999998
0.7000000000000002,0.2282,0.1676
0.75,0.2194,0.17639999999999997
0.8,0.2126,0.18319999999999997
0.8500000000000001,0.2064,0.18939999999999999
0.9000000000000001,0.1984,0.1974
0.9500000000000002,0.1922,0.20359999999999998
1.0,0.1854,0.21039999999999998
