displacement_mm,coupling,coupling_drop
-1.0,0.0814,0.32799999999999996
-0.95,0.0878,0.3216
-0.9,0.098,0.3114
-0.85,0.1082,0.30119999999999997
-0.8,0.1178,0.29159999999999997
-0.75,0.1282,0.2812
-0.7,0.137,0.2724
-0.6499999999999999,0.147,0.26239999999999997
-0.6,0.1624,0.247
-0.55,0.1728,0.23659999999999998
-0.5,0.1862,0.22319999999999998
-0.44999999999999996,0.1994,0.21
-0.3999999999999999,0.2114,0.19799999999999998
-0.35,0.2252,0.18419999999999997
-0.29999999999999993,0.2388,0.17059999999999997
-0.25,0.257,0.15239999999999998
-0.19999999999999996,0.2736,0.13579999999999998
-0.1499999999999999,0.2908,0.11859999999999998
-0.09999999999999998,0.3126,0.0968
-0.04999999999999993,0.342,0.06739999999999996
0.0,0.4094,0.0
0.050000000000000044,0.4036,0.005799999999999972
0.10000000000000009,0.401,0.008399999999999963
0.15000000000000013,0.3968,0.0126
0.20000000000000018,0.3936,0.01579999999999998
0.25,0.39,0.019399999999999973
0.30000000000000004,0.3862,0.0232
0.3500000000000001,0.384,0.025399999999999978
0.40000000000000013,0.3794,0.02999999999999997
0.4500000000000002,0.3768,0.03259999999999996
0.5,0.3744,0.034999999999999976
0.55,0.37,0.03939999999999999
0.6000000000000001,0.3626,0.04680000000000001
0.6500000000000001,0.3554,0.05399999999999999
0.7000000000000002,0.3464,0.063
0.75,0.3378,0.0716
0.8,0.3284,0.08099999999999996
0.8500000000000001,0.3212,0.0882
0.9000000000000001,0.3098,0.09959999999999997
0.9500000000000002,0.2956,0.11380000000000001
1.0,0.2828,0.1266
