displacement_mm,coupling,coupling_drop
-1.0,0.396,0.025599999999999956
-0.95,0.4012,0.020399999999999974
-0.9,0.4064,0.015199999999999991
-0.85,0.4118,0.009799999999999975
-0.8,0.4176,0.003999999999999948
-0.75,0.4246,-0.0030000000000000027
-0.7,0.4278,-0.006200000000000039
-0.6499999999999999,0.4276,-0.006000000000000005
-0.6,0.4268,-0.005200000000000038
-0.55,0.4264,-0.0048000000000000265
-0.5,0.4258,-0.004200000000000037
-0.44999999999999996,0.4256,-0.0040000000000000036
-0.3999999999999999,0.4256,-0.0040000000000000036
-0.35,0.4254,-0.0038000000000000256
-0.29999999999999993,0.4252,-0.0036000000000000476
-0.25,0.4248,-0.003200000000000036
-0.19999999999999996,0.424,-0.0024000000000000132
-0.1499999999999999,0.4236,-0.0020000000000000018
-0.09999999999999998,0.423,-0.0014000000000000123
-0.04999999999999993,0.4224,-0.0008000000000000229
0.0,0.4216,0.0
0.050000000000000044,0.4214,0.00019999999999997797
0.10000000000000009,0.4146,0.006999999999999951
0.15000000000000013,0.3756,0.045999999999999985
0.20000000000000018,0.352,0.0696
0.25,0.338,0.08359999999999995
0.30000000000000004,0.3234,0.09819999999999995
0.3500000000000001,0.3102,0.1114
0.40000000000000013,0.3006,0.121
0.4500000000000002,0.2942,0.12739999999999996
0.5,0.2864,0.1352
0.55,0.2778,0.14379999999999998
0.6000000000000001,0.2708,0.1508
0.6500000000000001,0.264,0.15759999999999996
0.7000000000000002,0.2544,0.16719999999999996
0.75,0.2486,0.173
0.8,0.2406,0.18099999999999997
0.8500000000000001,0.233,0.18859999999999996
0.9000000000000001,0.2282,0.1934
0.9500000000000002,0.2234,0.1982
1.0,0.2166,0.205
