displacement_mm,coupling,coupling_drop
-1.0,0.077,0.3136
-0.95,0.0866,0.304
-0.9,0.0932,0.2974
-0.85,0.1052,0.2854
-0.8,0.114,0.2766
-0.75,0.1236,0.267
-0.7,0.1296,0.261
-0.6499999999999999,0.1406,0.25
-0.6,0.1492,0.2414
-0.55,0.159,0.2316
-0.5,0.1724,0.2182
-0.44999999999999996,0.1842,0.2064
-0.3999999999999999,0.1936,0.197
-0.35,0.2096,0.181
-0.29999999999999993,0.2258,0.1648
-0.25,0.2396,0.151
-0.19999999999999996,0.2536,0.137
-0.1499999999999999,0.2714,0.11920000000000003
-0.09999999999999998,0.2912,0.09939999999999999
-0.04999999999999993,0.322,0.0686
0.0,0.3906,0.0
0.050000000000000044,0.3874,0.0031999999999999806
0.10000000000000009,0.3824,0.008199999999999985
0.15000000000000013,0.3796,0.01100000000000001
0.20000000000000018,0.376,0.014600000000000002
0.25,0.3728,0.017799999999999983
0.30000000000000004,0.3672,0.023399999999999976
0.3500000000000001,0.3652,0.025399999999999978
0.40000000000000013,0.3624,0.028200000000000003
0.4500000000000002,0.359,0.03160000000000002
0.5,0.3564,0.03420000000000001
0.55,0.3534,0.03720000000000001
0.6000000000000001,0.351,0.039600000000000024
0.6500000000000001,0.3482,0.04239999999999999
0.7000000000000002,0.3404,0.05020000000000002
0.75,0.3316,0.059
0.8,0.3234,0.06719999999999998
0.8500000000000001,0.3162,0.07440000000000002
0.9000000000000001,0.3086,0.08200000000000002
0.9500000000000002,0.3012,0.08939999999999998
1.0,0.2942,0.09639999999999999
