displacement_mm,coupling,coupling_drop
-1.0,0.315,0.05020000000000002
-0.95,0.3188,0.04640000000000005
-0.9,0.3244,0.0408
-0.85,0.3304,0.0348
-0.8,0.3356,0.029600000000000015
-0.75,0.341,0.0242
-0.7,0.348,0.01720000000000005
-0.6499999999999999,0.3538,0.011400000000000021
-0.6,0.3596,0.005600000000000049
-0.55,0.364,0.0012000000000000344
-0.5,0.3676,-0.0023999999999999577
-0.44999999999999996,0.3676,-0.0023999999999999577
-0.3999999999999999,0.3674,-0.0021999999999999797
-0.35,0.3674,-0.0021999999999999797
-0.29999999999999993,0.3668,-0.0015999999999999903
-0.25,0.3664,-0.0011999999999999789
-0.19999999999999996,0.3662,-0.0010000000000000009
-0.1499999999999999,0.366,-0.0007999999999999674
-0.09999999999999998,0.3656,-0.00039999999999995595
-0.04999999999999993,0.3654,-0.00019999999999997797
0.0,0.3652,0.0
0.050000000000000044,0.365,0.00020000000000003348
0.10000000000000009,0.3594,0.005800000000000027
0.15000000000000013,0.3268,0.038400000000000045
0.20000000000000018,0.3086,0.05660000000000004
0.25,0.294,0.07120000000000004
0.30000000000000004,0.2838,0.08140000000000003
0.3500000000000001,0.2746,0.09060000000000001
0.40000000000000013,0.2652,0.10000000000000003
0.4500000000000002,0.2568,0.10840000000000005
0.5,0.2488,0.11640000000000003
0.55,0.24,0.12520000000000003
0.6000000000000001,0.2326,0.13260000000000002
0.6500000000000001,0.227,0.13820000000000002
0.7000000000000002,0.2216,0.14360000000000003
0.75,0.2134,0.15180000000000002
0.8,0.2084,0.15680000000000002
0.8500000000000001,0.2018,0.16340000000000002
0.9000000000000001,0.1952,0.17
0.9500000000000002,0.189,0.17620000000000002
1.0,0.1844,0.18080000000000002
