displacement_mm,coupling,coupling_drop
-1.0,0.0692,0.3266
-0.95,0.0836,0.3122
-0.9,0.0932,0.3026
-0.85,0.1006,0.2952
-0.8,0.1088,0.287
-0.75,0.1194,0.2764
-0.7,0.1272,0.26859999999999995
-0.6499999999999999,0.1358,0.26
-0.6,0.1474,0.24839999999999998
-0.55,0.1586,0.2372
-0.5,0.1714,0.2244
-0.44999999999999996,0.1816,0.21419999999999997
-0.3999999999999999,0.1934,0.2024
-0.35,0.2066,0.18919999999999998
-0.29999999999999993,0.2178,0.178
-0.25,0.232,0.16379999999999997
-0.19999999999999996,0.251,0.14479999999999998
-0.1499999999999999,0.2696,0.12619999999999998
-0.09999999999999998,0.29,0.1058
-0.04999999999999993,0.3224,0.07339999999999997
0.0,0.3958,0.0
0.050000000000000044,0.3926,0.0031999999999999806
0.10000000000000009,0.3906,0.005199999999999982
0.15000000000000013,0.387,0.008799999999999975
0.20000000000000018,0.384,0.011799999999999977
0.25,0.3804,0.01539999999999997
0.30000000000000004,0.3778,0.01799999999999996
0.3500000000000001,0.3746,0.021199999999999997
0.40000000000000013,0.3708,0.024999999999999967
0.4500000000000002,0.3682,0.027599999999999958
0.5,0.3656,0.030200000000000005
0.55,0.3632,0.03259999999999996
0.6000000000000001,0.3612,0.034599999999999964
0.6500000000000001,0.354,0.041800000000000004
0.7000000000000002,0.347,0.04880000000000001
0.75,0.338,0.05779999999999996
0.8,0.3282,0.0676
0.8500000000000001,0.3204,0.07539999999999997
0.9000000000000001,0.3104,0.08539999999999998
0.9500000000000002,0.3018,0.09399999999999997
1.0,0.2946,0.10120000000000001
