lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber,orientation,medium
36-686,49-959,differential_evolution,150.0,2.0321627499783456e-06,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,160.0,1.4917805383848443e-06,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,170.0,1.184853448458448e-06,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,180.0,1.0166584057448354e-06,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,190.0,9.595535471085998e-07,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,200.0,0.0733894367533793,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,210.0,0.0401188080697663,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,220.0,0.0322130292600294,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,230.0,0.0281796190425751,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,240.0,0.0231741749121497,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,250.0,0.0219997538225127,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,260.0,0.0204997924632144,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,270.0,0.0199998167999866,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,280.0,0.018999842533893,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,290.0,0.0179998650276817,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,differential_evolution,300.0,0.0169998846654864,24.37727580401009,27.32734323812477,33.46351795541605,50.37727580401009,SfccfF,air
36-686,49-959,dual_annealing,150.0,1.6125654075402112e-06,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,160.0,1.3132793791785931e-06,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,170.0,1.050947814376594e-06,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,180.0,9.323911074474312e-07,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,190.0,9.131878834253412e-07,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,200.0,0.0652511799092917,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,210.0,0.0305649480121663,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,220.0,0.0236953139138648,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,230.0,0.0208961246629571,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,240.0,0.0172590920296792,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,250.0,0.015499827812372,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,260.0,0.0134998643334334,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,270.0,0.0124998863503319,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,280.0,0.0109999095236928,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,290.0,0.0109999181335725,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,dual_annealing,300.0,0.0104999292956707,24.045933768928187,27.04555663007172,33.045746440181574,50.04593376892819,SfccfF,air
36-686,49-959,nelder_mead,150.0,2.144785036904845e-06,24.019676172988312,27.003460209217167,33.00908469669511,50.01967617298831,SfccfF,air
36-686,49-959,nelder_mead,160.0,1.6614962604029004e-06,24.019676172988312,27.003460209217167,33.00908469669511,50.01967617298831,SfccfF,air
36-686,49-959,nelder_mead,170.0,1.3089395387506268e-06,24.019676172988312,27.003460209217167,33.00908469669511,50.01967617298831,SfccfF,air
36-686,49-959,nelder_mead,180.0,1.0867504856850243e-06,24.019676172988312,27.003460209217167,33.00908469669511,50.01967617298831,SfccfF,air
36-686,49-959,nelder_mead,190.0,9.87319000222543e-07,24.019676172988312,27.003460209217167,33.00908469669511,50.01967617298831,SfccfF,air
36-686,49-959,nelder_mead,200.0,0.0700186628893924,24.019676172988312,27.003460209217167,33.00908469669511,50.01967617298831,SfccfF,air
36-686,49-959,nelder_mead,210.0,0.0396909835465436,24.019676172988312,27.003460209217167,33.00908469669511,50.01967617298831,SfccfF,air
36-686,49-959,nelder_mead,220.0,0.0303309034683113,24.019676172988312,27.003460209217167,33.00908469669511,50.01967617298831,SfccfF,air
36-686,49-959,nelder_mead,230.0,0.0262420990850351,24.019676172988312,27.003460209217167,33.00908469669511,50.01967617298831,SfccfF,air
