lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber,orientation,medium
LA4022,LA4022,differential_evolution,150.0,0.003,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,160.0,0.011,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,170.0,0.044,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,180.0,0.161,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,190.0,0.3775,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,200.0,0.542,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,210.0,0.1905,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,220.0,0.023,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,230.0,0.015,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,240.0,0.0125,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,250.0,0.0105,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,260.0,0.0085,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,270.0,0.008,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,280.0,0.008,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,290.0,0.007,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,differential_evolution,300.0,0.0065,98.9422241453907,33.24800108503645,38.942224145390696,98.9422241453907,SfccfF,argon
LA4022,LA4022,dual_annealing,150.0,0.0045,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,160.0,0.0145,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,170.0,0.049,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,180.0,0.1805,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,190.0,0.373,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,200.0,0.5545,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,210.0,0.1865,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,220.0,0.0255,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,230.0,0.021,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,240.0,0.019,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,250.0,0.014,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,260.0,0.0105,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,270.0,0.01,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,280.0,0.0085,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,290.0,0.008,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,dual_annealing,300.0,0.008,98.8766922606591,33.27641065465804,38.87669226065909,98.8766922606591,SfccfF,argon
LA4022,LA4022,nelder_mead,150.0,0.005,98.80359717043588,33.18461227318788,38.80359717043588,98.80359717043588,SfccfF,argon
LA4022,LA4022,nelder_mead,160.0,0.0175,98.80359717043588,33.18461227318788,38.80359717043588,98.80359717043588,SfccfF,argon
LA4022,LA4022,nelder_mead,170.0,0.0535,98.80359717043588,33.18461227318788,38.80359717043588,98.80359717043588,SfccfF,argon
LA4022,LA4022,nelder_mead,180.0,0.1965,98.80359717043588,33.18461227318788,38.80359717043588,98.80359717043588,SfccfF,argon
LA4022,LA4022,nelder_mead,190.0,0.408,98.80359717043588,33.18461227318788,38.80359717043588,98.80359717043588,SfccfF,argon
