lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber,orientation,medium
84-282,LA4078,differential_evolution,150.0,7.871298809148716e-11,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,160.0,2.6838388754584813e-11,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,170.0,1.066620426873773e-11,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,180.0,5.9020846146151554e-12,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,190.0,3.914577720396392e-12,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,200.0,0.4525237277074152,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,210.0,0.5118891467807627,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,220.0,0.5586673190399627,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,230.0,0.5914148952118268,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,240.0,0.6116599406035995,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,250.0,0.6309838548059028,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,260.0,0.6309853912065705,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,270.0,0.6309867814025866,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,280.0,0.6309880393065839,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,290.0,0.630989177507338,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,differential_evolution,300.0,0.6309902073957292,111.3318596771991,28.120571304861762,36.10127636377845,111.3318596771991,SfccfF,air
84-282,LA4078,dual_annealing,150.0,9.245866802840643e-11,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,160.0,3.154495491744247e-11,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,170.0,1.2502683771322544e-11,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,180.0,7.06430228871757e-12,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,190.0,4.6863191966076985e-12,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,200.0,0.46276549803107736,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,210.0,0.5230845917409979,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,220.0,0.5705841457903232,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,230.0,0.6042970208736577,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,240.0,0.624856137234343,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,250.0,0.6449835959667485,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,260.0,0.6449851569990438,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,270.0,0.6449865694827098,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,280.0,0.6449878475534326,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,290.0,0.6449890040018156,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,dual_annealing,300.0,0.6449900504013618,110.7261005356368,28.167594441178046,35.66761724102777,110.7261005356368,SfccfF,air
84-282,LA4078,nelder_mead,150.0,4.421712248765375e-11,114.0854048400352,28.08440191949194,38.80823052736771,114.0854048400352,SfccfF,air
84-282,LA4078,nelder_mead,160.0,1.4476775023322987e-11,114.0854048400352,28.08440191949194,38.80823052736771,114.0854048400352,SfccfF,air
84-282,LA4078,nelder_mead,170.0,5.615151382400166e-12,114.0854048400352,28.08440191949194,38.80823052736771,114.0854048400352,SfccfF,air
84-282,LA4078,nelder_mead,180.0,3.0982455886985503e-12,114.0854048400352,28.08440191949194,38.80823052736771,114.0854048400352,SfccfF,air
