lens1,lens2,method,coupling,total_len_mm,z_l1,z_l2,z_fiber,f1_mm,f2_mm,time_seconds
36-681,36-683,powell,0.2535,38.300981301614534,10.494755031162356,13.300981301614534,38.300981301614534,22.0,25.0,1.7986078262329102
36-681,36-683,differential_evolution,0.244,38.33340631334877,10.506787770997107,13.333406313348767,38.33340631334877,22.0,25.0,8.215405464172363
36-681,36-683,dual_annealing,0.2395,38.31475385062761,10.513916888414627,13.314753850627612,38.31475385062761,22.0,25.0,43.30043029785156
36-681,36-683,grid_search,0.232,38.86666666666666,10.670833333333333,13.866666666666664,38.86666666666666,22.0,25.0,1.4707260131835938
36-681,36-683,nelder_mead,0.008,34.82726152841323,9.700210577090516,9.827261528413235,34.82726152841323,22.0,25.0,1.6243231296539307
