lens1,lens2,method,coupling,total_len_mm,z_l1,z_l2,z_fiber,f1_mm,f2_mm,time_seconds
36-682,LA4021,grid_search,0.273,104.7,9.7,74.7,104.7,20.0,30.0,1.8798527717590332
36-682,LA4021,nelder_mead,0.241,43.348716651741356,10.406540115270738,13.348716651741352,43.348716651741356,20.0,30.0,1.64033842086792
36-682,LA4021,powell,0.2325,43.41428522731913,10.413677087335312,13.414285227319125,43.41428522731913,20.0,30.0,4.66271448135376
36-682,LA4021,differential_evolution,0.2235,43.32495853157268,10.392292067238301,13.324958531572683,43.32495853157268,20.0,30.0,12.463159561157227
36-682,LA4021,dual_annealing,0.2075,43.24416512441838,10.414483365987522,13.24416512441838,43.24416512441838,20.0,30.0,22.772281646728516
