lens1,lens2,method,coupling,total_len_mm,z_l1,z_l2,z_fiber,f1_mm,f2_mm,orientation,time_seconds
84-277,84-279,dual_annealing,0.4925,62.42590376378797,12.32628723712119,17.42590376378797,62.42590376378797,25.0,45.0,SfccfF,2.5687415599823
84-277,84-279,nelder_mead,0.4875,62.07628462056636,12.325334658320571,17.076284620566362,62.07628462056636,25.0,45.0,SfccfF,0.19820952415466309
84-277,84-279,powell,0.485,64.5770060964369,12.289904606593277,19.5770060964369,64.5770060964369,25.0,45.0,SfccfF,0.09772801399230957
84-277,84-279,differential_evolution,0.4795,62.394069851295676,12.317442085027052,17.394069851295676,62.394069851295676,25.0,45.0,SfccfF,0.6327824592590332
84-277,84-279,bayesian,0.3935,85.99562326478775,12.218858880012418,40.99562326478775,85.99562326478775,25.0,45.0,SfccfF,17.75084662437439
84-277,84-279,grid_search,0.275,69.05833333333334,13.175,24.05833333333333,69.05833333333334,25.0,45.0,SfccfF,0.32079267501831055
