z_l1,z_l2,z_fiber,coupling,accepted,lens1,lens2,f1_mm,f2_mm,total_len_mm
22.674999999999997,38.24999999999999,63.24999999999999,0.08316666666666667,[ True False  True ... False False False],36-688,36-683,54.0,25.0,63.24999999999999
28.343749999999996,46.58333333333333,76.58333333333333,0.08116666666666666,[False False False ... False False False],36-688,48-025,54.0,30.0,76.58333333333333
28.343749999999996,46.66666666666667,76.76666666666668,0.08,[False False False ... False False False],36-688,LA4936,54.0,30.1,76.76666666666668
24.924999999999997,35.58333333333333,60.58333333333333,0.07866666666666666,[False False False ...  True False False],84-280,36-683,60.0,25.0,60.58333333333333
22.674999999999997,42.416666666666664,67.41666666666666,0.07716666666666666,[False False False ...  True False False],36-688,48-024,54.0,25.0,67.41666666666666
24.924999999999997,39.75,64.75,0.077,[False False False ... False False False],LA4042,LA4002,60.0,25.0,64.75
24.924999999999997,39.75,64.75,0.07383333333333333,[False False False ... False False  True],84-280,84-277,60.0,25.0,64.75
9.7,14.7,24.7,0.0735,[False False False ... False False False],36-688,89-411,54.0,10.0,24.7
24.924999999999997,39.75,64.75,0.0735,[False False False ... False False False],LA4042,84-277,60.0,25.0,64.75
31.156249999999996,48.08333333333333,78.08333333333333,0.07333333333333333,[False False False ... False False False],LA4042,48-025,60.0,30.0,78.08333333333333
31.156249999999996,48.16666666666667,78.26666666666668,0.07166666666666667,[False False False ... False False False],84-280,LA4936,60.0,30.1,78.26666666666668
24.924999999999997,39.75,64.75,0.0715,[False False False ...  True False False],84-280,48-024,60.0,25.0,64.75
24.924999999999997,39.75,64.75,0.07133333333333333,[False False False ... False False False],LA4042,48-024,60.0,25.0,64.75
22.674999999999997,34.08333333333333,59.08333333333333,0.07083333333333333,[False False False ... False False False],36-688,89-414,54.0,25.0,59.08333333333333
22.674999999999997,28.28333333333333,48.38333333333333,0.07033333333333333,[False  True False ... False False False],36-688,LA4194,54.0,20.1,48.38333333333333
13.675,17.7,29.7,0.0695,[False False False ... False False False],84-280,70-888,60.0,12.0,29.7
9.7,19.7,31.7,0.0695,[False False False ... False False False],36-688,70-888,54.0,12.0,31.7
31.156249999999996,48.16666666666667,78.26666666666668,0.06933333333333333,[False False False ...  True False  True],84-280,LA4966,60.0,30.1,78.26666666666668
22.674999999999997,42.416666666666664,67.41666666666666,0.06916666666666667,[False False False ... False False False],36-688,LA4002,54.0,25.0,67.41666666666666
31.156249999999996,48.08333333333333,78.08333333333333,0.069,[False False False ... False False False],84-280,84-278,60.0,30.0,78.08333333333333
0.0,8.7,14.7,0.06866666666666667,[False False False ... False False False],84-280,70-883,60.0,6.0,14.7
24.924999999999997,39.75,64.75,0.06866666666666667,[False False False ... False False  True],84-280,LA4002,60.0,25.0,64.75
12.55,17.7,29.7,0.06766666666666667,[False False False ... False False False],36-688,45-691,54.0,12.0,29.7
18.693749999999998,29.08333333333333,47.08333333333333,0.06766666666666667,[False False False ... False False False],84-280,45-692,60.0,18.0,47.08333333333333
31.156249999999996,48.08333333333333,78.08333333333333,0.0675,[False False False ... False False False],LA4042,84-278,60.0,30.0,78.08333333333333
31.156249999999996,48.16666666666667,78.26666666666668,0.067,[ True False False ... False False False],LA4042,LA4936,60.0,30.1,78.26666666666668
9.7,14.7,24.7,0.0665,[False False False ... False False False],84-280,89-411,60.0,10.0,24.7
22.674999999999997,28.28333333333333,48.38333333333333,0.06633333333333333,[False False False ... False False False],36-688,LA4647,54.0,20.1,48.38333333333333
13.675,17.700000000000003,29.700000000000003,0.06516666666666666,[False False False ... False False  True],84-280,45-691,60.0,12.0,29.700000000000003
0.0,8.7,14.7,0.065,[False False False ... False False False],84-280,LA4026,60.0,6.0,14.7
0.0,8.7,14.7,0.06483333333333334,[False False False ... False False False],84-280,LA4036,60.0,6.0,14.7
17.006249999999998,30.58333333333333,48.58333333333333,0.06416666666666666,[ True False  True ... False  True False],36-688,45-692,54.0,18.0,48.58333333333333
4.183333333333334,12.366666666666667,20.366666666666667,0.06383333333333334,[False False False ... False False False],36-688,70-886,54.0,8.0,20.366666666666667
31.156249999999996,48.08333333333333,78.08333333333333,0.06383333333333334,[False False False ... False False False],84-280,48-025,60.0,30.0,78.08333333333333
9.7,14.7,24.7,0.0635,[False False False ... False False False],36-688,LA4249,54.0,10.0,24.7
4.558333333333334,12.366666666666667,20.366666666666667,0.063,[False False  True ... False False False],84-280,70-886,60.0,8.0,20.366666666666667
24.924999999999997,31.416666666666664,56.416666666666664,0.06216666666666667,[False False False ... False False False],84-280,89-414,60.0,25.0,56.416666666666664
18.693749999999998,32.08333333333333,50.08333333333333,0.06133333333333333,[False False False ... False False False],LA4042,45-694,60.0,18.0,50.08333333333333
0.0,8.7,14.7,0.061,[False False  True ... False False False],84-280,70-884,60.0,6.0,14.7
36.46666666666667,51.46666666666667,81.46666666666667,0.0605,[False False  True ... False False False],84-280,LA4021,60.0,30.0,81.46666666666667
17.006249999999998,33.58333333333333,51.58333333333333,0.059666666666666666,[False False False ... False False False],36-688,45-694,54.0,18.0,51.58333333333333
8.366666666666667,16.366666666666664,26.366666666666664,0.058666666666666666,[ True False False ... False False False],36-688,LA4280,54.0,10.0,26.366666666666664
23.083333333333332,33.13333333333333,53.233333333333334,0.058,[False False False ... False False False],84-280,LA4194,60.0,20.1,53.233333333333334
36.46666666666667,41.46666666666667,71.46666666666667,0.05683333333333333,[False False False ... False  True False],LA4042,LA4021,60.0,30.0,71.46666666666667
9.116666666666667,16.366666666666664,26.366666666666664,0.056,[False False False ... False False False],84-280,LA4249,60.0,10.0,26.366666666666664
24.924999999999997,29.78333333333333,49.88333333333333,0.056,[False False  True ... False False False],84-280,LA4647,60.0,20.1,49.88333333333333
23.083333333333332,33.13333333333333,53.233333333333334,0.056,[False False False ... False False False],LA4042,LA4647,60.0,20.1,53.233333333333334
18.693749999999998,32.08333333333333,50.08333333333333,0.05516666666666667,[False False False ...  True False False],84-280,45-694,60.0,18.0,50.08333333333333
13.675,23.200000000000003,36.7,0.05433333333333333,[ True False False ... False False False],LA4042,45-693,60.0,13.5,36.7
22.674999999999997,27.58333333333333,45.58333333333333,0.05383333333333333,[False False False ... False False False],36-688,48-668,54.0,18.0,45.58333333333333
9.116666666666667,16.366666666666664,26.366666666666664,0.0535,[False False False ... False False False],84-280,LA4280,60.0,10.0,26.366666666666664
23.083333333333332,32.08333333333333,50.08333333333333,0.0535,[False False False ... False False False],LA4042,48-668,60.0,18.0,50.08333333333333
16.733333333333334,20.950000000000003,34.45,0.0525,[False False False ... False False  True],36-688,45-693,54.0,13.5,34.45
23.083333333333332,32.08333333333333,50.08333333333333,0.0515,[False False False ... False False False],84-280,48-668,60.0,18.0,50.08333333333333
13.675,21.700000000000003,33.7,0.051166666666666666,[False False False ... False False False],84-280,48-666,60.0,12.0,33.7
4.183333333333334,10.7,16.7,0.050833333333333335,[False  True False ... False False False],36-688,LA4036,54.0,6.0,16.7
12.55,21.700000000000003,33.7,0.05,[False False False ... False False False],36-688,48-666,54.0,12.0,33.7
4.183333333333334,10.7,16.7,0.048,[False False False ... False False False],36-688,70-883,54.0,6.0,16.7
43.15833333333333,123.96666666666665,298.96666666666664,0.04666666666666667,[False False False ...  True False False],84-280,LA4005,60.0,175.0,298.96666666666664
0.0,10.7,16.7,0.04616666666666667,[False False False ... False False False],36-688,LA4026,54.0,6.0,16.7
13.675,23.200000000000003,36.7,0.046,[False False False ... False False False],84-280,45-693,60.0,13.5,36.7
43.15833333333333,123.96666666666665,298.96666666666664,0.043333333333333335,[False False False ... False False False],LA4042,LA4005,60.0,175.0,298.96666666666664
4.183333333333334,10.7,16.7,0.041,[False False False ... False False False],36-688,70-884,54.0,6.0,16.7
33.46666666666667,325.1333333333334,500.1333333333334,0.041,[False False False ... False False False],36-688,LA4005,54.0,175.0,500.1333333333334
13.675,21.700000000000003,33.7,0.0385,[False False False ... False False False],LA4042,48-666,60.0,12.0,33.7
0.0,10.366666666666667,14.366666666666667,0.019166666666666665,[False False False ... False False False],84-280,LA4024,60.0,4.0,14.366666666666667
0.0,10.366666666666667,14.366666666666667,0.015166666666666667,[False False False ... False False False],84-280,70-882,60.0,4.0,14.366666666666667
4.183333333333334,11.7,15.7,0.014833333333333334,[False False False ... False False False],36-688,LA4024,54.0,4.0,15.7
4.183333333333334,11.7,15.7,0.012333333333333333,[False False False ... False False False],36-688,70-882,54.0,4.0,15.7
