z_l1,z_l2,z_fiber,coupling,accepted,lens1,lens2,f1_mm,f2_mm,total_len_mm
22.275,39.13333333333333,77.13333333333333,0.19483333333333333,[False False False ... False False False],36-690,48-273,40.0,38.0,77.13333333333333
21.524999999999995,397.5833333333333,517.5833333333333,0.18533333333333332,[False False False ... False False False],48-273,84-285,38.0,120.0,517.5833333333333
21.525,31.8,69.8,0.18416666666666667,[False False False ... False  True False],48-273,48-273,38.0,38.0,69.8
22.275,128.08333333333334,188.08333333333334,0.18333333333333332,[ True False False ... False False False],36-690,48-670,40.0,60.0,188.08333333333334
21.524999999999995,107.58333333333334,167.58333333333334,0.182,[False False  True ... False False False],48-273,49-963,38.0,60.0,167.58333333333334
21.524999999999995,117.58333333333334,177.58333333333334,0.18183333333333335,[False False  True ... False False False],48-273,48-670,38.0,60.0,177.58333333333334
22.275,138.08333333333334,198.08333333333334,0.18016666666666667,[False False False ... False False False],36-690,84-283,40.0,60.0,198.08333333333334
22.275,128.08333333333334,188.08333333333334,0.17966666666666667,[False False  True ... False False  True],36-690,LA4022,40.0,60.0,188.08333333333334
21.524999999999995,107.58333333333334,167.58333333333334,0.1795,[ True False False ... False False False],48-273,84-280,38.0,60.0,167.58333333333334
21.524999999999995,117.58333333333334,177.58333333333334,0.17916666666666667,[False False  True ... False False  True],48-273,LA4022,38.0,60.0,177.58333333333334
22.275,118.08333333333334,178.08333333333334,0.17916666666666667,[False False False ... False  True False],36-690,84-280,40.0,60.0,178.08333333333334
21.524999999999995,107.58333333333334,167.58333333333334,0.17883333333333334,[False False False ... False False False],48-273,LA4042,38.0,60.0,167.58333333333334
22.275,128.08333333333334,188.08333333333334,0.1755,[False False False ... False False False],36-690,49-963,40.0,60.0,188.08333333333334
22.275,99.08333333333334,153.08333333333334,0.17416666666666666,[False False False ... False  True  True],36-690,36-688,40.0,54.0,153.08333333333334
22.275,118.08333333333334,178.08333333333334,0.1735,[False  True False ... False False False],36-690,LA4042,40.0,60.0,178.08333333333334
21.524999999999995,127.58333333333334,187.58333333333334,0.17183333333333334,[False False False ... False False False],48-273,84-283,38.0,60.0,187.58333333333334
21.524999999999995,80.58333333333334,134.58333333333334,0.17133333333333334,[False False False ... False False  True],48-273,36-688,38.0,54.0,134.58333333333334
22.275,398.0833333333333,518.0833333333333,0.16883333333333334,[False False False ... False False False],36-690,84-285,40.0,120.0,518.0833333333333
22.275,85.58333333333334,130.58333333333334,0.156,[False False False ... False False False],36-690,84-279,40.0,45.0,130.58333333333334
29.775000000000002,503.1333333333333,678.1333333333333,0.15133333333333332,[ True False False ... False False False],49-963,LA4034,60.0,175.0,678.1333333333333
21.524999999999995,85.08333333333334,130.08333333333334,0.147,[False False  True ... False False False],48-273,84-279,38.0,45.0,130.08333333333334
